Solution 1,Solution 2,Cluster 1,Cluster 2,Similarity,Metric
0,23,0,0,0.8820395738203958,rand
0,23,2,3,0.7843137254901961,rand
0,23,3,2,0.7213114754098361,rand
0,24,1,2,0.9176624346527259,rand
0,24,0,3,0.8780841799709724,rand
0,24,2,1,0.7935483870967742,rand
0,24,3,0,0.7430830039525692,rand
0,25,2,2,1.0,rand
0,25,0,0,1.0,rand
0,25,1,1,0.892632781267847,rand
1,2,3,0,0.9631683168316831,rand
1,2,2,2,0.8737541528239202,rand
1,2,1,3,0.7252543940795559,rand
1,2,0,1,0.6956521739130435,rand
1,3,1,3,0.9318364073777065,rand
1,3,3,1,0.8745644599303136,rand
1,3,0,2,0.8306451612903226,rand
1,3,2,0,0.818686401480111,rand
1,4,3,1,0.9877112135176651,rand
1,4,2,2,0.9755102040816327,rand
1,4,0,0,0.9298245614035088,rand
1,4,1,3,0.7984496124031008,rand
1,5,3,2,0.9617977528089887,rand
1,5,2,3,0.893687707641196,rand
1,5,0,1,0.832258064516129,rand
1,5,1,0,0.6818181818181818,rand
1,6,3,3,0.9354561101549054,rand
1,6,0,2,0.9134199134199135,rand
1,6,2,1,0.8608695652173913,rand
1,6,1,0,0.5764705882352941,rand
1,7,1,1,0.9591018444266239,rand
1,7,2,0,0.8028985507246377,rand
1,7,0,2,0.7019704433497537,rand
1,7,3,3,0.5517241379310345,rand
1,8,2,0,0.9728506787330317,rand
1,8,3,1,0.9655172413793104,rand
1,8,0,3,0.9415204678362573,rand
1,8,1,2,0.8466898954703833,rand
1,9,3,2,0.9744637385086823,rand
1,9,0,3,0.8631578947368421,rand
1,9,2,0,0.8163265306122449,rand
1,9,1,1,0.6382978723404256,rand
1,10,3,0,0.9870253164556962,rand
1,10,0,3,0.8842105263157894,rand
1,10,2,2,0.8838383838383839,rand
1,10,1,1,0.6298984034833092,rand
1,11,3,1,0.9486542443064182,rand
1,11,2,0,0.9021663172606569,rand
1,11,0,3,0.8526315789473684,rand
1,11,1,2,0.6947271045328399,rand
1,12,0,2,1.0,rand
1,12,3,1,0.9631336405529954,rand
1,12,2,0,0.9568627450980393,rand
1,12,1,3,0.7909090909090909,rand
1,13,2,2,0.9706498951781971,rand
1,13,3,0,0.9613682092555332,rand
1,13,0,1,0.9298245614035088,rand
1,13,1,3,0.8307692307692308,rand
1,14,3,3,0.9481481481481482,rand
1,14,2,1,0.9137254901960784,rand
1,14,0,2,0.8631578947368421,rand
1,14,1,0,0.7987804878048781,rand
1,15,0,3,1.0,rand
1,15,3,0,0.9870172022070757,rand
1,15,2,2,0.9238900634249472,rand
1,15,1,1,0.6298984034833092,rand
1,16,3,1,0.974124809741248,rand
1,16,2,3,0.9617346938775511,rand
1,16,0,0,0.8526315789473684,rand
1,16,1,2,0.6438482886216467,rand
1,17,2,3,1.0,rand
1,17,1,2,1.0,rand
1,17,0,0,1.0,rand
1,17,3,1,0.9910204081632653,rand
1,18,0,0,1.0,rand
1,18,2,2,0.9905660377358491,rand
1,18,3,1,0.9676767676767677,rand
1,18,1,3,0.9459459459459459,rand
1,19,3,1,0.9631336405529954,rand
1,19,2,2,0.9568627450980393,rand
1,19,0,0,0.935672514619883,rand
1,19,1,3,0.813953488372093,rand
1,20,3,3,0.948051948051948,rand
1,20,2,1,0.9137254901960784,rand
1,20,1,2,0.8825910931174089,rand
1,20,0,0,0.8736842105263158,rand
1,21,0,1,1.0,rand
1,21,3,2,0.9661654135338346,rand
1,21,2,0,0.9622641509433962,rand
1,21,1,3,0.9516358463726885,rand
1,22,2,1,0.9673469387755103,rand
1,22,3,3,0.8976982097186701,rand
1,22,0,2,0.8523076923076923,rand
1,22,1,0,0.8256410256410256,rand
1,23,2,2,0.9811320754716981,rand
1,23,3,0,0.9743271221532092,rand
1,23,0,1,0.9298245614035088,rand
1,23,1,3,0.8307692307692308,rand
1,24,2,2,1.0,rand
1,24,1,1,1.0,rand
1,24,0,0,1.0,rand
1,24,3,3,0.9910204081632653,rand
1,25,3,0,1.0,rand
1,25,0,2,1.0,rand
1,25,2,1,0.6938775510204082,rand
2,3,0,3,0.9495412844036697,rand
2,3,1,2,0.8596059113300493,rand
2,3,2,0,0.8476190476190476,rand
2,3,3,1,0.7984189723320159,rand
2,4,2,1,0.941468253968254,rand
2,4,0,0,0.926227916909338,rand
2,4,1,2,0.8713725490196078,rand
2,4,3,3,0.6060606060606061,rand
2,5,0,2,0.9488943488943489,rand
2,5,1,1,0.8571428571428571,rand
2,5,2,0,0.6923076923076923,rand
2,5,3,3,0.5632183908045977,rand
2,6,0,3,0.9555633926997003,rand
2,6,2,0,0.8235294117647058,rand
2,6,3,1,0.7291666666666666,rand
2,6,1,2,0.691699604743083,rand
2,7,0,1,0.9584631360332295,rand
2,7,3,3,0.9,rand
2,7,1,2,0.8947368421052632,rand
2,7,2,0,0.8021978021978022,rand
2,8,0,1,0.9358974358974359,rand
2,8,2,0,0.8936651583710408,rand
2,8,3,3,0.6861538461538461,rand
2,8,1,2,0.6190476190476191,rand
2,9,0,2,0.9636552440290758,rand
2,9,2,0,0.8174603174603174,rand
2,9,1,1,0.7368421052631579,rand
2,9,3,3,0.7,rand
2,10,0,0,0.9611859838274932,rand
2,10,1,1,0.8523076923076923,rand
2,10,2,2,0.8,rand
2,10,3,3,0.7333333333333333,rand
2,11,0,3,0.962020202020202,rand
2,11,2,1,0.9446883230904302,rand
2,11,3,0,0.7844702467343977,rand
2,11,1,2,0.691699604743083,rand
2,12,0,1,0.9338724168912849,rand
2,12,2,0,0.9237588652482269,rand
2,12,3,2,0.7865612648221344,rand
2,12,1,3,0.6724137931034483,rand
2,13,0,0,0.9307718933887158,rand
2,13,2,2,0.93033381712627,rand
2,13,1,3,0.7692307692307693,rand
2,13,3,1,0.7536231884057971,rand
2,14,2,3,0.9756909756909757,rand
2,14,0,2,0.9441584158415841,rand
2,14,1,1,0.8260869565217391,rand
2,14,3,0,0.8221343873517787,rand
2,15,2,0,0.9525316455696202,rand
2,15,0,3,0.9254513686662784,rand
2,15,1,1,0.8523076923076923,rand
2,15,3,2,0.6158536585365854,rand
2,16,2,1,0.9482496194824962,rand
2,16,0,0,0.9435643564356435,rand
2,16,1,3,0.8341836734693877,rand
2,16,3,2,0.7833333333333333,rand
2,17,0,1,0.9588429431178412,rand
2,17,2,3,0.8972746331236897,rand
2,17,3,0,0.7166666666666667,rand
2,17,1,2,0.6515151515151515,rand
2,18,0,1,0.9320512820512821,rand
2,18,2,2,0.898989898989899,rand
2,18,3,0,0.7046153846153846,rand
2,18,1,3,0.6125356125356125,rand
2,19,0,1,0.9338724168912849,rand
2,19,2,2,0.9237588652482269,rand
2,19,3,0,0.7166666666666667,rand
2,19,1,3,0.6553846153846153,rand
2,20,2,3,0.9747747747747748,rand
2,20,0,0,0.9270044651523975,rand
2,20,1,1,0.8260869565217391,rand
2,20,3,2,0.7971014492753623,rand
2,21,0,2,0.9439880507841673,rand
2,21,2,0,0.927843137254902,rand
2,21,3,1,0.7333333333333333,rand
2,21,1,3,0.625615763546798,rand
2,22,0,0,0.9435643564356435,rand
2,22,2,3,0.9406041986687148,rand
2,22,3,2,0.7701149425287356,rand
2,22,1,1,0.7540181691125087,rand
2,23,2,0,0.9461697722567288,rand
2,23,0,1,0.9441584158415841,rand
2,23,1,2,0.8506493506493507,rand
2,23,3,3,0.7,rand
2,24,0,3,0.9588429431178412,rand
2,24,2,2,0.8763213530655392,rand
2,24,1,0,0.6956521739130435,rand
2,24,3,1,0.6936936936936937,rand
2,25,0,2,1.0,rand
2,25,2,0,1.0,rand
2,25,3,1,0.7333333333333333,rand
3,4,3,1,0.9440699126092384,rand
3,4,2,0,0.9430199430199431,rand
3,4,0,2,0.8755656108597285,rand
3,4,1,3,0.6536796536796536,rand
3,5,3,2,1.0,rand
3,5,2,1,1.0,rand
3,5,0,3,1.0,rand
3,5,1,0,0.5714285714285714,rand
3,6,3,3,0.9780274656679151,rand
3,6,0,0,0.9428571428571428,rand
3,6,2,2,0.8185483870967742,rand
3,6,1,1,0.7008547008547008,rand
3,7,0,0,1.0,rand
3,7,3,1,0.9808886765408504,rand
3,7,2,2,0.8602150537634409,rand
3,7,1,3,0.6739130434782609,rand
3,8,2,3,1.0,rand
3,8,3,1,0.9482758620689655,rand
3,8,0,0,0.9253393665158371,rand
3,8,1,2,0.6833333333333333,rand
3,9,3,2,0.9677835051546392,rand
3,9,2,1,0.8891625615763546,rand
3,9,1,0,0.7241379310344828,rand
3,9,0,3,0.5907692307692308,rand
3,10,3,0,0.968944099378882,rand
3,10,2,3,0.8522167487684729,rand
3,10,0,2,0.8275862068965517,rand
3,10,1,1,0.6600985221674877,rand
3,11,3,1,0.9588866189989785,rand
3,11,2,3,0.9401709401709402,rand
3,11,1,0,0.851063829787234,rand
3,11,0,2,0.5757575757575758,rand
3,12,2,2,1.0,rand
3,12,0,0,0.9740980573543015,rand
3,12,3,1,0.9715458276333789,rand
3,12,1,3,0.7008547008547008,rand
3,13,0,2,1.0,rand
3,13,1,0,0.9731457800511509,rand
3,13,3,3,0.9135430916552667,rand
3,13,2,1,0.8888888888888888,rand
3,14,3,3,0.9588592800374006,rand
3,14,2,2,0.8888888888888888,rand
3,14,0,1,0.8200354609929078,rand
3,14,1,0,0.5512820512820513,rand
3,15,2,3,1.0,rand
3,15,1,0,0.976306394027913,rand
3,15,0,2,0.8709677419354839,rand
3,15,3,1,0.7475278771302335,rand
3,16,1,1,0.9741784037558685,rand
3,16,2,0,0.9401709401709402,rand
3,16,0,3,0.9222941720629048,rand
3,16,3,2,0.8808777429467085,rand
3,17,2,0,0.9458689458689459,rand
3,17,3,2,0.9332421340629274,rand
3,17,1,1,0.8959276018099548,rand
3,17,0,3,0.8798701298701299,rand
3,18,0,2,0.9753265602322206,rand
3,18,3,1,0.9532210638866613,rand
3,18,2,0,0.9515669515669516,rand
3,18,1,3,0.6739130434782609,rand
3,19,0,2,0.9740980573543015,rand
3,19,3,1,0.9715458276333789,rand
3,19,2,0,0.9458689458689459,rand
3,19,1,3,0.6739130434782609,rand
3,20,3,3,0.9511453950444133,rand
3,20,2,0,0.8448275862068966,rand
3,20,0,1,0.8200354609929078,rand
3,20,1,2,0.5714285714285714,rand
3,21,0,0,1.0,rand
3,21,3,2,0.9739495798319328,rand
3,21,2,1,0.9487179487179487,rand
3,21,1,3,0.7466666666666667,rand
3,22,3,3,0.9652499331729484,rand
3,22,0,1,0.923469387755102,rand
3,22,2,0,0.8300492610837439,rand
3,22,1,2,0.6307692307692307,rand
3,23,1,0,0.9731457800511509,rand
3,23,0,2,0.9266247379454927,rand
3,23,3,3,0.9135430916552667,rand
3,23,2,1,0.8888888888888888,rand
3,24,3,1,0.9332421340629274,rand
3,24,1,3,0.8959276018099548,rand
3,24,2,0,0.8306451612903226,rand
3,24,0,2,0.8200354609929078,rand
3,25,1,0,1.0,rand
3,25,0,2,1.0,rand
3,25,2,1,0.9487179487179487,rand
4,5,1,2,0.9716727716727717,rand
4,5,2,3,0.9671985815602837,rand
4,5,0,1,0.9415384615384615,rand
4,5,3,0,0.556923076923077,rand
4,6,0,2,1.0,rand
4,6,1,3,0.9684452094090649,rand
4,6,2,1,0.9090196078431373,rand
4,6,3,0,0.5182795698924731,rand
4,7,1,1,0.9728317659352143,rand
4,7,2,2,0.8964705882352941,rand
4,7,0,3,0.7470355731225297,rand
4,7,3,0,0.5343915343915344,rand
4,8,1,1,1.0,rand
4,8,2,0,0.9825834542815675,rand
4,8,3,2,0.9288537549407114,rand
4,8,0,3,0.8545454545454545,rand
4,9,1,2,0.9862104187946884,rand
4,9,2,0,0.8981900452488688,rand
4,9,0,3,0.8888888888888888,rand
4,9,3,1,0.6296296296296297,rand
4,10,1,0,0.9882716049382716,rand
4,10,2,2,0.9540816326530612,rand
4,10,0,3,0.9333333333333333,rand
4,10,3,1,0.7908045977011494,rand
4,11,1,1,0.9867494824016563,rand
4,11,2,0,0.9407407407407408,rand
4,11,3,2,0.857707509881423,rand
4,11,0,3,0.8333333333333334,rand
4,12,3,3,1.0,rand
4,12,1,1,0.9888111888111888,rand
4,12,2,0,0.984313725490196,rand
4,12,0,2,0.8928571428571429,rand
4,13,1,0,0.9843505477308294,rand
4,13,2,2,0.9707792207792207,rand
4,13,0,1,0.8888888888888888,rand
4,13,3,3,0.7947368421052632,rand
4,14,1,3,0.9765432098765432,rand
4,14,0,2,0.9642857142857143,rand
4,14,2,1,0.9585218702865762,rand
4,14,3,0,0.8713450292397661,rand
4,15,1,0,0.9944823109380071,rand
4,15,2,2,0.9804964539007093,rand
4,15,0,3,0.9285714285714286,rand
4,15,3,1,0.7908045977011494,rand
4,16,1,1,0.9960876369327074,rand
4,16,2,3,0.9608127721335269,rand
4,16,0,0,0.8333333333333334,rand
4,16,3,2,0.6123076923076923,rand
4,17,2,3,0.9962292609351433,rand
4,17,1,1,0.992831541218638,rand
4,17,0,0,0.9444444444444444,rand
4,17,3,2,0.7575757575757576,rand
4,18,1,1,1.0,rand
4,18,2,2,0.9766233766233766,rand
4,18,0,0,0.8484848484848485,rand
4,18,3,3,0.84,rand
4,19,3,3,1.0,rand
4,19,0,0,1.0,rand
4,19,1,1,0.9888111888111888,rand
4,19,2,2,0.984313725490196,rand
4,20,1,3,0.9724115546900357,rand
4,20,2,1,0.9585218702865762,rand
4,20,0,0,0.8666666666666667,rand
4,20,3,2,0.7402597402597403,rand
4,21,1,2,0.9841346153846153,rand
4,21,2,0,0.9755415793151643,rand
4,21,0,1,0.9333333333333333,rand
4,21,3,3,0.8615384615384616,rand
4,22,1,3,0.9761295822676896,rand
4,22,2,1,0.9415584415584416,rand
4,22,0,2,0.8102766798418972,rand
4,22,3,0,0.7142857142857143,rand
4,23,1,0,0.9891348088531187,rand
4,23,2,2,0.9707792207792207,rand
4,23,0,1,0.8888888888888888,rand
4,23,3,3,0.7947368421052632,rand
4,24,1,3,0.992831541218638,rand
4,24,2,2,0.9779591836734693,rand
4,24,0,0,0.9298245614035088,rand
4,24,3,1,0.7575757575757576,rand
4,25,3,2,1.0,rand
4,25,1,0,1.0,rand
4,25,0,1,0.9333333333333333,rand
5,6,2,3,0.984472049689441,rand
5,6,3,0,0.9117647058823529,rand
5,6,1,2,0.8193548387096774,rand
5,6,0,1,0.5935483870967742,rand
5,7,2,1,0.9904443382704252,rand
5,7,3,0,0.8857142857142857,rand
5,7,1,2,0.8620689655172413,rand
5,7,0,3,0.5714285714285714,rand
5,8,3,0,1.0,rand
5,8,2,1,0.9737827715355806,rand
5,8,1,3,0.9476923076923077,rand
5,8,0,2,0.5402298850574713,rand
5,9,2,2,0.9745423942772985,rand
5,9,1,1,0.8888888888888888,rand
5,9,3,0,0.8226600985221675,rand
5,9,0,3,0.4852941176470588,rand
5,10,3,2,1.0,rand
5,10,2,0,0.9803646563814866,rand
5,10,1,3,0.8492063492063492,rand
5,10,0,1,0.6387096774193548,rand
5,11,2,1,0.9820224719101124,rand
5,11,3,0,0.9656565656565657,rand
5,11,1,3,0.8803418803418803,rand
5,11,0,2,0.6,rand
5,12,3,0,1.0,rand
5,12,2,1,1.0,rand
5,12,1,2,1.0,rand
5,12,0,3,0.5935483870967742,rand
5,13,3,2,1.0,rand
5,13,2,0,0.9947753396029259,rand
5,13,1,1,0.886039886039886,rand
5,13,0,3,0.4852941176470588,rand
5,14,2,3,0.9677491601343785,rand
5,14,3,1,0.929125138427464,rand
5,14,1,2,0.886039886039886,rand
5,14,0,0,0.477124183006536,rand
5,15,3,2,1.0,rand
5,15,1,3,1.0,rand
5,15,2,0,0.9873015873015873,rand
5,15,0,1,0.6387096774193548,rand
5,16,3,3,1.0,rand
5,16,2,1,0.9857677902621723,rand
5,16,1,0,0.9384615384615385,rand
5,16,0,2,0.4805194805194805,rand
5,17,3,3,0.969079939668175,rand
5,17,2,2,0.9673135852911133,rand
5,17,1,0,0.9446153846153846,rand
5,17,0,1,0.7909090909090909,rand
5,18,3,2,1.0,rand
5,18,2,1,0.9905956112852664,rand
5,18,1,0,0.9507692307692308,rand
5,18,0,3,0.5320197044334976,rand
5,19,3,2,1.0,rand
5,19,2,1,1.0,rand
5,19,1,0,0.9446153846153846,rand
5,19,0,3,0.5714285714285714,rand
5,20,2,3,0.9623740201567749,rand
5,20,3,1,0.929125138427464,rand
5,20,1,0,0.8412698412698413,rand
5,20,0,2,0.47368421052631576,rand
5,21,3,0,1.0,rand
5,21,2,2,1.0,rand
5,21,1,1,0.9476923076923077,rand
5,21,0,3,0.5483870967741935,rand
5,22,2,3,0.9782771535580524,rand
5,22,3,1,0.9666975023126735,rand
5,22,1,0,0.8253968253968254,rand
5,22,0,2,0.5402298850574713,rand
5,23,2,0,0.9892747701736466,rand
5,23,3,2,0.969079939668175,rand
5,23,1,1,0.886039886039886,rand
5,23,0,3,0.4852941176470588,rand
5,24,2,1,0.9673135852911133,rand
5,24,3,2,0.8953488372093024,rand
5,24,1,0,0.832258064516129,rand
5,24,0,3,0.7909090909090909,rand
5,25,3,0,1.0,rand
5,25,0,2,1.0,rand
5,25,1,1,0.9476923076923077,rand
6,7,3,1,1.0,rand
6,7,0,0,1.0,rand
6,7,1,3,0.886039886039886,rand
6,7,2,2,0.708994708994709,rand
6,8,3,1,0.9670878636497209,rand
6,8,0,0,0.9435294117647058,rand
6,8,2,3,0.9411764705882353,rand
6,8,1,2,0.5384615384615384,rand
6,9,3,2,1.0,rand
6,9,2,3,1.0,rand
6,9,1,0,0.9080459770114943,rand
6,9,0,1,0.5555555555555556,rand
6,10,2,3,1.0,rand
6,10,3,0,0.986593707250342,rand
6,10,0,2,0.8290598290598291,rand
6,10,1,1,0.6846846846846847,rand
6,11,3,1,0.985546522131888,rand
6,11,1,0,0.9306197964847364,rand
6,11,2,3,0.9215686274509803,rand
6,11,0,2,0.5517241379310345,rand
6,12,2,2,1.0,rand
6,12,3,1,0.980126467931346,rand
6,12,0,0,0.9703977798334875,rand
6,12,1,3,0.5597560975609757,rand
6,13,2,1,1.0,rand
6,13,0,2,1.0,rand
6,13,3,0,0.9770510613884108,rand
6,13,1,3,0.6666666666666666,rand
6,14,2,2,1.0,rand
6,14,3,3,0.9899598393574297,rand
6,14,1,1,0.9534883720930233,rand
6,14,0,0,0.525691699604743,rand
6,15,2,3,1.0,rand
6,15,3,0,0.9764890282131662,rand
6,15,0,2,0.8620689655172413,rand
6,15,1,1,0.6846846846846847,rand
6,16,3,1,0.9813539873780838,rand
6,16,0,3,0.9400966183574879,rand
6,16,2,0,0.9215686274509803,rand
6,16,1,2,0.6689655172413793,rand
6,17,3,1,0.9600352630032325,rand
6,17,2,0,0.934640522875817,rand
6,17,1,3,0.9329140461215933,rand
6,17,0,2,0.5192307692307693,rand
6,18,2,0,1.0,rand
6,18,3,1,0.9728997289972899,rand
6,18,0,2,0.9724238026124818,rand
6,18,1,3,0.5411605937921727,rand
6,19,2,0,1.0,rand
6,19,3,1,0.980126467931346,rand
6,19,0,2,0.9703977798334875,rand
6,19,1,3,0.5675675675675675,rand
6,20,2,0,1.0,rand
6,20,3,3,0.9856569133677567,rand
6,20,1,1,0.9302325581395349,rand
6,20,0,2,0.5,rand
6,21,2,1,1.0,rand
6,21,0,0,1.0,rand
6,21,3,2,0.974706413730804,rand
6,21,1,3,0.5365853658536586,rand
6,22,2,0,1.0,rand
6,22,3,3,0.9939873417721519,rand
6,22,0,1,0.9414893617021277,rand
6,22,1,2,0.6722689075630253,rand
6,23,3,0,0.9714285714285714,rand
6,23,1,2,0.9329140461215933,rand
6,23,2,1,0.9281045751633987,rand
6,23,0,3,0.5454545454545454,rand
6,24,3,3,0.9600352630032325,rand
6,24,2,0,0.9134199134199135,rand
6,24,1,2,0.8840579710144928,rand
6,24,0,1,0.5192307692307693,rand
6,25,3,0,1.0,rand
6,25,0,2,1.0,rand
6,25,2,1,1.0,rand
7,8,1,1,0.9743384121892542,rand
7,8,0,0,0.9388235294117647,rand
7,8,2,3,0.7748917748917749,rand
7,8,3,2,0.5966386554621849,rand
7,9,1,2,0.9931623931623932,rand
7,9,3,0,0.8735632183908046,rand
7,9,2,3,0.8,rand
7,9,0,1,0.48307692307692307,rand
7,10,1,0,0.9835205992509364,rand
7,10,0,2,0.87,rand
7,10,2,3,0.7233201581027668,rand
7,10,3,1,0.6773109243697479,rand
7,11,1,1,0.9946778711484594,rand
7,11,0,0,0.9342995169082126,rand
7,11,2,3,0.8526315789473684,rand
7,11,3,2,0.5757575757575758,rand
7,12,1,1,0.9857729138166894,rand
7,12,0,0,0.967622571692877,rand
7,12,2,2,0.8421052631578947,rand
7,12,3,3,0.6222222222222222,rand
7,13,0,2,1.0,rand
7,13,1,0,0.9847634322373697,rand
7,13,3,1,0.7470355731225297,rand
7,13,2,3,0.6837944664031621,rand
7,14,1,3,0.9846782431052093,rand
7,14,2,1,0.8647342995169082,rand
7,14,3,0,0.7628458498023716,rand
7,14,0,2,0.5087719298245614,rand
7,15,1,0,0.9820224719101124,rand
7,15,0,2,0.874384236453202,rand
7,15,2,3,0.8526315789473684,rand
7,15,3,1,0.6773109243697479,rand
7,16,1,1,0.9871692060946271,rand
7,16,0,3,0.9342995169082126,rand
7,16,2,0,0.8526315789473684,rand
7,16,3,2,0.8260869565217391,rand
7,17,1,1,0.9695268644747393,rand
7,17,2,3,0.9003367003367003,rand
7,17,3,0,0.7101449275362319,rand
7,17,0,2,0.5495495495495496,rand
7,18,1,1,0.9813953488372092,rand
7,18,0,2,0.9702467343976778,rand
7,18,2,0,0.7922077922077922,rand
7,18,3,3,0.5697478991596638,rand
7,19,1,1,0.9857729138166894,rand
7,19,0,2,0.967622571692877,rand
7,19,2,0,0.7575757575757576,rand
7,19,3,3,0.5989304812834224,rand
7,20,1,3,0.9808478038815117,rand
7,20,2,1,0.8647342995169082,rand
7,20,3,0,0.7101449275362319,rand
7,20,0,2,0.4805194805194805,rand
7,21,0,0,1.0,rand
7,21,1,2,0.9824897400820793,rand
7,21,2,1,0.7748917748917749,rand
7,21,3,3,0.5405405405405406,rand
7,22,1,3,0.9932773109243698,rand
7,22,0,1,0.9361702127659575,rand
7,22,2,0,0.7857142857142857,rand
7,22,3,2,0.7783251231527094,rand
7,23,1,0,0.9791013584117032,rand
7,23,0,2,0.9119496855345912,rand
7,23,2,1,0.7402597402597403,rand
7,23,3,3,0.6920289855072463,rand
7,24,1,3,0.9695268644747393,rand
7,24,2,2,0.8138297872340425,rand
7,24,3,0,0.696551724137931,rand
7,24,0,1,0.5495495495495496,rand
7,25,1,0,1.0,rand
7,25,0,2,1.0,rand
7,25,2,1,0.7748917748917749,rand
8,9,1,2,0.982635342185904,rand
8,9,0,0,0.918722786647315,rand
8,9,3,3,0.8545454545454545,rand
8,9,2,1,0.7037037037037037,rand
8,10,1,0,0.9920886075949367,rand
8,10,0,2,0.9771428571428571,rand
8,10,3,3,0.8636363636363636,rand
8,10,2,1,0.782258064516129,rand
8,11,1,1,0.9885864793678666,rand
8,11,0,0,0.9454545454545454,rand
8,11,3,3,0.8181818181818182,rand
8,11,2,2,0.8005698005698005,rand
8,12,3,2,1.0,rand
8,12,1,1,0.9877112135176651,rand
8,12,0,0,0.9636363636363636,rand
8,12,2,3,0.95,rand
8,13,1,0,0.9806841046277666,rand
8,13,0,2,0.9618874773139746,rand
8,13,2,3,0.8102766798418972,rand
8,13,3,1,0.7727272727272727,rand
8,14,1,3,0.9679012345679012,rand
8,14,0,1,0.9434343434343434,rand
8,14,2,0,0.8787878787878788,rand
8,14,3,2,0.8545454545454545,rand
8,15,3,3,1.0,rand
8,15,1,0,1.0,rand
8,15,0,2,1.0,rand
8,15,2,1,0.782258064516129,rand
8,16,1,1,1.0,rand
8,16,0,3,0.9650593990216632,rand
8,16,3,0,0.8181818181818182,rand
8,16,2,2,0.6613756613756614,rand
8,17,1,1,0.9836660617059891,rand
8,17,0,3,0.9699248120300752,rand
8,17,3,0,0.8909090909090909,rand
8,17,2,2,0.8306451612903226,rand
8,18,1,1,0.993734335839599,rand
8,18,0,2,0.9818181818181818,rand
8,18,2,3,0.927536231884058,rand
8,18,3,0,0.9090909090909091,rand
8,19,1,1,0.9877112135176651,rand
8,19,0,2,0.9636363636363636,rand
