Solution 1,Solution 2,Cluster 1,Cluster 2,Similarity,Metric
0,17,0,3,0.9372603694667131,rand
0,17,1,1,0.7864992150706437,rand
0,17,3,2,0.7830036948489458,rand
0,17,2,0,0.660149061464851,rand
0,18,0,2,0.9180124223602485,rand
0,18,1,1,0.7992759676970204,rand
0,18,3,3,0.7944444444444444,rand
0,18,2,0,0.6449978894048122,rand
0,19,0,3,0.9372603694667131,rand
0,19,1,2,0.7864992150706437,rand
0,19,3,1,0.7830036948489458,rand
0,19,2,0,0.660149061464851,rand
0,20,0,1,0.950937950937951,rand
0,20,2,3,0.8959806796618941,rand
0,20,1,0,0.8315260936915763,rand
0,20,3,2,0.707311320754717,rand
0,21,0,2,0.9517385839966485,rand
0,21,2,3,0.937733499377335,rand
0,21,1,1,0.8746147919876733,rand
0,21,3,0,0.6966413867822319,rand
0,22,2,3,0.7967507777393709,rand
0,22,1,0,0.7627445577294021,rand
0,22,0,2,0.6836356788651058,rand
0,22,3,1,0.6379724535554132,rand
0,23,3,1,0.7831733483907397,rand
0,23,1,2,0.7509157509157509,rand
0,23,0,3,0.6872276060093319,rand
0,23,2,0,0.6519680378810299,rand
0,24,0,2,0.9465674110835401,rand
0,24,2,3,0.9331243469174504,rand
0,24,1,1,0.9044900800556909,rand
0,24,3,0,0.6747563890421033,rand
0,25,0,3,0.9472140762463344,rand
0,25,2,2,0.8487551096246748,rand
0,25,1,1,0.8291117865585951,rand
0,25,3,0,0.6944567627494457,rand
0,26,0,1,0.9381650607457059,rand
0,26,2,3,0.9121518212427303,rand
0,26,1,2,0.7972385428907168,rand
0,26,3,0,0.675240888144114,rand
0,27,2,1,0.7782654915812215,rand
0,27,0,0,0.762010347376201,rand
0,27,1,3,0.7336431454078512,rand
0,27,3,2,0.6322489391796322,rand
0,28,0,1,0.949205837297428,rand
0,28,2,0,0.9254992319508448,rand
0,28,1,3,0.8899740881004584,rand
0,28,3,2,0.7065850815850816,rand
0,29,0,0,0.9530242825607064,rand
0,29,1,3,0.9060887512899897,rand
0,29,2,1,0.8855444072835377,rand
0,29,3,2,0.7399020807833537,rand
0,30,0,2,0.9478260869565217,rand
0,30,2,1,0.8183003694848946,rand
0,30,1,0,0.7750414397347857,rand
0,30,3,3,0.5884370406663401,rand
0,31,0,2,0.9420546932742054,rand
0,31,3,1,0.7764463918447644,rand
0,31,1,0,0.7604828801880241,rand
0,31,2,3,0.6293630120767227,rand
0,32,0,3,0.9555312157721796,rand
0,32,2,2,0.905440414507772,rand
0,32,1,0,0.8480446927374302,rand
0,32,3,1,0.6954968944099379,rand
0,33,0,0,0.9544251447477254,rand
0,33,1,2,0.8527166149450766,rand
0,33,2,3,0.8111035370749072,rand
0,33,3,1,0.7922227833489647,rand
0,34,0,0,0.9524728810443096,rand
0,34,3,3,0.8135009609224856,rand
0,34,1,2,0.7855274629468177,rand
0,34,2,1,0.649136130624644,rand
0,35,0,1,0.935064935064935,rand
0,35,2,0,0.8206307746286694,rand
0,35,1,3,0.7634746206174777,rand
0,35,3,2,0.6322676072363181,rand
0,36,0,0,0.9616107382550335,rand
0,36,2,2,0.9136125654450262,rand
0,36,1,3,0.8295739348370927,rand
0,36,3,1,0.694267981014969,rand
0,37,3,1,0.789010989010989,rand
0,37,2,3,0.7666666666666667,rand
0,37,1,2,0.7142857142857143,rand
0,37,0,0,0.6889079596653078,rand
0,38,1,0,0.864859477775563,rand
0,38,3,3,0.7885940146809712,rand
0,38,0,1,0.6974358974358974,rand
0,38,2,2,0.6702990957570136,rand
0,39,0,2,0.9701406120760959,rand
0,39,1,1,0.893048128342246,rand
0,39,2,3,0.8867924528301887,rand
0,39,3,0,0.7672858617131063,rand
0,40,0,3,0.9579690949227373,rand
0,40,1,2,0.9206406464180074,rand
0,40,2,1,0.8807117946883662,rand
0,40,3,0,0.7630057803468208,rand
0,41,1,3,0.864859477775563,rand
0,41,3,2,0.7885940146809712,rand
0,41,0,1,0.6974358974358974,rand
0,41,2,0,0.6702990957570136,rand
0,42,0,0,0.9836829836829837,rand
0,42,1,3,0.9462965452345745,rand
0,42,2,2,0.935687263556116,rand
0,42,3,1,0.7370115929583512,rand
0,43,0,1,0.9616107382550335,rand
0,43,2,2,0.9136125654450262,rand
0,43,1,0,0.8295739348370927,rand
0,43,3,3,0.694267981014969,rand
0,44,0,2,0.9579690949227373,rand
0,44,1,3,0.9206406464180074,rand
0,44,2,0,0.8848251810784226,rand
0,44,3,1,0.7630057803468208,rand
0,45,0,1,0.9571335383468456,rand
0,45,2,2,0.8288132996246074,rand
0,45,1,3,0.7861673332525351,rand
0,45,3,0,0.5666666666666667,rand
0,46,0,2,0.9557941834451902,rand
0,46,1,3,0.9060887512899897,rand
0,46,2,0,0.8855444072835377,rand
0,46,3,1,0.7456820345437236,rand
0,47,0,2,0.9517385839966485,rand
0,47,2,0,0.9376799670917318,rand
0,47,1,3,0.8746147919876733,rand
0,47,3,1,0.6911257756328179,rand
0,48,0,0,0.949205837297428,rand
0,48,2,2,0.9254992319508448,rand
0,48,1,3,0.8899740881004584,rand
0,48,3,1,0.7065850815850816,rand
0,49,0,0,0.9409225176096342,rand
0,49,2,3,0.8579944471664217,rand
0,49,1,2,0.8300576326289345,rand
0,49,3,1,0.7572419420644635,rand
0,50,2,2,0.7531914893617021,rand
0,50,1,1,0.7292119186856029,rand
0,50,0,3,0.6815358554488989,rand
0,50,3,0,0.6204620462046204,rand
0,51,1,3,0.8337662337662337,rand
0,51,0,2,0.7815650236702868,rand
0,51,3,1,0.7689505950234403,rand
0,51,2,0,0.6409254577491764,rand
0,52,0,3,0.9431346578366446,rand
0,52,2,1,0.7995180722891566,rand
0,52,1,2,0.7955346650998825,rand
0,52,3,0,0.6389087903003582,rand
0,53,0,0,0.932132383745287,rand
0,53,3,2,0.792251720747296,rand
0,53,1,3,0.7742146596858639,rand
0,53,2,1,0.6375232527238905,rand
0,54,0,3,0.9836829836829837,rand
0,54,1,1,0.9462965452345745,rand
0,54,2,0,0.935687263556116,rand
0,54,3,2,0.7370115929583512,rand
0,55,0,1,0.9420546932742054,rand
0,55,3,0,0.7764463918447644,rand
0,55,1,2,0.7604828801880241,rand
0,55,2,3,0.6293630120767227,rand
0,56,0,2,0.9532163742690059,rand
0,56,1,3,0.8031088082901554,rand
0,56,2,0,0.7706981317600786,rand
0,56,3,1,0.5744925536196883,rand
0,57,0,1,0.9517880794701987,rand
0,57,2,2,0.8584240871236387,rand
0,57,1,3,0.7854105766675525,rand
0,57,3,0,0.6698564593301436,rand
0,58,0,3,0.9478260869565217,rand
0,58,2,2,0.8183003694848946,rand
0,58,1,0,0.7750414397347857,rand
0,58,3,1,0.5884370406663401,rand
0,59,0,0,0.9777532634675492,rand
0,59,1,3,0.9385513870373897,rand
0,59,2,2,0.8975346687211094,rand
0,59,3,1,0.7198082109679352,rand
0,60,0,3,0.9411815963750436,rand
0,60,1,1,0.8003565062388592,rand
0,60,2,2,0.7950234403173458,rand
0,60,3,0,0.6345757335448057,rand
0,61,0,0,0.9198757763975155,rand
0,61,1,3,0.7992759676970204,rand
0,61,3,1,0.7944444444444444,rand
0,61,2,2,0.6456547478096141,rand
0,62,0,0,0.935064935064935,rand
0,62,3,3,0.8055555555555556,rand
0,62,1,1,0.7878787878787878,rand
0,62,2,2,0.6454329265915559,rand
0,63,0,1,0.9431346578366446,rand
0,63,2,2,0.8036947791164659,rand
0,63,1,0,0.7955346650998825,rand
0,63,3,3,0.6385964912280702,rand
0,64,0,3,0.949936513694903,rand
0,64,2,2,0.9038327526132404,rand
0,64,1,1,0.8186934673366835,rand
0,64,3,0,0.5652640618291112,rand
0,65,0,2,0.9291160452450775,rand
0,65,2,3,0.8164593972944525,rand
0,65,1,1,0.7605393411845025,rand
0,65,3,0,0.5827208884533726,rand
0,66,0,0,0.935064935064935,rand
0,66,3,3,0.8055555555555556,rand
0,66,1,2,0.7878787878787878,rand
0,66,2,1,0.6454329265915559,rand
0,67,0,2,0.9465674110835401,rand
0,67,2,1,0.9331243469174504,rand
0,67,1,3,0.9044900800556909,rand
0,67,3,0,0.6747563890421033,rand
0,68,0,3,0.9366568914956012,rand
0,68,2,2,0.9121518212427303,rand
0,68,1,0,0.7925021795989537,rand
0,68,3,1,0.675240888144114,rand
0,69,0,0,0.9510248503537094,rand
0,69,2,3,0.9038327526132404,rand
0,69,1,1,0.8186934673366835,rand
0,69,3,2,0.5676470588235294,rand
0,70,0,1,0.9490884072927417,rand
0,70,2,3,0.9083920563741191,rand
0,70,1,2,0.8306974627375128,rand
0,70,3,0,0.6711384034010393,rand
0,71,2,2,0.7782654915812215,rand
0,71,0,1,0.759940872135994,rand
0,71,1,0,0.7304612427930813,rand
0,71,3,3,0.6317915373626914,rand
0,72,0,3,0.9180124223602485,rand
0,72,1,2,0.7992759676970204,rand
0,72,3,0,0.7944444444444444,rand
0,72,2,1,0.6449978894048122,rand
0,73,0,0,0.9177489177489178,rand
0,73,1,3,0.8219766728054021,rand
0,73,2,2,0.803347280334728,rand
0,73,3,1,0.641285030758715,rand
0,74,0,0,0.9409225176096342,rand
0,74,2,2,0.8579944471664217,rand
0,74,1,3,0.8300576326289345,rand
0,74,3,1,0.7572419420644635,rand
0,75,2,2,0.7782654915812215,rand
0,75,0,0,0.762010347376201,rand
0,75,1,1,0.7320324809114047,rand
0,75,3,3,0.6317915373626914,rand
0,76,0,0,0.932132383745287,rand
0,76,2,3,0.8164593972944525,rand
0,76,1,2,0.7634746206174777,rand
0,76,3,1,0.6322676072363181,rand
0,77,0,2,0.949936513694903,rand
0,77,2,3,0.9038327526132404,rand
0,77,1,0,0.8186934673366835,rand
0,77,3,1,0.5652640618291112,rand
0,78,1,1,0.864859477775563,rand
0,78,3,3,0.7885940146809712,rand
0,78,0,2,0.6974358974358974,rand
0,78,2,0,0.6702990957570136,rand
0,79,1,3,0.864859477775563,rand
0,79,3,1,0.7885940146809712,rand
0,79,0,2,0.6974358974358974,rand
0,79,2,0,0.6702990957570136,rand
0,80,0,0,0.932132383745287,rand
0,80,2,2,0.8164593972944525,rand
0,80,1,3,0.7634746206174777,rand
0,80,3,1,0.6322676072363181,rand
0,81,0,1,0.9306242144951823,rand
0,81,2,3,0.8164593972944525,rand
0,81,1,2,0.7622739018087855,rand
0,81,3,0,0.5827208884533726,rand
0,82,0,3,0.9366568914956012,rand
0,82,2,1,0.9121518212427303,rand
0,82,1,2,0.7925021795989537,rand
0,82,3,0,0.675240888144114,rand
0,83,0,2,0.9366568914956012,rand
0,83,2,3,0.9121518212427303,rand
0,83,1,0,0.7925021795989537,rand
0,83,3,1,0.675240888144114,rand
0,84,0,1,0.9617383089277279,rand
0,84,2,0,0.8329885849996169,rand
0,84,1,2,0.7861673332525351,rand
0,84,3,3,0.5681818181818182,rand
0,85,0,2,0.9306242144951823,rand
0,85,3,0,0.792251720747296,rand
0,85,1,1,0.7703475820379966,rand
0,85,2,3,0.6375232527238905,rand
0,86,0,3,0.9431346578366446,rand
0,86,2,1,0.8036947791164659,rand
0,86,1,0,0.7955346650998825,rand
0,86,3,2,0.6385964912280702,rand
0,87,0,3,0.9431346578366446,rand
0,87,2,2,0.7995180722891566,rand
0,87,1,0,0.7955346650998825,rand
0,87,3,1,0.6389087903003582,rand
0,88,3,1,0.789010989010989,rand
0,88,2,0,0.7708333333333334,rand
0,88,1,3,0.7142857142857143,rand
0,88,0,2,0.6893977641543455,rand
0,89,0,2,0.9411815963750436,rand
0,89,1,3,0.8003565062388592,rand
0,89,2,1,0.7950234403173458,rand
0,89,3,0,0.6345757335448057,rand
0,90,0,3,0.9291160452450775,rand
0,90,3,1,0.792251720747296,rand
0,90,1,2,0.7703475820379966,rand
0,90,2,0,0.6370497126058532,rand
0,91,1,0,0.864859477775563,rand
0,91,3,2,0.788961038961039,rand
0,91,0,1,0.6974358974358974,rand
0,91,2,3,0.666125666589381,rand
0,92,1,2,0.864859477775563,rand
0,92,3,1,0.7885940146809712,rand
0,92,0,3,0.6974358974358974,rand
0,92,2,0,0.6702990957570136,rand
0,93,0,0,0.9381650607457059,rand
0,93,2,3,0.9121518212427303,rand
0,93,1,1,0.7972385428907168,rand
0,93,3,2,0.675240888144114,rand
0,94,0,2,0.9366568914956012,rand
0,94,2,3,0.9121518212427303,rand
0,94,1,1,0.7925021795989537,rand
0,94,3,0,0.675240888144114,rand
0,95,0,2,0.9608880491261219,rand
0,95,2,1,0.8329885849996169,rand
0,95,1,3,0.7861673332525351,rand
0,95,3,0,0.5666666666666667,rand
0,96,0,0,0.9411815963750436,rand
0,96,1,1,0.8003565062388592,rand
0,96,2,2,0.7992066354129103,rand
0,96,3,3,0.6342075743817104,rand
0,97,0,2,0.9336219336219336,rand
0,97,2,1,0.8206307746286694,rand
0,97,1,3,0.7634746206174777,rand
0,97,3,0,0.6325565687267815,rand
0,98,0,3,0.9180124223602485,rand
0,98,1,2,0.7992759676970204,rand
0,98,3,1,0.7944444444444444,rand
0,98,2,0,0.6449978894048122,rand
0,99,0,3,0.9411815963750436,rand
0,99,1,0,0.8003565062388592,rand
0,99,2,1,0.7992066354129103,rand
0,99,3,2,0.6342075743817104,rand
0,100,0,3,0.9411815963750436,rand
0,100,1,0,0.8003565062388592,rand
0,100,2,2,0.7950234403173458,rand
0,100,3,1,0.6345757335448057,rand
0,101,0,3,0.9411815963750436,rand
0,101,1,1,0.8003565062388592,rand
0,101,2,0,0.7992066354129103,rand
0,101,3,2,0.6342075743817104,rand
0,102,1,3,0.864859477775563,rand
0,102,3,0,0.788961038961039,rand
0,102,0,2,0.6974358974358974,rand
0,102,2,1,0.666125666589381,rand
0,103,1,0,0.864859477775563,rand
0,103,3,1,0.788961038961039,rand
0,103,0,3,0.6974358974358974,rand
0,103,2,2,0.666125666589381,rand
0,104,0,1,0.9306242144951823,rand
0,104,2,2,0.8164593972944525,rand
0,104,1,3,0.7634746206174777,rand
0,104,3,0,0.6325565687267815,rand
0,105,0,3,0.9321789321789322,rand
0,105,2,1,0.8206307746286694,rand
0,105,1,0,0.7605393411845025,rand
0,105,3,2,0.5827208884533726,rand
0,106,0,2,0.9291160452450775,rand
0,106,2,3,0.8164593972944525,rand
0,106,1,0,0.7605393411845025,rand
0,106,3,1,0.5827208884533726,rand
0,107,3,0,0.7831733483907397,rand
0,107,1,3,0.7509157509157509,rand
0,107,0,1,0.6872276060093319,rand
0,107,2,2,0.6519680378810299,rand
0,108,3,1,0.7831733483907397,rand
0,108,1,0,0.7494043302600228,rand
0,108,0,3,0.6872276060093319,rand
0,108,2,2,0.6527131782945736,rand
0,109,0,1,0.9306242144951823,rand
0,109,2,3,0.8164593972944525,rand
0,109,1,2,0.7634746206174777,rand
0,109,3,0,0.6325565687267815,rand
0,110,0,2,0.9306242144951823,rand
0,110,3,1,0.792251720747296,rand
0,110,1,3,0.7742146596858639,rand
0,110,2,0,0.6370497126058532,rand
0,111,0,1,0.9411815963750436,rand
0,111,1,2,0.8003565062388592,rand
0,111,2,0,0.7992066354129103,rand
0,111,3,3,0.6342075743817104,rand
0,112,0,3,0.9478260869565217,rand
0,112,2,2,0.8183003694848946,rand
0,112,1,1,0.7750414397347857,rand
0,112,3,0,0.5884370406663401,rand
0,113,0,3,0.9431346578366446,rand
0,113,2,2,0.7995180722891566,rand
0,113,1,1,0.7955346650998825,rand
0,113,3,0,0.6389087903003582,rand
0,114,0,2,0.9381650607457059,rand
0,114,2,1,0.9121518212427303,rand
0,114,1,3,0.7972385428907168,rand
0,114,3,0,0.675240888144114,rand
0,115,0,1,0.9411815963750436,rand
0,115,1,3,0.8003565062388592,rand
0,115,2,0,0.7992066354129103,rand
0,115,3,2,0.6342075743817104,rand
0,116,3,0,1.0,rand
0,116,2,3,1.0,rand
0,116,1,2,1.0,rand
0,116,0,1,0.9855072463768116,rand
1,2,1,0,0.9582670605165493,rand
1,2,2,2,0.9359987357774968,rand
1,2,3,1,0.6563323201621074,rand
1,2,0,3,0.3000771158665895,rand
1,3,1,0,0.9522331024599953,rand
1,3,2,1,0.8652694610778443,rand
1,3,0,3,0.7661354900704677,rand
1,3,3,2,0.6177985948477752,rand
1,4,3,3,0.7062335801289706,rand
1,4,1,1,0.6883977900552486,rand
1,4,2,0,0.6742081447963801,rand
1,4,0,2,0.2728964381992986,rand
1,5,1,0,0.7647191264212541,rand
1,5,3,1,0.6873563218390805,rand
1,5,2,3,0.6787080322991925,rand
1,5,0,2,0.21346170230893755,rand
1,6,2,2,0.8022554419092578,rand
1,6,3,1,0.7820097759156986,rand
1,6,1,0,0.6650411309787695,rand
1,6,0,3,0.23096813814614595,rand
1,7,1,0,0.9284591194968553,rand
1,7,2,1,0.9216033009136457,rand
1,7,3,2,0.6345911949685534,rand
1,7,0,3,0.29584436184342544,rand
1,8,1,2,0.9408284023668639,rand
1,8,2,3,0.7909677419354839,rand
1,8,3,0,0.6412830412830413,rand
1,8,0,1,0.6256450091549687,rand
1,9,1,2,0.9408284023668639,rand
1,9,2,0,0.7909677419354839,rand
1,9,3,1,0.6412830412830413,rand
1,9,0,3,0.6256450091549687,rand
1,10,1,0,0.9582670605165493,rand
1,10,2,3,0.9359987357774968,rand
1,10,3,2,0.6498480243161094,rand
1,10,0,1,0.30051057622173594,rand
1,11,1,2,0.7173213526804687,rand
1,11,3,0,0.7146909827760891,rand
1,11,2,3,0.6961038961038961,rand
1,11,0,1,0.24302168804653493,rand
1,12,1,1,0.7287677534356851,rand
1,12,3,3,0.7003831417624521,rand
1,12,2,2,0.6793296089385474,rand
1,12,0,0,0.23936988237250093,rand
1,13,0,0,0.852144578313253,rand
1,13,1,2,0.7057587221521647,rand
1,13,2,3,0.6830787309048179,rand
1,13,3,1,0.6770025839793282,rand
1,14,1,0,0.9634997316156736,rand
1,14,2,2,0.9301710456709575,rand
1,14,3,3,0.6873437855032947,rand
1,14,0,1,0.28308791912319764,rand
1,15,1,2,0.9825848585019753,rand
1,15,2,1,0.9776009431181845,rand
1,15,0,3,0.7389575455147948,rand
1,15,3,0,0.6652831393492584,rand
1,16,1,3,0.7287677534356851,rand
1,16,3,0,0.7068965517241379,rand
1,16,2,1,0.6793296089385474,rand
1,16,0,2,0.2388047243437252,rand
1,17,1,0,0.9343205158824934,rand
1,17,2,1,0.930465015210778,rand
1,17,0,3,0.6470456705237856,rand
1,17,3,2,0.6313969571230982,rand
1,18,1,0,0.9264694025638959,rand
1,18,2,1,0.9136431784107946,rand
1,18,3,2,0.6568743473720849,rand
1,18,0,3,0.2881904962112887,rand
1,19,1,0,0.9343205158824934,rand
1,19,2,2,0.930465015210778,rand
1,19,0,3,0.6470456705237856,rand
1,19,3,1,0.6313969571230982,rand
1,20,0,3,0.8328151314937168,rand
1,20,3,0,0.712442396313364,rand
1,20,2,1,0.7000188312095914,rand
1,20,1,2,0.6788370520622042,rand
1,21,0,3,0.846875751985241,rand
1,21,1,2,0.6850916821684826,rand
1,21,2,1,0.654590570719603,rand
1,21,3,0,0.6355866355866356,rand
1,22,1,1,0.9606801989514719,rand
1,22,2,0,0.870464767616192,rand
1,22,3,2,0.6927939317319848,rand
1,22,0,3,0.3256934106736478,rand
1,23,3,2,1.0,rand
1,23,2,3,1.0,rand
1,23,0,0,0.5138841405508072,rand
1,23,1,1,0.5138841405508072,rand
1,24,2,1,0.7495230613848053,rand
1,24,1,0,0.73189241697529,rand
1,24,3,3,0.6945001470548916,rand
1,24,0,2,0.6031022551008233,rand
1,25,0,2,0.8852361028093245,rand
1,25,3,1,0.7146909827760891,rand
1,25,1,0,0.6985370178808926,rand
1,25,2,3,0.6784363177805801,rand
1,26,2,2,0.7944516129032259,rand
1,26,1,0,0.7130604288499025,rand
1,26,3,3,0.7031020345014312,rand
1,26,0,1,0.6103551111445255,rand
1,27,1,2,0.9450882375217754,rand
1,27,2,3,0.8030750586987806,rand
1,27,0,0,0.6697786998616874,rand
1,27,3,1,0.6419345803118484,rand
1,28,0,0,0.8515009223545196,rand
1,28,2,1,0.6927978154511321,rand
1,28,3,2,0.6414737836561172,rand
1,28,1,3,0.5980493571745235,rand
1,29,0,1,0.8734491315136477,rand
1,29,1,2,0.7035679155861576,rand
1,29,3,3,0.6913759689922481,rand
1,29,2,0,0.6535297728667895,rand
1,30,1,0,0.7832026609645997,rand
1,30,2,3,0.7560283687943262,rand
1,30,3,2,0.6299629144851658,rand
1,30,0,1,0.2096061381938635,rand
1,31,1,3,0.871542629027659,rand
1,31,2,0,0.7656828638761082,rand
1,31,3,2,0.6326007326007326,rand
1,31,0,1,0.2436192799385644,rand
1,32,0,2,0.8168267935709796,rand
1,32,2,3,0.6879943168363722,rand
1,32,1,1,0.6754563894523327,rand
1,32,3,0,0.6713178294573643,rand
1,33,0,3,0.7338709677419355,rand
1,33,3,2,0.7071999039212153,rand
1,33,1,0,0.6548297176099867,rand
1,33,2,1,0.5775525426703524,rand
1,34,2,2,0.8162534435261708,rand
1,34,1,1,0.7954061094008998,rand
1,34,0,0,0.6282629492961597,rand
1,34,3,3,0.6058978898789655,rand
1,35,1,2,0.8172150411280846,rand
1,35,2,3,0.8006379585326954,rand
1,35,3,1,0.6420020948675744,rand
1,35,0,0,0.23438214389625503,rand
1,36,0,2,0.835299243721017,rand
1,36,2,0,0.690217736304196,rand
1,36,1,1,0.6734485321441843,rand
1,36,3,3,0.6733780760626398,rand
1,37,1,0,0.9820874134224982,rand
1,37,2,2,0.9776009431181845,rand
1,37,0,1,0.7389575455147948,rand
1,37,3,3,0.6598844803065045,rand
1,38,1,2,0.987262200165426,rand
1,38,2,1,0.9644437420986094,rand
1,38,3,0,0.7215397215397216,rand
1,38,0,3,0.31711660509614475,rand
1,39,0,3,0.8059139973981224,rand
1,39,3,1,0.6910344827586207,rand
1,39,2,2,0.6872276060093319,rand
1,39,1,0,0.6466028877668527,rand
1,40,0,1,0.872995983935743,rand
1,40,1,0,0.7244925333094876,rand
1,40,2,2,0.7143790849673203,rand
1,40,3,3,0.6326489934223639,rand
1,41,1,0,0.987262200165426,rand
1,41,2,1,0.9644437420986094,rand
1,41,3,3,0.7215397215397216,rand
1,41,0,2,0.31711660509614475,rand
1,42,0,2,0.8506961587834502,rand
1,42,1,1,0.7093419506462985,rand
1,42,3,3,0.6967334319128915,rand
1,42,2,0,0.6784363177805801,rand
1,43,0,2,0.835299243721017,rand
1,43,2,1,0.690217736304196,rand
1,43,1,3,0.6734485321441843,rand
1,43,3,0,0.6733780760626398,rand
1,44,0,0,0.8718725099601594,rand
1,44,1,1,0.7210050970222659,rand
1,44,2,3,0.7143790849673203,rand
1,44,3,2,0.6326489934223639,rand
1,45,2,0,0.7979354838709677,rand
1,45,3,3,0.7820097759156986,rand
1,45,1,1,0.6666666666666666,rand
1,45,0,2,0.23096813814614595,rand
1,46,0,0,0.8734491315136477,rand
1,46,1,1,0.7070553518733792,rand
1,46,3,3,0.6913759689922481,rand
1,46,2,2,0.6538795779019243,rand
1,47,0,0,0.8461579296615793,rand
1,47,1,2,0.6850916821684826,rand
1,47,2,3,0.654590570719603,rand
1,47,3,1,0.6359696641386782,rand
1,48,0,2,0.8515009223545196,rand
1,48,2,0,0.6927978154511321,rand
1,48,3,1,0.6414737836561172,rand
1,48,1,3,0.5980493571745235,rand
1,49,3,2,0.7528455284552845,rand
1,49,0,3,0.7346184738955823,rand
1,49,2,0,0.6718118719569046,rand
1,49,1,1,0.6612748238308777,rand
1,50,1,0,0.9522331024599953,rand
1,50,2,3,0.8652694610778443,rand
1,50,0,1,0.7661354900704677,rand
1,50,3,2,0.6177985948477752,rand
1,51,1,0,0.9394069004847448,rand
1,51,2,2,0.8137410976120654,rand
1,51,0,3,0.7184654426033736,rand
1,51,3,1,0.6451301541338642,rand
1,52,1,0,0.9071495563090686,rand
1,52,2,2,0.806743969079035,rand
1,52,3,1,0.6660329531051965,rand
1,52,0,3,0.645120124285635,rand
1,53,1,1,0.9000072144866893,rand
1,53,2,3,0.8187726534183227,rand
1,53,3,0,0.648511147688164,rand
1,53,0,2,0.280019349983875,rand
1,54,0,0,0.8506961587834502,rand
1,54,1,2,0.7093419506462985,rand
1,54,3,1,0.6967334319128915,rand
1,54,2,3,0.6784363177805801,rand
1,55,1,3,0.871542629027659,rand
1,55,2,2,0.7656828638761082,rand
1,55,3,1,0.6326007326007326,rand
1,55,0,0,0.2436192799385644,rand
1,56,1,1,0.7647191264212541,rand
1,56,3,3,0.6873563218390805,rand
1,56,2,2,0.6787080322991925,rand
1,56,0,0,0.21346170230893755,rand
1,57,3,3,0.7467715172065508,rand
1,57,2,1,0.6813793103448276,rand
1,57,0,0,0.6737434580823541,rand
1,57,1,2,0.6032168532168533,rand
1,58,1,0,0.7832026609645997,rand
1,58,2,1,0.7560283687943262,rand
1,58,3,3,0.6299629144851658,rand
1,58,0,2,0.2096061381938635,rand
1,59,0,2,0.81575682382134,rand
1,59,3,3,0.7058969584109249,rand
1,59,1,1,0.7020138809875981,rand
1,59,2,0,0.6773049645390071,rand
1,60,1,0,0.9103222127174223,rand
1,60,2,1,0.8186666666666667,rand
1,60,0,3,0.6373724766659431,rand
1,60,3,2,0.6356107660455487,rand
1,61,1,2,0.924534386841893,rand
