source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,3.650029597315796e-11,True,"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",249,87,15,21925,0.1724137931034483,0.060240963855421686,query_1,"['GO:0032787', 'GO:0046394']",1.7996040713667951
GO:BP,GO:1901700,response to oxygen-containing compound,4.8533125912215116e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1659,87,31,21925,0.3563218390804598,0.018685955394816153,query_1,['GO:0042221'],3.6750898139159465
GO:BP,GO:0044283,small molecule biosynthetic process,1.3264687686300553e-10,True,"""The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",686,87,21,21925,0.2413793103448276,0.030612244897959183,query_1,"['GO:0009058', 'GO:0044281']",2.384176579186246
GO:BP,GO:0009605,response to external stimulus,4.852760898079349e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",1684,87,30,21925,0.3448275862068966,0.017814726840855107,query_1,['GO:0050896'],3.211727967730577
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,8.177847917020617e-10,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1477,87,28,21925,0.3218390804597701,0.018957345971563982,query_1,['GO:0008150'],2.924667898473428
GO:BP,GO:0009628,response to abiotic stimulus,1.1033413139216392e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",2131,87,33,21925,0.3793103448275862,0.015485687470671047,query_1,['GO:0050896'],3.397592803998774
GO:BP,GO:0006631,fatty acid metabolic process,2.790452039419298e-09,True,"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]",276,87,14,21925,0.16091954022988506,0.050724637681159424,query_1,"['GO:0006629', 'GO:0032787']",1.3765581163746043
GO:BP,GO:0051707,response to other organism,4.2093637259016546e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1461,87,27,21925,0.3103448275862069,0.018480492813141684,query_1,"['GO:0043207', 'GO:0044419']",2.5993811004153295
GO:BP,GO:0043207,response to external biotic stimulus,4.2093637259016546e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1461,87,27,21925,0.3103448275862069,0.018480492813141684,query_1,"['GO:0009605', 'GO:0009607']",2.5993811004153295
GO:BP,GO:0009607,response to biotic stimulus,6.425809304304038e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1488,87,27,21925,0.3103448275862069,0.018145161290322582,query_1,['GO:0050896'],2.5423672242242126
GO:BP,GO:0042430,indole-containing compound metabolic process,2.6803899276239183e-08,True,"""The chemical reactions and pathways involving compounds that contain an indole (2,3-benzopyrrole) skeleton."" [GOC:jl, GOC:mah]",83,87,9,21925,0.10344827586206896,0.10843373493975904,query_1,['GO:0008152'],0.7832898644199273
GO:BP,GO:0042435,indole-containing compound biosynthetic process,4.683705948163868e-08,True,"""The chemical reactions and pathways resulting in the formation of compounds that contain an indole (2,3-benzopyrrole) skeleton."" [GOC:jl]",58,87,8,21925,0.09195402298850575,0.13793103448275862,query_1,"['GO:0009058', 'GO:0042430']",0.673968770442777
GO:BP,GO:0009072,aromatic amino acid metabolic process,6.882654228659532e-08,True,"""The chemical reactions and pathways involving aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",92,87,9,21925,0.10344827586206896,0.09782608695652174,query_1,"['GO:0006520', 'GO:0019752']",0.7409217980709915
GO:BP,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,7.126760024124689e-08,True,"""The chemical reactions and pathways involving erythrose 4-phosphate/phosphoenolpyruvate family amino acid."" [GOC:pr, GOC:TermGenie]",61,87,8,21925,0.09195402298850575,0.13114754098360656,query_1,"['GO:0170033', 'GO:0170039']",0.6572053208956996
GO:BP,GO:0009617,response to bacterium,2.515152050792551e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",463,87,15,21925,0.1724137931034483,0.032397408207343416,query_1,['GO:0051707'],1.1378337508641363
GO:BP,GO:0034440,lipid oxidation,5.902991000989794e-07,True,"""The removal of one or more electrons from a lipid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [GOC:BHF, GOC:mah]",49,87,7,21925,0.08045977011494253,0.14285714285714285,query_1,['GO:0030258'],0.5011781051950619
GO:BP,GO:0006979,response to oxidative stress,8.544755933633733e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",426,87,14,21925,0.16091954022988506,0.03286384976525822,query_1,['GO:0006950'],0.9765081003109416
GO:BP,GO:0006633,fatty acid biosynthetic process,9.90052135226458e-07,True,"""The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:mah, ISBN:0198506732]",171,87,10,21925,0.11494252873563218,0.05847953216374269,query_1,"['GO:0006631', 'GO:0008610', 'GO:0072330']",0.6901542454317225
GO:BP,GO:0019748,secondary metabolic process,6.659038011976761e-06,True,"""The chemical reactions and pathways resulting in many of the chemical changes of compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon. In multicellular organisms secondary metabolism is generally carried out in specific cell types, and may be useful for the organism as a whole. In unicellular organisms, secondary metabolism is often used for the production of antibiotics or for the utilization and acquisition of unusual nutrients."" [GOC:go_curators]",271,87,11,21925,0.12643678160919541,0.04059040590405904,query_1,['GO:0008152'],0.654511190414399
GO:BP,GO:0030258,lipid modification,1.5110623230678939e-05,True,"""The covalent alteration of one or more fatty acids in a lipid, resulting in a change in the properties of the lipid."" [GOC:mah]",77,87,7,21925,0.08045977011494253,0.09090909090909091,query_1,['GO:0006629'],0.3878738317369332
GO:BP,GO:0044282,small molecule catabolic process,2.4191637940726675e-05,True,"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]",178,87,9,21925,0.10344827586206896,0.05056179775280899,query_1,"['GO:0009056', 'GO:0044281']",0.4775518681976978
GO:BP,GO:0009850,auxin metabolic process,2.5593068705625638e-05,True,"""The chemical reactions and pathways involving auxins, a group of plant hormones that regulate aspects of plant growth."" [GOC:lr]",83,87,7,21925,0.08045977011494253,0.08433734939759036,query_1,['GO:0042445'],0.3694614191044933
GO:BP,GO:0016054,organic acid catabolic process,2.7906257180784322e-05,True,"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",128,87,8,21925,0.09195402298850575,0.0625,query_1,"['GO:0006082', 'GO:0044282']",0.41878606047627825
GO:BP,GO:0046395,carboxylic acid catabolic process,2.7906257180784322e-05,True,"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",128,87,8,21925,0.09195402298850575,0.0625,query_1,"['GO:0016054', 'GO:0019752']",0.41878606047627825
GO:BP,GO:0000162,L-tryptophan biosynthetic process,2.8379622437255906e-05,True,"""The chemical reactions and pathways resulting in the formation of L-tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; L-tryptophan is synthesized from chorismate via anthranilate."" [GOC:mah, ISBN:0471331309, MetaCyc:TRPSYN-PWY]",25,87,5,21925,0.05747126436781609,0.2,query_1,"['GO:0006568', 'GO:0009073', 'GO:0046219', 'GO:1902223']",0.2613214590056138
GO:BP,GO:0046219,indolalkylamine biosynthetic process,2.8379622437255906e-05,True,"""The chemical reactions and pathways resulting in the formation of indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."" [GOC:curators]",25,87,5,21925,0.05747126436781609,0.2,query_1,"['GO:0006586', 'GO:0042401', 'GO:0042435']",0.2613214590056138
GO:BP,GO:0001676,long-chain fatty acid metabolic process,3.321105398963484e-05,True,"""The chemical reactions and pathways involving a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons."" [GOC:ajp]",51,87,6,21925,0.06896551724137931,0.11764705882352941,query_1,['GO:0006631'],0.30887705802522875
GO:BP,GO:0009695,jasmonic acid biosynthetic process,3.5027252051069735e-05,True,"""The chemical reactions and pathways resulting in the formation of jasmonic acid, a fatty acid derivative."" [PMID:33821356]",26,87,5,21925,0.05747126436781609,0.19230769230769232,query_1,"['GO:0009694', 'GO:0042759']",0.25606861681059895
GO:BP,GO:0006952,defense response,4.036850932837741e-05,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1636,87,23,21925,0.26436781609195403,0.014058679706601468,query_1,['GO:0006950'],1.1616208920475612
GO:BP,GO:0140546,defense response to symbiont,4.27961751281855e-05,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",325,87,11,21925,0.12643678160919541,0.033846153846153845,query_1,['GO:0098542'],0.5523510975112969
GO:BP,GO:0072329,monocarboxylic acid catabolic process,4.7177018165282245e-05,True,"""The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",54,87,6,21925,0.06896551724137931,0.1111111111111111,query_1,"['GO:0032787', 'GO:0046395']",0.29836341463928195
GO:BP,GO:0009851,auxin biosynthetic process,5.893362740200716e-05,True,"""The chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."" [GOC:lm, GOC:lr, ISBN:0122146743]",56,87,6,21925,0.06896551724137931,0.10714285714285714,query_1,"['GO:0009850', 'GO:0042446']",0.29169909151602513
GO:BP,GO:0042446,hormone biosynthetic process,6.091597775400214e-05,True,"""The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",94,87,7,21925,0.08045977011494253,0.07446808510638298,query_1,"['GO:0009058', 'GO:0042445']",0.3391595570595438
GO:BP,GO:0098542,defense response to other organism,6.5172713107605e-05,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1154,87,19,21925,0.21839080459770116,0.016464471403812825,query_1,"['GO:0006952', 'GO:0051707']",0.9141695377486722
GO:BP,GO:0031408,oxylipin biosynthetic process,7.494241004749684e-05,True,"""The chemical reactions and pathways resulting in the formation of any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids."" [GOC:mah, PMID:11960741]",30,87,5,21925,0.05747126436781609,0.16666666666666666,query_1,"['GO:0031407', 'GO:0046394']",0.23708461751086155
GO:BP,GO:0042759,long-chain fatty acid biosynthetic process,7.494241004749684e-05,True,"""The chemical reactions and pathways resulting in the formation of a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons."" [PMID:18390550]",30,87,5,21925,0.05747126436781609,0.16666666666666666,query_1,"['GO:0001676', 'GO:0006633']",0.23708461751086155
GO:BP,GO:0042445,hormone metabolic process,0.00010064692518735587,True,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",151,87,8,21925,0.09195402298850575,0.052980132450331126,query_1,"['GO:0008152', 'GO:0010817']",0.36755857365341266
GO:BP,GO:0031407,oxylipin metabolic process,0.00010524313877599538,True,"""The chemical reactions and pathways involving any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids."" [GOC:mah, PMID:11960741]",32,87,5,21925,0.05747126436781609,0.15625,query_1,['GO:0019752'],0.2286095521824984
GO:BP,GO:0009642,response to light intensity,0.00011710957359147089,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."" [GOC:go_curators]",154,87,8,21925,0.09195402298850575,0.05194805194805195,query_1,['GO:0009416'],0.3615087448582344
GO:BP,GO:0009694,jasmonic acid metabolic process,0.00012365041977223663,True,"""The chemical reactions and pathways involving jasmonic acid, a fatty acid derivative with the formula (1R-(1 alpha, 2 beta(Z)))-3-oxo-2-(2-pentenyl)cyclopentaneacetic acid."" [ISBN:0387969845]",33,87,5,21925,0.05747126436781609,0.15151515151515152,query_1,['GO:0001676'],0.2245864600542504
GO:BP,GO:0033554,cellular response to stress,0.00013444197515057003,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1085,87,18,21925,0.20689655172413793,0.016589861751152075,query_1,"['GO:0006950', 'GO:0051716']",0.8009927825648872
GO:BP,GO:0044550,secondary metabolite biosynthetic process,0.0001570668547414131,True,"""The chemical reactions and pathways resulting in the formation of secondary metabolites, the compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon."" [GOC:jl]",160,87,8,21925,0.09195402298850575,0.05,query_1,"['GO:0009058', 'GO:0019748']",0.3497853290030427
GO:BP,GO:0006629,lipid metabolic process,0.00015814229046734357,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1097,87,18,21925,0.20689655172413793,0.016408386508659983,query_1,['GO:0044238'],0.7864038569693417
GO:BP,GO:0009073,aromatic amino acid family biosynthetic process,0.00015977591313473522,True,"""The chemical reactions and pathways resulting in the formation of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",66,87,6,21925,0.06896551724137931,0.09090909090909091,query_1,"['GO:0009072', 'GO:0046394']",0.26182680632672506
GO:BP,GO:0006586,indolalkylamine metabolic process,0.00016807971601316417,True,"""The chemical reactions and pathways involving indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."" [GOC:curators]",35,87,5,21925,0.05747126436781609,0.14285714285714285,query_1,"['GO:0006576', 'GO:0042430']",0.21692440772320432
GO:BP,GO:0006635,fatty acid beta-oxidation,0.00016807971601316417,True,"""A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."" [GOC:mah, ISBN:0198506732]",35,87,5,21925,0.05747126436781609,0.14285714285714285,query_1,"['GO:0009062', 'GO:0019395']",0.21692440772320432
GO:BP,GO:0006568,L-tryptophan metabolic process,0.00016807971601316417,True,"""The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."" [ISBN:0198547684]",35,87,5,21925,0.05747126436781609,0.14285714285714285,query_1,"['GO:0006586', 'GO:0009072', 'GO:1902221']",0.21692440772320432
GO:BP,GO:0009698,phenylpropanoid metabolic process,0.00018976434367852486,True,"""The chemical reactions and pathways involving aromatic derivatives of trans-cinnamic acid."" [GOC:jl]",164,87,8,21925,0.09195402298850575,0.04878048780487805,query_1,['GO:0019748'],0.3422331390587447
GO:BP,GO:0009699,phenylpropanoid biosynthetic process,0.0002906024234160354,True,"""The chemical reactions and pathways resulting in the formation of aromatic derivatives of trans-cinnamic acid."" [GOC:jl]",118,87,7,21925,0.08045977011494253,0.059322033898305086,query_1,"['GO:0009698', 'GO:0044550']",0.28456213078420917
GO:BP,GO:0009062,fatty acid catabolic process,0.00029440695301659553,True,"""The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:go_curators]",39,87,5,21925,0.05747126436781609,0.1282051282051282,query_1,"['GO:0006631', 'GO:0016042', 'GO:0072329']",0.202934019394796
GO:BP,GO:0019395,fatty acid oxidation,0.00029440695301659553,True,"""The removal of one or more electrons from a fatty acid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [ISBN:0198506732]",39,87,5,21925,0.05747126436781609,0.1282051282051282,query_1,"['GO:0006631', 'GO:0034440']",0.202934019394796
GO:BP,GO:1902223,erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process,0.00033541802882705465,True,"""The chemical reactions and pathways resulting in the formation of erythrose 4-phosphate/phosphoenolpyruvate family amino acid."" [GOC:pr, GOC:TermGenie]",40,87,5,21925,0.05747126436781609,0.125,query_1,"['GO:0170034', 'GO:0170038', 'GO:1902221']",0.19967894239277617
GO:BP,GO:0009808,lignin metabolic process,0.0003441426884556934,True,"""The chemical reactions and pathways involving lignins, a class of polymers of phenylpropanoid units."" [GOC:lr, GOC:yl]",75,87,6,21925,0.06896551724137931,0.08,query_1,['GO:0009698'],0.23884561744085517
GO:BP,GO:0045087,innate immune response,0.0005455100122766522,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",257,87,9,21925,0.10344827586206896,0.03501945525291829,query_1,"['GO:0006955', 'GO:0140546']",0.33757213179029
GO:BP,GO:0006955,immune response,0.0008998754033109346,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",273,87,9,21925,0.10344827586206896,0.03296703296703297,query_1,"['GO:0002376', 'GO:0050896']",0.3150845812534606
GO:BP,GO:0170033,L-amino acid metabolic process,0.0009557555583895374,True,"""The chemical reactions and pathways involving an L-amino acid."" [GOC:edw]",275,87,9,21925,0.10344827586206896,0.03272727272727273,query_1,['GO:1901605'],0.3123779138869957
GO:BP,GO:0009266,response to temperature stimulus,0.0009702282732553236,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]",644,87,13,21925,0.14942528735632185,0.020186335403726708,query_1,['GO:0009628'],0.4502372294220836
GO:BP,GO:0042401,biogenic amine biosynthetic process,0.0010468992201136211,True,"""The chemical reactions and pathways occurring at the level of individual cells resulting in the formation of any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]",50,87,5,21925,0.05747126436781609,0.1,query_1,"['GO:0006576', 'GO:0009309']",0.17126983469669216
GO:BP,GO:0009309,amine biosynthetic process,0.0010468992201136211,True,"""The chemical reactions and pathways resulting in the formation of any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom."" [GOC:jl, ISBN:0198506732]",50,87,5,21925,0.05747126436781609,0.1,query_1,"['GO:0009058', 'GO:0009308']",0.17126983469669216
GO:BP,GO:0008152,metabolic process,0.0010537371703665487,True,"""A cellular process consisting of the biochemical pathways by which a living organism transforms chemical substances. This includes including anabolism (biosynthetic process) and catabolism (catabolic process). Metabolic processes includes the transformation of small molecules, as well  macromolecular processes such as DNA repair and replication, protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",12615,87,71,21925,0.8160919540229885,0.005628220372572335,query_1,['GO:0009987'],2.4297242149656624
GO:BP,GO:0002376,immune system process,0.0010765642134711153,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",279,87,9,21925,0.10344827586206896,0.03225806451612903,query_1,['GO:0008150'],0.3070303511222037
GO:BP,GO:0010817,regulation of hormone levels,0.0011087484035032498,True,"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]",280,87,9,21925,0.10344827586206896,0.03214285714285714,query_1,['GO:0065008'],0.3057069302590633
GO:BP,GO:0170039,proteinogenic amino acid metabolic process,0.0011087484035032498,True,"""The chemical reactions and pathways involving any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",280,87,9,21925,0.10344827586206896,0.03214285714285714,query_1,"['GO:0006520', 'GO:0019752']",0.3057069302590633
GO:BP,GO:0009416,response to light stimulus,0.0011497484617636795,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",764,87,14,21925,0.16091954022988506,0.01832460732984293,query_1,['GO:0009314'],0.4730064399894425
GO:BP,GO:0009809,lignin biosynthetic process,0.0011570827164314415,True,"""The chemical reactions and pathways resulting in the formation of lignins, a class of polymers formed by the dehydrogenetive radical polymerization of various phenylpropanoid monomers."" [GOC:tair_curators, ISBN:0198547684]",51,87,5,21925,0.05747126436781609,0.09803921568627451,query_1,"['GO:0009699', 'GO:0009808']",0.1687721605463567
GO:BP,GO:0009314,response to radiation,0.0014862452841476967,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",781,87,14,21925,0.16091954022988506,0.01792573623559539,query_1,['GO:0009628'],0.4550658982230816
GO:BP,GO:0006690,icosanoid metabolic process,0.0021632020723950512,True,"""The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids."" [GOC:ma]",8,87,3,21925,0.034482758620689655,0.375,query_1,['GO:0019752'],0.0918932037818833
GO:BP,GO:1901605,alpha-amino acid metabolic process,0.0030545391802502715,True,"""The chemical reactions and pathways involving an alpha-amino acid."" [GOC:TermGenie]",317,87,9,21925,0.10344827586206896,0.028391167192429023,query_1,"['GO:0006520', 'GO:0019752']",0.2601780310186512
