source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0006366,transcription by RNA polymerase II,1.7040331786757057e-26,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2827,111,66,20972,0.5945945945945946,0.023346303501945526,query_1,['GO:0006351'],15.321823864231597
GO:BP,GO:0019222,regulation of metabolic process,3.1859208389339374e-25,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",6900,111,93,20972,0.8378378378378378,0.013478260869565217,query_1,"['GO:0008152', 'GO:0050794']",20.52431663786122
GO:BP,GO:0060255,regulation of macromolecule metabolic process,5.6801279455464545e-25,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6392,111,90,20972,0.8108108108108109,0.014080100125156446,query_1,"['GO:0019222', 'GO:0043170']",19.65862855268497
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,1.6479467736590709e-24,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",7035,111,93,20972,0.8378378378378378,0.013219616204690832,query_1,"['GO:0006139', 'GO:0009058']",19.926344902830614
GO:BP,GO:0141187,nucleic acid biosynthetic process,4.244351521554061e-24,True,"""The biosynthetic process resulting in the formation of a nucleic acid."" [GOC:dph, GOC:tb]",6735,111,91,20972,0.8198198198198198,0.013511507052709724,query_1,"['GO:0009059', 'GO:0034654', 'GO:0090304']",19.160983491581057
GO:BP,GO:0032774,RNA biosynthetic process,1.0705416227367303e-23,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",6627,111,90,20972,0.8108108108108109,0.013580805794477138,query_1,"['GO:0016070', 'GO:0141187']",18.62464576430271
GO:BP,GO:0009058,biosynthetic process,1.4897280352928422e-23,True,"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",10639,111,107,20972,0.963963963963964,0.010057336215809757,query_1,['GO:0008152'],22.004302270071488
GO:BP,GO:0016070,RNA metabolic process,1.286914345828738e-22,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",6834,111,90,20972,0.8108108108108109,0.013169446883230905,query_1,['GO:0090304'],17.749013803632526
GO:BP,GO:0090304,nucleic acid metabolic process,1.0847132962796676e-21,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",7401,111,92,20972,0.8288288288288288,0.012430752600999864,query_1,"['GO:0006139', 'GO:0043170']",17.376135345387905
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,6.147578712658402e-21,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",7964,111,94,20972,0.8468468468468469,0.011803114013058764,query_1,['GO:0044238'],17.115872205224015
GO:BP,GO:0009059,macromolecule biosynthetic process,9.621163447668106e-21,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9605,111,101,20972,0.9099099099099099,0.01051535658511192,query_1,"['GO:0009058', 'GO:0043170']",18.213459577853225
GO:MF,GO:0003677,DNA binding,7.994792182409188e-19,True,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",2540,110,55,20208,0.5,0.021653543307086614,query_1,['GO:0003676'],9.048596410437044
GO:BP,GO:0010467,gene expression,2.727126464912821e-18,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",9232,111,97,20972,0.8738738738738738,0.010506932409012132,query_1,['GO:0009059'],15.348978270640304
GO:MF,GO:0140110,transcription regulator activity,1.765343377031821e-17,True,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",1907,110,47,20208,0.42727272727272725,0.02464604090194022,query_1,['GO:0003674'],7.158172981351033
GO:CC,GO:0005634,nucleus,3.19732484460996e-17,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10153,110,96,22155,0.8727272727272727,0.009455333398995371,query_1,['GO:0043231'],14.395822461953927
GO:MF,GO:0003676,nucleic acid binding,5.617153673528499e-16,True,"""Binding to a nucleic acid."" [GOC:jl]",5437,110,74,20208,0.6727272727272727,0.013610446937649439,query_1,['GO:0005488'],10.259416303624072
GO:CC,GO:0005654,nucleoplasm,4.484665078698771e-15,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4334,110,62,22155,0.5636363636363636,0.01430549146285187,query_1,"['GO:0031981', 'GO:0110165']",8.087206718903568
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,5.269732182453727e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1275,111,37,20972,0.3333333333333333,0.029019607843137254,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902679']",4.7594038186254215
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,6.640308707142624e-15,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1284,111,37,20972,0.3333333333333333,0.02881619937694704,query_1,"['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']",4.725937243288367
GO:MF,GO:0043565,sequence-specific DNA binding,2.3689579067549634e-14,True,"""Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",1605,110,40,20208,0.36363636363636365,0.024922118380062305,query_1,['GO:0003677'],4.954706420380556
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,2.624111145546483e-14,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1510,111,39,20972,0.35135135135135137,0.025827814569536423,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']",4.771708947672829
GO:BP,GO:0051253,negative regulation of RNA metabolic process,8.628258821879072e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1389,111,37,20972,0.3333333333333333,0.02663786897048236,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']",4.354692278614187
GO:BP,GO:0008152,metabolic process,1.0563255789766427e-13,True,"""A cellular process consisting of the biochemical pathways by which a living organism transforms chemical substances. This includes including anabolism (biosynthetic process) and catabolism (catabolic process). Metabolic processes includes the transformation of small molecules, as well  macromolecular processes such as DNA repair and replication, protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",14035,111,109,20972,0.9819819819819819,0.007766298539365871,query_1,['GO:0009987'],12.742396758509981
GO:BP,GO:0009890,negative regulation of biosynthetic process,1.0860835603188668e-13,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2802,111,51,20972,0.4594594594594595,0.018201284796573874,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']",5.9564952681191485
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,2.1444995176073063e-13,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2733,111,50,20972,0.45045045045045046,0.018294914013904134,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']",5.7066099311337455
GO:BP,GO:0044238,primary metabolic process,3.3209909255903536e-13,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",12170,111,103,20972,0.9279279279279279,0.008463434675431388,query_1,['GO:0008152'],11.57936421659124
GO:BP,GO:0043170,macromolecule metabolic process,5.075759492171084e-13,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",11942,111,102,20972,0.918918918918919,0.008541282867191425,query_1,['GO:0008152'],11.297647697137451
GO:CC,GO:0031981,nuclear lumen,1.0936736157758618e-12,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5622,110,67,22155,0.6090909090909091,0.01191746709356101,query_1,"['GO:0005634', 'GO:0070013']",7.285404743138725
GO:CC,GO:0043231,intracellular membrane-bounded organelle,6.8423708895672824e-12,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14817,110,106,22155,0.9636363636363636,0.007153944793143011,query_1,"['GO:0043227', 'GO:0043229']",10.758800901793194
GO:MF,GO:0003690,double-stranded DNA binding,2.5405427098417664e-11,True,"""Binding to double-stranded DNA."" [GOC:elh, GOC:vw]",1584,110,36,20208,0.32727272727272727,0.022727272727272728,query_1,['GO:0003677'],3.46747859988046
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,2.8404382121367057e-11,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3080,111,50,20972,0.45045045045045046,0.016233766233766232,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']",4.750727321379693
GO:CC,GO:0005694,chromosome,4.3309142830149014e-11,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",2010,110,38,22155,0.34545454545454546,0.01890547263681592,query_1,['GO:0043232'],3.5800906876762175
GO:BP,GO:0009892,negative regulation of metabolic process,7.167373264273055e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3276,111,51,20972,0.4594594594594595,0.015567765567765568,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']",4.661050800539095
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,7.298091997867076e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",933,111,28,20972,0.25225225225225223,0.030010718113612004,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']",2.5570282761919914
GO:MF,GO:0000987,cis-regulatory region sequence-specific DNA binding,1.1815131336394978e-10,True,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site, located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. Cis-regulatory sites are often referred to as a sequence motifs, enhancers, or silencers."" [GOC:txnOH-2018]",1131,110,30,20208,0.2727272727272727,0.026525198938992044,query_1,['GO:0000976'],2.7075167581116966
GO:MF,GO:1990837,sequence-specific double-stranded DNA binding,1.3658228921486014e-10,True,"""Binding to double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]",1487,110,34,20208,0.3090909090909091,0.022864828513786146,query_1,"['GO:0003690', 'GO:0043565']",3.0490599165837433
GO:MF,GO:0000976,transcription cis-regulatory region binding,1.9038762033267992e-10,True,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",1413,110,33,20208,0.3,0.02335456475583864,query_1,"['GO:0001067', 'GO:1990837']",2.916108388312771
GO:MF,GO:0001067,transcription regulatory region nucleic acid binding,1.9416814688383286e-10,True,"""Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",1414,110,33,20208,0.3,0.02333804809052334,query_1,['GO:0003676'],2.913546604265405
GO:CC,GO:0000785,chromatin,3.150380532789875e-10,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1409,110,31,22155,0.2818181818181818,0.0220014194464159,query_1,"['GO:0005694', 'GO:0110165']",2.677734059364659
GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,4.2709730402091965e-10,True,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."" [GOC:txnOH-2018]",1105,110,29,20208,0.2636363636363636,0.026244343891402715,query_1,"['GO:0000977', 'GO:0000987']",2.470133835720567
GO:CC,GO:0043227,membrane-bounded organelle,5.392751924786379e-10,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15879,110,107,22155,0.9727272727272728,0.006738459600730525,query_1,['GO:0043226'],9.01542075137966
GO:MF,GO:0003700,DNA-binding transcription factor activity,7.816134126660381e-10,True,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",1395,110,32,20208,0.2909090909090909,0.022939068100358423,query_1,['GO:0140110'],2.6493114172020604
GO:CC,GO:0031974,membrane-enclosed lumen,1.22522770602874e-09,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6791,110,69,22155,0.6272727272727273,0.010160506552790457,query_1,['GO:0110165'],5.590118547125345
GO:CC,GO:0043233,organelle lumen,1.22522770602874e-09,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6791,110,69,22155,0.6272727272727273,0.010160506552790457,query_1,"['GO:0031974', 'GO:0043226']",5.590118547125345
GO:CC,GO:0070013,intracellular organelle lumen,1.22522770602874e-09,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6791,110,69,22155,0.6272727272727273,0.010160506552790457,query_1,"['GO:0043229', 'GO:0043233']",5.590118547125345
GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,2.721505484568041e-08,True,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",1310,110,29,20208,0.2636363636363636,0.022137404580152672,query_1,['GO:0000976'],1.9944593890694327
GO:CC,GO:0043229,intracellular organelle,4.1344450423222785e-08,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16204,110,106,22155,0.9636363636363636,0.006541594667983214,query_1,"['GO:0005622', 'GO:0043226']",7.115088857465276
GO:BP,GO:0051254,positive regulation of RNA metabolic process,4.5363849216798007e-08,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1804,111,34,20972,0.3063063063063063,0.018847006651884702,query_1,"['GO:0010604', 'GO:0016070', 'GO:0051252']",2.2492960672067106
GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.4030522898859446e-07,True,"""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",1309,110,28,20208,0.2545454545454545,0.0213903743315508,query_1,['GO:0003700'],1.744381200060396
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,1.4204958423514302e-07,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1672,111,32,20972,0.2882882882882883,0.019138755980861243,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']",1.974071360886627
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,1.4648416750857997e-07,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1674,111,32,20972,0.2882882882882883,0.019115890083632018,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']",1.9702225045770778
GO:CC,GO:0043226,organelle,4.441909254485701e-07,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",16993,110,107,22155,0.9727272727272728,0.006296710410168893,query_1,['GO:0110165'],6.179182218486276
GO:BP,GO:0050794,regulation of cellular process,6.725640567411687e-07,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11962,111,94,20972,0.8468468468468469,0.007858217689349608,query_1,"['GO:0009987', 'GO:0050789']",5.226964293030491
GO:CC,GO:0005622,intracellular anatomical structure,1.043295159419184e-06,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",18007,110,109,22155,0.990909090909091,0.006053201532737269,query_1,['GO:0110165'],5.927214691178311
GO:MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",1.3462636006796002e-06,True,"""A DNA-binding transcription factor activity that represses or decreases the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",267,110,13,20208,0.11818181818181818,0.04868913857677903,query_1,"['GO:0000981', 'GO:0001217']",0.693830078641246
GO:CC,GO:0005667,transcription regulator complex,1.963899032105005e-06,True,"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]",518,110,16,22155,0.14545454545454545,0.03088803088803089,query_1,['GO:0032991'],0.8300917591134382
GO:MF,GO:0001217,DNA-binding transcription repressor activity,2.1916570783000204e-06,True,"""A DNA-binding transcription factor activity that represses or decreases the transcription of specific gene sets."" [GOC:txnOH-2018]",278,110,13,20208,0.11818181818181818,0.046762589928057555,query_1,['GO:0003700'],0.6688177833486736
GO:BP,GO:0050789,regulation of biological process,8.656970165960077e-06,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12397,111,94,20972,0.8468468468468469,0.007582479632169073,query_1,"['GO:0008150', 'GO:0065007']",4.28727570668053
GO:MF,GO:0008270,zinc ion binding,1.4239678266668642e-05,True,"""Binding to a zinc ion (Zn)."" [GOC:ai]",2168,110,33,20208,0.3,0.01522140221402214,query_1,['GO:0046914'],1.4539499469300214
GO:BP,GO:0009891,positive regulation of biosynthetic process,2.1289302693871662e-05,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2645,111,37,20972,0.3333333333333333,0.013988657844990548,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']",1.5572795210449555
GO:BP,GO:0065007,biological regulation,2.2309814877710027e-05,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,111,95,20972,0.8558558558558559,0.007419556388628554,query_1,['GO:0008150'],3.9810169655124006
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,2.5406918923678216e-05,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2538,111,36,20972,0.32432432432432434,0.014184397163120567,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']",1.4902858372844892
GO:CC,GO:0043228,membraneless organelle,4.626043101508933e-05,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",7128,110,62,22155,0.5636363636363636,0.008698092031425365,query_1,['GO:0043226'],2.443245456000624
GO:CC,GO:0043232,intracellular membraneless organelle,4.626043101508933e-05,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",7128,110,62,22155,0.5636363636363636,0.008698092031425365,query_1,"['GO:0043228', 'GO:0043229']",2.443245456000624
GO:MF,GO:0046914,transition metal ion binding,7.509857123402784e-05,True,"""Binding to a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]",2445,110,34,20208,0.3090909090909091,0.013905930470347648,query_1,['GO:0046872'],1.274804755142269
GO:MF,GO:0003712,transcription coregulator activity,8.51649331657592e-05,True,"""A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-binding transcription factor at a specific genomic locus, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."" [GOC:txnOH-2018, PMID:10213677, PMID:16858867, PMID:24203923, PMID:25957681, Wikipedia:Transcription_coregulator]",521,110,15,20208,0.13636363636363635,0.028790786948176585,query_1,"['GO:0030674', 'GO:0140110']",0.5549644350086584
GO:CC,GO:0140513,nuclear protein-containing complex,0.00021489179990367892,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",2725,110,33,22155,0.3,0.012110091743119266,query_1,"['GO:0005634', 'GO:0032991']",1.1003340469549818
