source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0016053,organic acid biosynthetic process,3.581486767895866e-11,True,"""The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",556,88,20,21935,0.22727272727272727,0.03597122302158273,query_1,"['GO:0006082', 'GO:0044283']",2.37407651114543
GO:BP,GO:0046394,carboxylic acid biosynthetic process,3.581486767895866e-11,True,"""The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",556,88,20,21935,0.22727272727272727,0.03597122302158273,query_1,"['GO:0016053', 'GO:0019752']",2.37407651114543
GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,4.5031789661631105e-11,True,"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",249,88,15,21935,0.17045454545454544,0.060240963855421686,query_1,"['GO:0032787', 'GO:0046394']",1.7636046806051007
GO:BP,GO:0009628,response to abiotic stimulus,4.5491969593024304e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",2131,88,35,21935,0.3977272727272727,0.01642421398404505,query_1,['GO:0050896'],4.113321410151562
GO:BP,GO:0044283,small molecule biosynthetic process,1.7452089576332673e-10,True,"""The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",686,88,21,21935,0.23863636363636365,0.030612244897959183,query_1,"['GO:0009058', 'GO:0044281']",2.32865004429664
GO:BP,GO:0006631,fatty acid metabolic process,3.3939551250008555e-09,True,"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]",276,88,14,21935,0.1590909090909091,0.050724637681159424,query_1,"['GO:0006629', 'GO:0032787']",1.34738766658331
GO:BP,GO:0009617,response to bacterium,2.9152202934825388e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",463,88,16,21935,0.18181818181818182,0.03455723542116631,query_1,['GO:0051707'],1.3700597493596771
GO:BP,GO:0042430,indole-containing compound metabolic process,3.08499762104877e-08,True,"""The chemical reactions and pathways involving compounds that contain an indole (2,3-benzopyrrole) skeleton."" [GOC:jl, GOC:mah]",83,88,9,21935,0.10227272727272728,0.10843373493975904,query_1,['GO:0008152'],0.7681443920315294
GO:BP,GO:0042435,indole-containing compound biosynthetic process,5.330971482250892e-08,True,"""The chemical reactions and pathways resulting in the formation of compounds that contain an indole (2,3-benzopyrrole) skeleton."" [GOC:jl]",58,88,8,21935,0.09090909090909091,0.13793103448275862,query_1,"['GO:0009058', 'GO:0042430']",0.6611994218821919
GO:BP,GO:0009072,aromatic amino acid metabolic process,7.918773402092122e-08,True,"""The chemical reactions and pathways involving aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",92,88,9,21935,0.10227272727272728,0.09782608695652174,query_1,"['GO:0006520', 'GO:0019752']",0.7262736222594176
GO:BP,GO:0140546,defense response to symbiont,1.5471573267425384e-07,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",368,88,14,21935,0.1590909090909091,0.03804347826086957,query_1,['GO:0098542'],1.0834831511769865
GO:BP,GO:0006952,defense response,4.2238575657626084e-07,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1635,88,26,21935,0.29545454545454547,0.015902140672782873,query_1,['GO:0006950'],1.883313171772359
GO:BP,GO:0098542,defense response to other organism,4.3205093870508094e-07,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1153,88,22,21935,0.25,0.019080659150043366,query_1,"['GO:0006952', 'GO:0051707']",1.5911162617370314
GO:BP,GO:0034440,lipid oxidation,6.641095489542615e-07,True,"""The removal of one or more electrons from a lipid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [GOC:BHF, GOC:mah]",49,88,7,21935,0.07954545454545454,0.14285714285714285,query_1,['GO:0030258'],0.4914127491618078
GO:BP,GO:0006633,fatty acid biosynthetic process,1.1495334323092933e-06,True,"""The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:mah, ISBN:0198506732]",171,88,10,21935,0.11363636363636363,0.05847953216374269,query_1,"['GO:0006631', 'GO:0008610', 'GO:0072330']",0.6749407265298555
GO:BP,GO:0044248,cellular catabolic process,4.968940563422737e-06,True,"""The chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:jl]",199,88,10,21935,0.11363636363636363,0.05025125628140704,query_1,['GO:0009056'],0.6026972952373661
GO:BP,GO:0006979,response to oxidative stress,1.0097822102381918e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",426,88,13,21935,0.14772727272727273,0.03051643192488263,query_1,['GO:0006950'],0.7380118147886789
GO:BP,GO:0019748,secondary metabolic process,1.263578682261866e-05,True,"""The chemical reactions and pathways resulting in many of the chemical changes of compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon. In multicellular organisms secondary metabolism is generally carried out in specific cell types, and may be useful for the organism as a whole. In unicellular organisms, secondary metabolism is often used for the production of antibiotics or for the utilization and acquisition of unusual nutrients."" [GOC:go_curators]",284,88,11,21935,0.125,0.03873239436619718,query_1,['GO:0008152'],0.6122997137067085
GO:BP,GO:0030258,lipid modification,1.6981759335851628e-05,True,"""The covalent alteration of one or more fatty acids in a lipid, resulting in a change in the properties of the lipid."" [GOC:mah]",77,88,7,21935,0.07954545454545454,0.09090909090909091,query_1,['GO:0006629'],0.37943319576579604
GO:BP,GO:0009850,auxin metabolic process,2.8755614435140765e-05,True,"""The chemical reactions and pathways involving auxins, a group of plant hormones that regulate aspects of plant growth."" [GOC:lr]",83,88,7,21935,0.07954545454545454,0.08433734939759036,query_1,['GO:0042445'],0.36123797087847764
GO:BP,GO:0044282,small molecule catabolic process,2.9112621267785906e-05,True,"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]",179,88,9,21935,0.10227272727272728,0.05027932960893855,query_1,"['GO:0009056', 'GO:0044281']",0.46390077505353394
GO:BP,GO:0046219,indolalkylamine biosynthetic process,3.121487836784019e-05,True,"""The chemical reactions and pathways resulting in the formation of indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."" [GOC:curators]",25,88,5,21935,0.056818181818181816,0.2,query_1,"['GO:0006586', 'GO:0042401', 'GO:0042435']",0.2560021791480089
GO:BP,GO:0000162,tryptophan biosynthetic process,3.121487836784019e-05,True,"""The chemical reactions and pathways resulting in the formation of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; tryptophan is synthesized from chorismate via anthranilate."" [GOC:mah, ISBN:0471331309, MetaCyc:TRPSYN-PWY]",25,88,5,21935,0.056818181818181816,0.2,query_1,"['GO:0009073', 'GO:0046219', 'GO:1901607']",0.2560021791480089
GO:BP,GO:0016054,organic acid catabolic process,3.3660833258562206e-05,True,"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",129,88,8,21935,0.09090909090909091,0.06201550387596899,query_1,"['GO:0006082', 'GO:0044248', 'GO:0044282']",0.40662501249686095
GO:BP,GO:0046395,carboxylic acid catabolic process,3.3660833258562206e-05,True,"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",129,88,8,21935,0.09090909090909091,0.06201550387596899,query_1,"['GO:0016054', 'GO:0019752']",0.40662501249686095
GO:BP,GO:0001676,long-chain fatty acid metabolic process,3.6922040441372436e-05,True,"""The chemical reactions and pathways involving a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons."" [GOC:ajp]",51,88,6,21935,0.06818181818181818,0.11764705882352941,query_1,['GO:0006631'],0.302230520887335
GO:BP,GO:0006629,lipid metabolic process,3.750394780720463e-05,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1098,88,19,21935,0.2159090909090909,0.017304189435336976,query_1,['GO:0044238'],0.9555970144702346
GO:BP,GO:0009695,jasmonic acid biosynthetic process,3.852522746508685e-05,True,"""The chemical reactions and pathways resulting in the formation of jasmonic acid, a fatty acid derivative."" [PMID:33821356]",26,88,5,21935,0.056818181818181816,0.19230769230769232,query_1,"['GO:0009694', 'GO:0042759']",0.2508099311585485
GO:BP,GO:0045087,innate immune response,5.5981543502697896e-05,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",257,88,10,21935,0.11363636363636363,0.038910505836575876,query_1,"['GO:0006955', 'GO:0140546']",0.48317671948815166
GO:BP,GO:0072329,monocarboxylic acid catabolic process,5.867577548937518e-05,True,"""The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",55,88,6,21935,0.06818181818181818,0.10909090909090909,query_1,"['GO:0032787', 'GO:0046395']",0.2885141701248479
GO:BP,GO:0009851,auxin biosynthetic process,6.550652872620897e-05,True,"""The chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."" [GOC:lm, GOC:lr, ISBN:0122146743]",56,88,6,21935,0.06818181818181818,0.10714285714285714,query_1,"['GO:0009850', 'GO:0042446']",0.28525332366627837
GO:BP,GO:0042446,hormone biosynthetic process,6.841451606921138e-05,True,"""The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",94,88,7,21935,0.07954545454545454,0.07446808510638298,query_1,"['GO:0009058', 'GO:0042445']",0.33129502482674145
GO:BP,GO:0042759,long-chain fatty acid biosynthetic process,8.24144309969868e-05,True,"""The chemical reactions and pathways resulting in the formation of a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons."" [PMID:18390550]",30,88,5,21935,0.056818181818181816,0.16666666666666666,query_1,"['GO:0001676', 'GO:0006633']",0.23204526906066653
GO:BP,GO:0031408,oxylipin biosynthetic process,8.24144309969868e-05,True,"""The chemical reactions and pathways resulting in the formation of any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids."" [GOC:mah, PMID:11960741]",30,88,5,21935,0.056818181818181816,0.16666666666666666,query_1,"['GO:0031407', 'GO:0046394']",0.23204526906066653
GO:BP,GO:0006955,immune response,9.824799820622078e-05,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",273,88,10,21935,0.11363636363636363,0.03663003663003663,query_1,"['GO:0002376', 'GO:0050896']",0.4554177601786206
GO:BP,GO:0042445,hormone metabolic process,0.00011414076205595415,True,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",151,88,8,21935,0.09090909090909091,0.052980132450331126,query_1,"['GO:0008152', 'GO:0010817']",0.3584144756571548
GO:BP,GO:0031407,oxylipin metabolic process,0.00011572778686026486,True,"""The chemical reactions and pathways involving any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids."" [GOC:mah, PMID:11960741]",32,88,5,21935,0.056818181818181816,0.15625,query_1,['GO:0019752'],0.22366831546027802
GO:BP,GO:0002376,immune system process,0.00012018369400117154,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",279,88,10,21935,0.11363636363636363,0.035842293906810034,query_1,['GO:0008150'],0.44547209676311467
GO:BP,GO:0009642,response to light intensity,0.0001327950619568499,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."" [GOC:go_curators]",154,88,8,21935,0.09090909090909091,0.05194805194805195,query_1,['GO:0009416'],0.35243800673638753
GO:BP,GO:0009694,jasmonic acid metabolic process,0.00013596388884364282,True,"""The chemical reactions and pathways involving jasmonic acid, a fatty acid derivative with the formula (1R-(1 alpha, 2 beta(Z)))-3-oxo-2-(2-pentenyl)cyclopentaneacetic acid."" [ISBN:0387969845]",33,88,5,21935,0.056818181818181816,0.15151515151515152,query_1,['GO:0001676'],0.2196918421708071
GO:BP,GO:0033554,cellular response to stress,0.00016897510261987538,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1086,88,18,21935,0.20454545454545456,0.016574585635359115,query_1,"['GO:0006950', 'GO:0051716']",0.771581716595595
GO:BP,GO:0009073,aromatic amino acid family biosynthetic process,0.0001775291215354434,True,"""The chemical reactions and pathways resulting in the formation of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",66,88,6,21935,0.06818181818181818,0.09090909090909091,query_1,"['GO:0009072', 'GO:0046394']",0.25573161790459964
GO:BP,GO:0044550,secondary metabolite biosynthetic process,0.0001780625702570677,True,"""The chemical reactions and pathways resulting in the formation of secondary metabolites, the compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon."" [GOC:jl]",160,88,8,21935,0.09090909090909091,0.05,query_1,"['GO:0009058', 'GO:0019748']",0.3408570329144978
GO:BP,GO:0009266,response to temperature stimulus,0.0001801625365969261,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]",644,88,14,21935,0.1590909090909091,0.021739130434782608,query_1,['GO:0009628'],0.5956897405677557
GO:BP,GO:0006635,fatty acid beta-oxidation,0.00018480407747747412,True,"""A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."" [GOC:mah, ISBN:0198506732]",35,88,5,21935,0.056818181818181816,0.14285714285714285,query_1,"['GO:0009062', 'GO:0019395']",0.21211866197897886
GO:BP,GO:0006586,indolalkylamine metabolic process,0.00018480407747747412,True,"""The chemical reactions and pathways involving indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."" [GOC:curators]",35,88,5,21935,0.056818181818181816,0.14285714285714285,query_1,"['GO:0006576', 'GO:0042430']",0.21211866197897886
GO:BP,GO:0009698,phenylpropanoid metabolic process,0.0002150973690573862,True,"""The chemical reactions and pathways involving aromatic derivatives of trans-cinnamic acid."" [GOC:jl]",164,88,8,21935,0.09090909090909091,0.04878048780487805,query_1,['GO:0019748'],0.3333968092373543
GO:BP,GO:0009416,response to light stimulus,0.000236645002151452,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",764,88,15,21935,0.17045454545454544,0.01963350785340314,query_1,['GO:0009314'],0.6180515903226593
GO:BP,GO:0009314,response to radiation,0.0003127402736281199,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",781,88,15,21935,0.17045454545454544,0.019206145966709345,query_1,['GO:0009628'],0.5974118502597149
GO:BP,GO:0009062,fatty acid catabolic process,0.0003236539086249999,True,"""The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:go_curators]",39,88,5,21935,0.056818181818181816,0.1282051282051282,query_1,"['GO:0006631', 'GO:0016042', 'GO:0072329']",0.19829086044500846
GO:BP,GO:0019395,fatty acid oxidation,0.0003236539086249999,True,"""The removal of one or more electrons from a fatty acid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [ISBN:0198506732]",39,88,5,21935,0.056818181818181816,0.1282051282051282,query_1,"['GO:0006631', 'GO:0034440']",0.19829086044500846
GO:BP,GO:0009699,phenylpropanoid biosynthetic process,0.00032607460076496586,True,"""The chemical reactions and pathways resulting in the formation of aromatic derivatives of trans-cinnamic acid."" [GOC:jl]",118,88,7,21935,0.07954545454545454,0.059322033898305086,query_1,"['GO:0009698', 'GO:0044550']",0.2773497863805791
GO:BP,GO:0009808,lignin metabolic process,0.0003822523665336878,True,"""The chemical reactions and pathways involving lignins, a class of polymers of phenylpropanoid units."" [GOC:lr, GOC:yl]",75,88,6,21935,0.06818181818181818,0.08,query_1,['GO:0009698'],0.23302157844406574
GO:BP,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,0.0004186155008484702,True,"""The chemical reactions and pathways involving erythrose 4-phosphate/phosphoenolpyruvate family amino acid."" [GOC:pr, GOC:TermGenie]",41,88,5,21935,0.056818181818181816,0.12195121951219512,query_1,"['GO:0170033', 'GO:0170039']",0.19194231217480442
GO:BP,GO:0008610,lipid biosynthetic process,0.0008996573762646022,True,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",630,88,13,21935,0.14772727272727273,0.020634920634920634,query_1,"['GO:0006629', 'GO:0009058']",0.4499658762958102
GO:BP,GO:0042401,biogenic amine biosynthetic process,0.001150438427542031,True,"""The chemical reactions and pathways occurring at the level of individual cells resulting in the formation of any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]",50,88,5,21935,0.056818181818181816,0.1,query_1,"['GO:0006576', 'GO:0009309']",0.1669963988743751
GO:BP,GO:0009309,amine biosynthetic process,0.001150438427542031,True,"""The chemical reactions and pathways resulting in the formation of any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom."" [GOC:jl, ISBN:0198506732]",50,88,5,21935,0.056818181818181816,0.1,query_1,"['GO:0009058', 'GO:0009308']",0.1669963988743751
GO:BP,GO:0009056,catabolic process,0.0012215735263090715,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",1379,88,19,21935,0.2159090909090909,0.013778100072516316,query_1,['GO:0008152'],0.6289605382729687
GO:BP,GO:0010817,regulation of hormone levels,0.0012662237169023492,True,"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]",280,88,9,21935,0.10227272727272728,0.03214285714285714,query_1,['GO:0065008'],0.2963341591588848
GO:BP,GO:0009809,lignin biosynthetic process,0.0012714728174442753,True,"""The chemical reactions and pathways resulting in the formation of lignins, a class of polymers formed by the dehydrogenetive radical polymerization of various phenylpropanoid monomers."" [GOC:tair_curators, ISBN:0198547684]",51,88,5,21935,0.056818181818181816,0.09803921568627451,query_1,"['GO:0009699', 'GO:0009808']",0.16452800682280608
GO:BP,GO:0006690,icosanoid metabolic process,0.0023267736501469327,True,"""The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids."" [GOC:ma]",8,88,3,21935,0.03409090909090909,0.375,query_1,['GO:0019752'],0.08976974533195177
GO:BP,GO:0008152,metabolic process,0.002559015719982624,True,"""A cellular process consisting of the biochemical pathways by which a living organism transforms chemical substances. This includes including anabolism (biosynthetic process) and catabolism (catabolic process). Metabolic processes includes the transformation of small molecules, as well  macromolecular processes such as DNA repair and replication, protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",12629,88,71,21935,0.8068181818181818,0.005621981154485707,query_1,['GO:0009987'],2.0912138668545532
GO:BP,GO:0006559,L-phenylalanine catabolic process,0.00348002361071522,True,"""The chemical reactions and pathways resulting in the breakdown of phenylalanine, 2-amino-3-phenylpropanoic acid."" [GOC:go_curators]",9,88,3,21935,0.03409090909090909,0.3333333333333333,query_1,"['GO:0006558', 'GO:0009074', 'GO:1902222']",0.08380969805150223
GO:BP,GO:1901605,alpha-amino acid metabolic process,0.0034833040727132217,True,"""The chemical reactions and pathways involving an alpha-amino acid."" [GOC:TermGenie]",317,88,9,21935,0.10227272727272728,0.028391167192429023,query_1,"['GO:0006520', 'GO:0019752']",0.2513872444539758
GO:BP,GO:0016042,lipid catabolic process,0.003736873526188108,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",240,88,8,21935,0.09090909090909091,0.03333333333333333,query_1,"['GO:0006629', 'GO:0009056']",0.22068105459274576
