Solution 1,Solution 2,Cluster 1,Cluster 2,Jaccard Similarity
0,23,0,2,0.08771929824561403
0,24,1,3,0.37735849056603776
0,24,2,1,0.2903225806451613
0,24,3,0,0.21739130434782608
0,24,0,2,0.08333333333333333
0,25,1,0,0.746031746031746
0,25,3,1,0.35714285714285715
0,25,2,2,0.06666666666666667
1,2,3,0,0.3564356435643564
1,2,0,3,0.22580645161290322
1,2,2,1,0.08695652173913043
1,2,1,2,0.0
1,3,0,2,0.375
1,3,3,3,0.375
1,3,2,0,0.2553191489361702
1,3,1,1,0.05
1,4,2,2,0.74
1,4,3,1,0.6031746031746031
1,4,0,0,0.3157894736842105
1,4,1,3,0.23255813953488372
1,5,3,2,0.4
1,5,0,1,0.3870967741935484
1,5,2,3,0.18604651162790697
1,5,1,0,0.022222222222222223
1,6,0,2,0.5909090909090909
1,6,3,3,0.40476190476190477
1,6,2,1,0.34782608695652173
1,6,1,0,0.0
1,7,3,1,0.3977272727272727
1,7,0,2,0.2413793103448276
1,7,2,3,0.18
1,7,1,0,0.0
1,8,2,0,0.7115384615384616
1,8,3,1,0.6206896551724138
1,8,0,3,0.42105263157894735
1,8,1,2,0.3333333333333333
1,9,3,2,0.4157303370786517
1,9,2,0,0.32653061224489793
1,9,0,3,0.25
1,9,1,1,0.041666666666666664
1,10,3,0,0.475
1,10,2,2,0.37777777777777777
1,10,0,3,0.35
1,10,1,1,0.11320754716981132
1,11,2,0,0.5555555555555556
1,11,3,1,0.5
1,11,0,3,0.2
1,11,1,2,0.1276595744680851
1,12,2,0,0.6862745098039216
1,12,3,1,0.5714285714285714
1,12,1,3,0.28888888888888886
1,12,0,2,0.2777777777777778
1,13,2,2,0.6851851851851852
1,13,3,0,0.5070422535211268
1,13,0,1,0.3157894736842105
1,13,1,3,0.075
1,14,2,1,0.5882352941176471
1,14,3,3,0.43209876543209874
1,14,0,2,0.25
1,14,1,0,0.07317073170731707
1,15,2,2,0.5
1,15,3,0,0.4810126582278481
1,15,0,3,0.3333333333333333
1,15,1,1,0.11320754716981132
1,16,2,3,0.7142857142857143
1,16,3,1,0.5068493150684932
1,16,0,2,0.30434782608695654
1,16,1,0,0.05
1,17,2,3,0.7843137254901961
1,17,3,1,0.76
1,17,1,2,0.6944444444444444
1,17,0,0,0.4444444444444444
1,18,2,2,0.7358490566037735
1,18,3,1,0.6545454545454545
1,18,0,0,0.5555555555555556
1,18,1,3,0.4473684210526316
1,19,2,2,0.6862745098039216
1,19,3,1,0.5714285714285714
1,19,0,0,0.3684210526315789
1,19,1,3,0.27906976744186046
1,20,2,1,0.5882352941176471
1,20,3,3,0.44871794871794873
1,20,0,0,0.3
1,20,1,2,0.1794871794871795
1,21,2,0,0.6792452830188679
1,21,3,2,0.631578947368421
1,21,0,1,0.5
1,21,1,3,0.5
1,22,2,1,0.72
1,22,0,2,0.46153846153846156
1,22,3,3,0.4492753623188406
1,22,1,0,0.05
1,23,2,2,0.7169811320754716
1,23,3,0,0.5285714285714286
1,23,0,1,0.3157894736842105
1,23,1,3,0.075
1,24,0,0,1.0
1,24,2,2,0.975609756097561
1,24,3,3,0.76
1,24,1,1,0.6944444444444444
1,25,0,1,0.5
1,25,2,0,0.3252032520325203
1,25,1,2,0.0
2,3,0,3,0.6513761467889908
2,3,3,2,0.24324324324324326
2,3,2,0,0.14285714285714285
2,3,1,1,0.0
2,4,0,1,0.4953271028037383
2,4,1,3,0.125
2,4,3,0,0.125
2,4,2,2,0.04
2,5,0,2,0.6666666666666666
2,5,1,1,0.25
2,5,2,0,0.15384615384615385
2,5,3,3,0.03333333333333333
2,6,0,3,0.6542056074766355
2,6,3,1,0.2727272727272727
2,6,2,0,0.17647058823529413
2,6,1,2,0.17391304347826086
2,7,0,1,0.6851851851851852
2,7,3,3,0.56
2,7,1,2,0.4
2,7,2,0,0.21428571428571427
2,8,0,1,0.45714285714285713
2,8,3,2,0.21212121212121213
2,8,1,3,0.1875
2,8,2,0,0.038461538461538464
2,9,0,2,0.7129629629629629
2,9,1,1,0.2631578947368421
2,9,3,0,0.25
2,9,2,3,0.0
2,10,0,0,0.6698113207547169
2,10,1,1,0.2692307692307692
2,10,3,2,0.16666666666666666
2,10,2,3,0.0
2,11,0,1,0.5185185185185185
2,11,3,0,0.20754716981132076
2,11,1,2,0.17391304347826086
2,11,2,3,0.0
2,12,0,1,0.49056603773584906
2,12,1,2,0.15384615384615385
2,12,3,3,0.13513513513513514
2,12,2,0,0.0625
2,13,0,0,0.5370370370370371
2,13,1,3,0.3076923076923077
2,13,3,1,0.125
2,13,2,2,0.05660377358490566
2,14,0,3,0.6055045871559633
2,14,3,0,0.21739130434782608
2,14,1,1,0.10869565217391304
2,14,2,2,0.0
2,15,0,0,0.6146788990825688
2,15,1,1,0.2692307692307692
2,15,3,2,0.12195121951219512
2,15,2,3,0.0
2,16,0,1,0.5363636363636364
2,16,3,2,0.28
2,16,1,0,0.14285714285714285
2,16,2,3,0.0425531914893617
2,17,0,1,0.4411764705882353
2,17,3,2,0.21621621621621623
2,17,1,0,0.125
2,17,2,3,0.037037037037037035
2,18,0,1,0.42857142857142855
2,18,1,0,0.25
2,18,3,3,0.18181818181818182
2,18,2,2,0.03636363636363636
2,19,0,1,0.49056603773584906
2,19,1,0,0.125
2,19,3,2,0.11864406779661017
2,19,2,3,0.0
2,20,0,3,0.6074766355140186
2,20,3,2,0.25
2,20,1,1,0.10869565217391304
2,20,2,0,0.0
2,21,0,2,0.46153846153846156
2,21,1,1,0.1875
2,21,3,3,0.1388888888888889
2,21,2,0,0.058823529411764705
2,22,0,3,0.48598130841121495
2,22,3,2,0.3333333333333333
2,22,1,0,0.14285714285714285
2,22,2,1,0.04081632653061224
2,23,0,0,0.5370370370370371
2,23,1,3,0.3076923076923077
2,23,3,2,0.14516129032258066
2,23,2,1,0.0
2,24,0,3,0.4411764705882353
2,24,3,0,0.22580645161290322
2,24,1,2,0.0851063829787234
2,24,2,1,0.0
2,25,0,0,0.753968253968254
2,25,1,1,0.1875
2,25,2,2,0.0
3,4,3,1,0.6
3,4,2,2,0.30357142857142855
3,4,1,3,0.045454545454545456
3,4,0,0,0.0
3,5,2,1,0.9615384615384616
3,5,3,2,0.9425287356321839
3,5,0,3,0.5789473684210527
3,5,1,0,0.06666666666666667
3,6,3,3,0.7888888888888889
3,6,0,0,0.6190476190476191
3,6,2,1,0.37142857142857144
3,6,1,2,0.09523809523809523
3,7,3,1,0.8043478260869565
3,7,0,0,0.631578947368421
3,7,2,2,0.41935483870967744
3,7,1,3,0.041666666666666664
3,8,3,1,0.5568181818181818
3,8,2,3,0.34615384615384615
3,8,0,0,0.3076923076923077
3,8,1,2,0.04
3,9,3,2,0.7422680412371134
3,9,2,1,0.3793103448275862
3,9,0,0,0.2222222222222222
3,9,1,3,0.08333333333333333
3,10,3,0,0.75
3,10,2,1,0.4411764705882353
3,10,0,2,0.41379310344827586
3,10,1,3,0.07142857142857142
3,11,3,1,0.6629213483146067
3,11,2,0,0.2727272727272727
3,11,0,2,0.09090909090909091
3,11,1,3,0.0
3,12,3,1,0.6511627906976745
3,12,0,0,0.3829787234042553
3,12,2,2,0.19230769230769232
3,12,1,3,0.037037037037037035
3,13,3,0,0.7045454545454546
3,13,0,2,0.37254901960784315
3,13,2,1,0.17857142857142858
3,13,1,3,0.0
3,14,3,3,0.7096774193548387
3,14,2,1,0.28846153846153844
3,14,1,2,0.08333333333333333
3,14,0,0,0.0
3,15,3,0,0.7582417582417582
3,15,0,2,0.45161290322580644
3,15,2,1,0.4411764705882353
3,15,1,3,0.0
3,16,3,1,0.7
3,16,0,3,0.3404255319148936
3,16,2,2,0.1875
3,16,1,0,0.0
3,17,3,1,0.47191011235955055
3,17,2,3,0.2833333333333333
3,17,1,2,0.06896551724137931
3,17,0,0,0.038461538461538464
3,18,3,1,0.5402298850574713
3,18,0,2,0.33962264150943394
3,18,2,0,0.3333333333333333
3,18,1,3,0.041666666666666664
3,19,3,1,0.6511627906976745
3,19,0,2,0.3829787234042553
3,19,2,0,0.25925925925925924
3,19,1,3,0.041666666666666664
3,20,3,3,0.6774193548387096
3,20,2,1,0.28846153846153844
3,20,1,0,0.07692307692307693
3,20,0,2,0.0
3,21,3,2,0.6
3,21,0,0,0.3877551020408163
3,21,2,1,0.2962962962962963
3,21,1,3,0.08
3,22,3,3,0.6436781609195402
3,22,2,2,0.35294117647058826
3,22,0,1,0.32653061224489793
3,22,1,0,0.2
3,23,3,0,0.6853932584269663
3,23,0,2,0.2962962962962963
3,23,2,1,0.17857142857142858
3,23,1,3,0.0
3,24,3,3,0.47191011235955055
3,24,2,0,0.375
3,24,0,2,0.25
3,24,1,1,0.06896551724137931
3,25,3,0,0.6532258064516129
3,25,2,1,0.2962962962962963
3,25,0,2,0.05263157894736842
4,5,1,2,0.6373626373626373
4,5,2,1,0.2857142857142857
4,5,3,0,0.038461538461538464
4,5,0,3,0.0
4,6,1,3,0.6785714285714286
4,6,0,2,0.4117647058823529
4,6,2,1,0.35294117647058826
4,6,3,0,0.03225806451612903
4,7,1,1,0.6590909090909091
4,7,2,2,0.27450980392156865
4,7,0,3,0.13043478260869565
4,7,3,0,0.03571428571428571
4,8,1,1,0.8870967741935484
4,8,2,0,0.8113207547169812
4,8,3,2,0.6086956521739131
4,8,0,3,0.45454545454545453
4,9,1,2,0.6741573033707865
4,9,0,3,0.5555555555555556
4,9,2,0,0.38461538461538464
4,9,3,1,0.14814814814814814
4,10,1,0,0.7407407407407407
4,10,0,3,0.6
4,10,2,2,0.40816326530612246
4,10,3,1,0.3333333333333333
4,11,1,1,0.8285714285714286
4,11,2,0,0.6545454545454545
4,11,3,2,0.4782608695652174
4,11,0,3,0.4444444444444444
4,12,1,1,0.8484848484848485
4,12,2,0,0.8235294117647058
4,12,3,3,0.7727272727272727
4,12,0,2,0.5
4,13,1,0,0.8055555555555556
4,13,2,2,0.75
4,13,0,1,0.5555555555555556
4,13,3,3,0.2
4,14,0,2,0.75
4,14,1,3,0.7160493827160493
4,14,2,1,0.6923076923076923
4,14,3,0,0.3157894736842105
4,15,1,0,0.7721518987341772
4,15,0,3,0.625
4,15,2,2,0.5208333333333334
4,15,3,1,0.3333333333333333
4,16,1,1,0.8472222222222222
4,16,2,3,0.7169811320754716
4,16,0,0,0.4444444444444444
4,16,3,2,0.11538461538461539
4,17,2,3,0.8846153846153846
4,17,1,1,0.7619047619047619
4,17,0,0,0.6666666666666666
4,17,3,2,0.2727272727272727
4,18,1,1,0.8387096774193549
4,18,2,2,0.7678571428571429
4,18,3,3,0.44
4,18,0,0,0.4166666666666667
4,19,3,3,0.8947368421052632
4,19,0,0,0.875
4,19,1,1,0.8484848484848485
4,19,2,2,0.8235294117647058
4,20,1,3,0.7215189873417721
4,20,2,1,0.6923076923076923
4,20,0,0,0.5
4,20,3,2,0.22727272727272727
4,21,1,2,0.7846153846153846
4,21,2,0,0.7777777777777778
4,21,0,1,0.6
4,21,3,3,0.46153846153846156
4,22,1,3,0.782608695652174
4,22,2,1,0.6607142857142857
4,22,0,0,0.3
4,22,3,2,0.1935483870967742
4,23,1,0,0.8309859154929577
4,23,2,2,0.75
4,23,0,1,0.5555555555555556
4,23,3,3,0.2
4,24,1,3,0.7619047619047619
4,24,2,2,0.76
4,24,0,0,0.3157894736842105
4,24,3,1,0.2727272727272727
4,25,0,1,0.6
4,25,1,0,0.5040650406504065
4,25,3,2,0.058823529411764705
5,6,2,3,0.8043478260869565
5,6,3,0,0.5294117647058824
5,6,1,1,0.38235294117647056
5,6,0,2,0.0
5,7,2,1,0.8586956521739131
5,7,3,0,0.5333333333333333
5,7,1,2,0.43333333333333335
5,7,0,3,0.03571428571428571
5,8,2,1,0.5777777777777777
5,8,1,3,0.3076923076923077
5,8,3,0,0.22448979591836735
5,8,0,2,0.0
5,9,2,2,0.7755102040816326
5,9,1,1,0.39285714285714285
5,9,3,0,0.2413793103448276
5,9,0,3,0.0
5,10,2,0,0.7849462365591398
5,10,3,2,0.5
5,10,1,1,0.4117647058823529
5,10,0,3,0.0
5,11,2,1,0.7
5,11,1,0,0.2777777777777778
5,11,0,2,0.08
5,11,3,3,0.0
5,12,2,1,0.6896551724137931
5,12,1,0,0.26785714285714285
5,12,0,3,0.03225806451612903
5,12,3,2,0.0
5,13,2,0,0.7613636363636364
5,13,1,2,0.2459016393442623
5,13,0,1,0.0
5,13,3,3,0.0
5,14,2,3,0.7263157894736842
5,14,1,1,0.29411764705882354
5,14,0,0,0.0
5,14,3,2,0.0
5,15,2,0,0.8131868131868132
5,15,3,2,0.4230769230769231
5,15,1,1,0.4117647058823529
5,15,0,3,0.0
5,16,2,1,0.7555555555555555
5,16,1,3,0.2545454545454545
5,16,0,0,0.0
5,16,3,2,0.0
5,17,2,1,0.4945054945054945
5,17,1,0,0.2692307692307692
5,17,3,3,0.19230769230769232
5,17,0,2,0.0
5,18,2,1,0.5795454545454546
5,18,1,0,0.34615384615384615
5,18,3,2,0.21153846153846154
5,18,0,3,0.0
5,19,2,1,0.6896551724137931
5,19,1,0,0.2692307692307692
5,19,3,2,0.2391304347826087
5,19,0,3,0.03571428571428571
5,20,2,3,0.6947368421052632
5,20,1,1,0.29411764705882354
5,20,0,0,0.0
5,20,3,2,0.0
5,21,2,2,0.6206896551724138
5,21,1,1,0.3076923076923077
5,21,3,0,0.22448979591836735
5,21,0,3,0.0
5,22,2,3,0.6444444444444445
5,22,1,2,0.36363636363636365
5,22,3,1,0.2127659574468085
5,22,0,0,0.0
5,23,2,0,0.7415730337078652
5,23,1,2,0.26666666666666666
5,23,0,1,0.0625
5,23,3,3,0.0
5,24,2,3,0.4945054945054945
5,24,1,0,0.3870967741935484
5,24,3,2,0.18181818181818182
5,24,0,1,0.0
5,25,2,0,0.6935483870967742
5,25,1,1,0.3076923076923077
5,25,0,2,0.1
6,7,3,1,0.9404761904761905
6,7,0,0,0.8
6,7,1,3,0.5185185185185185
6,7,2,2,0.25
6,8,3,1,0.6144578313253012
6,8,2,3,0.4444444444444444
6,8,1,0,0.36538461538461536
6,8,0,2,0.0
6,9,3,2,0.9080459770114943
6,9,1,0,0.5666666666666667
6,9,2,3,0.4117647058823529
6,9,0,1,0.07407407407407407
6,10,3,0,0.8372093023255814
6,10,2,3,0.5294117647058824
6,10,0,2,0.37037037037037035
6,10,1,1,0.21621621621621623
6,11,3,1,0.7682926829268293
6,11,1,0,0.40425531914893614
6,11,2,3,0.2777777777777778
6,11,0,2,0.06666666666666667
6,12,3,1,0.6951219512195121
6,12,1,0,0.3333333333333333
6,12,2,2,0.29411764705882354
6,12,0,3,0.027777777777777776
6,13,3,0,0.75
6,13,2,1,0.4117647058823529
6,13,1,2,0.32727272727272727
6,13,0,3,0.0
6,14,3,3,0.8571428571428571
6,14,1,1,0.46511627906976744
6,14,2,2,0.4117647058823529
6,14,0,0,0.0
6,15,3,0,0.7840909090909091
6,15,0,2,0.36666666666666664
6,15,2,3,0.35294117647058826
6,15,1,1,0.21621621621621623
6,16,3,1,0.7857142857142857
6,16,1,3,0.32
6,16,2,0,0.2777777777777778
6,16,0,2,0.0
6,17,3,1,0.5421686746987951
6,17,2,0,0.3888888888888889
6,17,1,3,0.35185185185185186
6,17,0,2,0.0
6,18,3,1,0.5975609756097561
6,18,2,0,0.5882352941176471
6,18,1,2,0.34545454545454546
6,18,0,3,0.0
6,19,3,1,0.6951219512195121
6,19,2,0,0.47058823529411764
6,19,1,2,0.3333333333333333
6,19,0,3,0.030303030303030304
6,20,3,3,0.8214285714285714
6,20,2,0,0.47058823529411764
6,20,1,1,0.4318181818181818
6,20,0,2,0.0
6,21,3,2,0.6219512195121951
6,21,2,1,0.5294117647058824
6,21,1,0,0.33962264150943394
6,21,0,3,0.0
6,22,3,3,0.75
6,22,2,0,0.35294117647058826
6,22,1,1,0.2830188679245283
6,22,0,2,0.029411764705882353
6,23,3,0,0.7294117647058823
6,23,1,2,0.35185185185185186
6,23,2,1,0.3333333333333333
6,23,0,3,0.0
6,24,2,0,0.5909090909090909
6,24,3,3,0.5421686746987951
6,24,1,2,0.3695652173913043
6,24,0,1,0.0
6,25,3,0,0.6422764227642277
6,25,2,1,0.5294117647058824
6,25,0,2,0.06666666666666667
7,8,1,1,0.5977011494252874
7,8,2,3,0.22727272727272727
7,8,0,0,0.19607843137254902
7,8,3,2,0.11428571428571428
7,9,1,2,0.8791208791208791
7,9,3,0,0.4666666666666667
7,9,2,1,0.3333333333333333
7,9,0,3,0.0
7,10,1,0,0.8111111111111111
7,10,0,2,0.36
7,10,2,1,0.20588235294117646
7,10,3,3,0.12
7,11,1,1,0.7647058823529411
7,11,3,0,0.3404255319148936
7,11,2,3,0.2
7,11,0,2,0.03571428571428571
7,12,1,1,0.6744186046511628
7,12,0,0,0.23404255319148937
7,12,2,2,0.15
7,12,3,3,0.1388888888888889
7,13,1,0,0.7471264367816092
7,13,0,2,0.23529411764705882
7,13,2,1,0.13636363636363635
7,13,3,3,0.08333333333333333
7,14,1,3,0.8089887640449438
7,14,2,1,0.2826086956521739
7,14,3,0,0.17391304347826086
7,14,0,2,0.0
7,15,1,0,0.8
7,15,0,2,0.3103448275862069
7,15,2,1,0.20588235294117646
7,15,3,3,0.08695652173913043
7,16,1,1,0.7816091954022989
7,16,3,2,0.34782608695652173
7,16,2,3,0.24
7,16,0,0,0.0
7,17,1,1,0.5287356321839081
7,17,2,3,0.2545454545454545
7,17,3,0,0.125
7,17,0,2,0.0
7,18,1,1,0.5813953488372093
7,18,2,0,0.2727272727272727
7,18,0,2,0.20754716981132076
7,18,3,3,0.08571428571428572
7,19,1,1,0.6744186046511628
7,19,0,2,0.23404255319148937
7,19,2,0,0.18181818181818182
7,19,3,3,0.11764705882352941
7,20,1,3,0.7752808988764045
7,20,2,1,0.2826086956521739
7,20,3,2,0.16
7,20,0,0,0.0
7,21,1,2,0.6046511627906976
7,21,0,0,0.24489795918367346
7,21,2,1,0.22727272727272727
7,21,3,3,0.05263157894736842
7,22,1,3,0.7058823529411765
7,22,3,2,0.3448275862068966
7,22,0,1,0.20833333333333334
7,22,2,0,0.14285714285714285
7,23,1,0,0.7272727272727273
7,23,3,2,0.25
7,23,2,1,0.13636363636363635
7,23,0,3,0.0
7,24,1,3,0.5287356321839081
7,24,2,0,0.2413793103448276
7,24,3,2,0.17647058823529413
7,24,0,1,0.0
7,25,1,0,0.6829268292682927
7,25,2,1,0.22727272727272727
7,25,0,2,0.08333333333333333
8,9,1,2,0.5955056179775281
8,9,3,3,0.45454545454545453
8,9,0,0,0.39622641509433965
8,9,2,1,0.21428571428571427
8,10,1,0,0.675
8,10,3,3,0.5
8,10,0,2,0.42
8,10,2,1,0.34375
8,11,1,1,0.7794117647058824
8,11,0,0,0.6607142857142857
8,11,2,2,0.37037037037037035
8,11,3,3,0.36363636363636365
8,12,1,1,0.8253968253968254
8,12,0,0,0.7272727272727273
8,12,2,3,0.68
8,12,3,2,0.5555555555555556
8,13,1,0,0.7323943661971831
8,13,0,2,0.7241379310344828
8,13,3,1,0.3333333333333333
8,13,2,3,0.17391304347826086
8,14,0,1,0.6363636363636364
8,14,1,3,0.6296296296296297
8,14,3,2,0.45454545454545453
8,14,2,0,0.2727272727272727
8,15,1,0,0.7051282051282052
8,15,3,3,0.6666666666666666
8,15,0,2,0.5306122448979592
8,15,2,1,0.34375
8,16,1,1,0.7746478873239436
8,16,0,3,0.7222222222222222
8,16,3,0,0.36363636363636365
8,16,2,2,0.14285714285714285
8,17,1,1,0.7931034482758621
8,17,0,3,0.7543859649122807
8,17,3,0,0.5454545454545454
8,17,2,2,0.40625
8,18,1,1,0.8771929824561403
8,18,0,2,0.8035714285714286
8,18,2,3,0.625
8,18,3,0,0.5833333333333334
8,19,1,1,0.8253968253968254
8,19,0,2,0.7272727272727273
8,19,2,3,0.625
8,19,3,0,0.5454545454545454
8,20,1,3,0.6538461538461539
8,20,0,1,0.6363636363636364
8,20,3,0,0.3076923076923077
8,20,2,2,0.25
8,21,1,2,0.8166666666666667
8,21,0,0,0.75
8,21,3,1,0.6363636363636364
8,21,2,3,0.5769230769230769
8,22,1,3,0.7313432835820896
8,22,0,1,0.7272727272727273
8,22,3,0,0.25
8,22,2,2,0.21212121212121213
8,23,1,0,0.7571428571428571
8,23,0,2,0.6949152542372882
8,23,3,1,0.3333333333333333
8,23,2,3,0.17391304347826086
8,24,1,3,0.7931034482758621
8,24,0,2,0.7307692307692307
8,24,3,0,0.42105263157894735
8,24,2,1,0.40625
8,25,3,1,0.6363636363636364
8,25,1,0,0.44715447154471544
8,25,0,2,0.02040816326530612
9,10,2,0,0.8241758241758241
9,10,3,3,0.7777777777777778
9,10,1,1,0.5416666666666666
9,10,0,2,0.5161290322580645
9,11,2,1,0.7191011235955056
9,11,0,0,0.5333333333333333
9,11,3,3,0.4444444444444444
9,11,1,2,0.34782608695652173
9,12,2,1,0.651685393258427
9,12,0,0,0.39215686274509803
9,12,3,2,0.3333333333333333
9,12,1,3,0.16129032258064516
9,13,2,0,0.7032967032967034
9,13,3,1,0.4
9,13,0,2,0.38181818181818183
9,13,1,3,0.10526315789473684
9,14,2,3,0.8636363636363636
9,14,3,2,0.5555555555555556
9,14,0,1,0.5
9,14,1,0,0.29411764705882354
9,15,2,0,0.7553191489361702
9,15,3,3,0.625
9,15,1,1,0.5416666666666666
9,15,0,2,0.45714285714285713
9,16,2,1,0.7555555555555555
9,16,3,0,0.625
9,16,0,3,0.35294117647058826
9,16,1,2,0.18181818181818182
9,17,2,1,0.5454545454545454
9,17,3,0,0.5
9,17,0,3,0.4074074074074074
9,17,1,2,0.05405405405405406
9,18,2,1,0.5617977528089888
9,18,0,2,0.375
9,18,3,0,0.3076923076923077
9,18,1,3,0.1
9,19,2,1,0.651685393258427
9,19,3,0,0.5
9,19,0,2,0.39215686274509803
9,19,1,3,0.13793103448275862
9,20,2,3,0.8295454545454546
9,20,0,1,0.4666666666666667
9,20,3,0,0.36363636363636365
9,20,1,2,0.14285714285714285
9,21,2,2,0.5842696629213483
9,21,3,1,0.45454545454545453
9,21,0,0,0.39622641509433965
9,21,1,3,0.09375
9,22,2,3,0.6818181818181818
9,22,3,0,0.625
9,22,1,2,0.36
9,22,0,1,0.33962264150943394
9,23,2,0,0.6847826086956522
9,23,3,1,0.4
9,23,0,2,0.35714285714285715
9,23,1,3,0.10526315789473684
9,24,2,3,0.5454545454545454
9,24,0,2,0.3469387755102041
9,24,3,0,0.25
9,24,1,1,0.05405405405405406
9,25,2,0,0.6935483870967742
9,25,3,1,0.45454545454545453
9,25,0,2,0.0
10,11,0,1,0.7901234567901234
10,11,2,0,0.43478260869565216
10,11,1,2,0.42857142857142855
10,11,3,3,0.36363636363636365
10,12,0,1,0.7375
10,12,2,0,0.44680851063829785
10,12,3,2,0.4
10,12,1,3,0.3235294117647059
10,13,0,0,0.7710843373493976
10,13,3,1,0.6
10,13,2,2,0.40384615384615385
10,13,1,3,0.2
10,14,0,3,0.7528089887640449
10,14,3,2,0.6
10,14,2,1,0.4318181818181818
10,14,1,0,0.19230769230769232
10,15,1,1,1.0
10,15,0,0,0.891566265060241
10,15,2,2,0.7777777777777778
10,15,3,3,0.6666666666666666
10,16,0,1,0.7857142857142857
10,16,3,0,0.5
10,16,2,3,0.40425531914893614
10,16,1,2,0.16666666666666666
10,17,0,1,0.6
10,17,3,0,0.5454545454545454
10,17,2,3,0.37735849056603776
10,17,1,2,0.14285714285714285
10,18,0,1,0.6375
10,18,3,0,0.46153846153846156
10,18,2,2,0.39622641509433965
10,18,1,3,0.2
10,19,0,1,0.7375
10,19,3,0,0.5454545454545454
10,19,2,2,0.44680851063829785
10,19,1,3,0.3125
10,20,0,3,0.7386363636363636
10,20,3,0,0.5454545454545454
10,20,2,1,0.4
10,20,1,2,0.13793103448275862
10,21,0,2,0.6625
10,21,3,1,0.6363636363636364
10,21,2,0,0.42
10,21,1,3,0.2222222222222222
10,22,0,3,0.6666666666666666
10,22,3,0,0.5
10,22,2,1,0.3877551020408163
10,22,1,2,0.34375
10,23,0,0,0.7710843373493976
10,23,3,1,0.45454545454545453
10,23,2,2,0.37735849056603776
10,23,1,3,0.2
10,24,0,3,0.6
10,24,2,2,0.3695652173913043
10,24,3,0,0.35
10,24,1,1,0.14285714285714285
10,25,0,0,0.6422764227642277
10,25,3,1,0.6363636363636364
10,25,1,2,0.043478260869565216
11,12,1,1,0.8260869565217391
11,12,0,0,0.6981132075471698
11,12,2,3,0.4444444444444444
11,12,3,2,0.2222222222222222
11,13,1,0,0.8611111111111112
11,13,0,2,0.6666666666666666
11,13,3,1,0.3
11,13,2,3,0.2
11,14,1,3,0.7875
11,14,0,1,0.6666666666666666
11,14,3,2,0.4444444444444444
11,14,2,0,0.3157894736842105
