Solution 1,Solution 2,Cluster 1,Cluster 2,Jaccard Similarity
0,20,3,2,0.24428822495606328
0,21,0,2,0.6541554959785523
0,21,2,3,0.45976095617529883
0,21,1,1,0.44624447717231225
0,21,3,0,0.2313803376365442
0,22,2,3,0.24572514249525015
0,22,1,0,0.23865755127408328
0,22,0,1,0.18339307048984468
0,22,3,2,0.07491486946651532
0,23,1,3,0.23403019744483158
0,23,2,1,0.21223958333333334
0,23,0,0,0.15320512820512822
0,23,3,2,0.07827788649706457
0,24,0,2,0.645017793594306
0,24,2,3,0.3914956011730205
0,24,1,1,0.37884471117779445
0,24,3,0,0.2077922077922078
0,25,0,3,0.6459790209790209
0,25,1,1,0.4028169014084507
0,25,2,2,0.35411670663469225
0,25,3,0,0.21811460258780038
0,26,0,1,0.6164510166358595
0,26,2,3,0.35770609318996416
0,26,1,0,0.29044585987261146
0,26,3,2,0.06842105263157895
0,27,1,3,0.3427540589296452
0,27,2,1,0.2563573883161512
0,27,0,2,0.15082382762991128
0,27,3,0,0.10130718954248366
0,28,0,1,0.6718213058419243
0,28,2,0,0.4531772575250836
0,28,1,3,0.4511558538404176
0,28,3,2,0.22514619883040934
0,29,0,0,0.6424021838034577
0,29,1,3,0.42378048780487804
0,29,2,1,0.3822825219473264
0,29,3,2,0.24957841483979765
0,30,0,2,0.6383701188455009
0,30,2,1,0.3076923076923077
0,30,1,0,0.2567237163814181
0,30,3,3,0.09252971137521222
0,31,0,2,0.6352941176470588
0,31,2,1,0.2474074074074074
0,31,1,0,0.23499361430395913
0,31,3,3,0.16549295774647887
0,32,0,3,0.6666666666666666
0,32,2,2,0.475736568457539
0,32,1,0,0.371301775147929
0,32,3,1,0.23098859315589354
0,33,0,0,0.7026785714285714
0,33,1,2,0.48569482288828336
0,33,2,3,0.3614213197969543
0,33,3,1,0.2634315424610052
0,34,0,0,0.622093023255814
0,34,1,1,0.288135593220339
0,34,2,3,0.21567267683772537
0,34,3,2,0.08547794117647059
0,35,0,1,0.5890909090909091
0,35,2,0,0.29635258358662614
0,35,1,3,0.2746972594008923
0,35,3,2,0.1763740771123872
0,36,0,0,0.6883348174532502
0,36,2,2,0.47113594040968343
0,36,1,3,0.4387323943661972
0,36,3,1,0.2302158273381295
0,37,1,2,0.2819058423142371
0,37,3,1,0.2718168812589413
0,37,2,3,0.22156862745098038
0,37,0,0,0.18130132659507264
0,38,1,0,0.2787377911344853
0,38,2,3,0.2233972240581626
0,38,0,1,0.19729206963249515
0,38,3,2,0.14131274131274132
0,39,0,2,0.7275985663082437
0,39,1,1,0.5562770562770563
0,39,2,3,0.5026014568158168
0,39,3,0,0.30828516377649323
0,40,0,3,0.6443629697525206
0,40,1,2,0.38283582089552237
0,40,2,1,0.373134328358209
0,40,3,0,0.24958123953098826
0,41,1,3,0.2768999247554552
0,41,2,2,0.2233972240581626
0,41,0,1,0.19793681495809157
0,41,3,0,0.14087759815242495
0,42,0,0,0.7662082514734774
0,42,1,3,0.6410646387832699
0,42,2,2,0.5127041742286751
0,42,3,1,0.2716297786720322
0,43,0,1,0.6883348174532502
0,43,2,2,0.47113594040968343
0,43,1,0,0.43842364532019706
0,43,3,3,0.22931654676258992
0,44,0,2,0.6443629697525206
0,44,1,3,0.38283582089552237
0,44,2,0,0.3739198743126473
0,44,3,1,0.24979044425817268
0,45,0,1,0.6262135922330098
0,45,1,3,0.31807909604519774
0,45,2,2,0.2760968229954614
0,45,3,0,0.08553230209281165
0,46,0,2,0.6426618049225159
0,46,1,3,0.42378048780487804
0,46,2,0,0.38197767145135564
0,46,3,1,0.2502106149957877
0,47,0,2,0.6535714285714286
0,47,2,0,0.45866454689984104
0,47,1,3,0.44509948415622697
0,47,3,1,0.23038728897715988
0,48,0,0,0.671244635193133
0,48,2,2,0.45309882747068675
0,48,1,3,0.4511558538404176
0,48,3,1,0.22590068159688412
0,49,0,0,0.6811965811965812
0,49,1,2,0.4371468926553672
0,49,2,3,0.4028056112224449
0,49,3,1,0.24163879598662208
0,50,1,3,0.3561030235162374
0,50,2,2,0.24267782426778242
0,50,0,0,0.16065781151170144
0,50,3,1,0.08567774936061381
0,51,0,2,0.34172185430463575
0,51,2,1,0.23880597014925373
0,51,1,3,0.2018140589569161
0,51,3,0,0.13768686073957515
0,52,0,3,0.5984990619136961
0,52,1,2,0.26472534745201853
0,52,2,1,0.2466931216931217
0,52,3,0,0.14332784184514002
0,53,0,0,0.5917808219178082
0,53,1,3,0.2549143944197844
0,53,2,2,0.24183460736622656
0,53,3,1,0.159798149705635
0,54,0,3,0.7669616519174042
0,54,1,1,0.6410646387832699
0,54,2,0,0.514519056261343
0,54,3,2,0.2719033232628399
0,55,0,1,0.6347607052896725
0,55,2,0,0.2472242783123612
0,55,1,2,0.23450479233226837
0,55,3,3,0.16549295774647887
0,56,0,2,0.6282271944922547
0,56,1,3,0.3267064280980782
0,56,2,1,0.2528641571194763
0,56,3,0,0.15390686661404893
0,57,0,1,0.6534926470588235
0,57,1,3,0.308634772462077
0,57,2,2,0.28647014361300077
0,57,3,0,0.1557128412537917
0,58,0,3,0.6389124893797791
0,58,2,2,0.3079416531604538
0,58,1,0,0.2567237163814181
0,58,3,1,0.09329940627650551
0,59,0,0,0.7677543186180422
0,59,1,3,0.6446096654275093
0,59,2,2,0.49759846301633043
0,59,3,1,0.27655310621242485
0,60,0,3,0.5909510618651893
0,60,1,1,0.3201607501674481
0,60,2,2,0.26939655172413796
0,60,3,0,0.13524264120922833
0,61,0,0,0.5975395430579965
0,61,1,3,0.33377135348226017
0,61,2,1,0.23126801152737753
0,61,3,2,0.16244541484716157
0,62,0,0,0.6293183940242764
0,62,1,1,0.27714093054619016
0,62,2,3,0.21613832853025935
0,62,3,2,0.15715344699777614
0,63,0,1,0.599437148217636
0,63,1,0,0.2656972901520159
0,63,2,2,0.24719101123595505
0,63,3,3,0.14132231404958678
0,64,0,3,0.6123019571295434
0,64,1,1,0.412292817679558
0,64,2,2,0.36610878661087864
0,64,3,0,0.08458646616541353
0,65,0,2,0.5858310626702997
0,65,2,3,0.2955064737242955
0,65,1,0,0.2739987285441831
0,65,3,1,0.1749795584627964
0,66,0,0,0.6293183940242764
0,66,1,2,0.2759784075573549
0,66,2,3,0.21613832853025935
0,66,3,1,0.15766099185788304
0,67,0,2,0.6412078152753108
0,67,2,1,0.39063643013899046
0,67,1,3,0.377344336084021
0,67,3,0,0.2077922077922078
0,68,0,3,0.6136783733826248
0,68,2,2,0.35719398711524697
0,68,1,1,0.2898089171974522
0,68,3,0,0.06830122591943957
0,69,0,0,0.6150978564771669
0,69,1,1,0.412292817679558
0,69,2,3,0.36662011173184356
0,69,3,2,0.08466603951081844
0,70,0,1,0.642602495543672
0,70,1,2,0.4007352941176471
0,70,2,3,0.3904833836858006
0,70,3,0,0.20744186046511628
0,71,1,0,0.34253149370125974
0,71,2,2,0.2567102546455609
0,71,0,3,0.15019011406844107
0,71,3,1,0.10032715376226826
0,72,0,3,0.5975286849073257
0,72,1,2,0.33377049180327867
0,72,2,0,0.23126801152737753
0,72,3,1,0.16289198606271776
0,73,0,0,0.5
0,73,1,3,0.29411764705882354
0,73,2,2,0.2649930264993027
0,73,3,1,0.1318007662835249
0,74,0,0,0.6811965811965812
0,74,1,3,0.43745583038869257
0,74,2,2,0.4024024024024024
0,74,3,1,0.24163879598662208
0,75,1,1,0.3429429429429429
0,75,2,2,0.2567102546455609
0,75,0,3,0.15019011406844107
0,75,3,0,0.10130718954248366
0,76,0,0,0.5885558583106267
0,76,2,3,0.2955064737242955
0,76,1,2,0.27452229299363057
0,76,3,1,0.17594108019639934
0,77,0,2,0.614165890027959
0,77,1,0,0.412292817679558
0,77,2,3,0.36662011173184356
0,77,3,1,0.08458646616541353
0,78,1,1,0.2787377911344853
0,78,2,3,0.2233972240581626
0,78,0,2,0.1978021978021978
0,78,3,0,0.14087759815242495
0,79,1,3,0.2768999247554552
0,79,2,1,0.22405816259087905
0,79,0,2,0.19806451612903225
0,79,3,0,0.14087759815242495
0,80,0,0,0.5885558583106267
0,80,2,2,0.2952815829528158
0,80,1,3,0.2746972594008923
0,80,3,1,0.17594108019639934
0,81,0,1,0.5876475930971844
0,81,2,3,0.2955064737242955
0,81,1,0,0.2739987285441831
0,81,3,2,0.17526617526617527
0,82,0,3,0.6136783733826248
0,82,2,1,0.35719398711524697
0,82,1,0,0.29044585987261146
0,82,3,2,0.06836108676599474
0,83,0,2,0.6155268022181146
0,83,2,3,0.35770609318996416
0,83,1,1,0.2898089171974522
0,83,3,0,0.06830122591943957
0,84,0,1,0.6277939747327502
0,84,1,2,0.31807909604519774
0,84,2,0,0.2766439909297052
0,84,3,3,0.08469945355191257
0,85,0,2,0.5908675799086758
0,85,1,1,0.2545915136162128
0,85,2,0,0.24133148404993066
0,85,3,3,0.15838247683235046
0,86,0,3,0.5984990619136961
0,86,1,0,0.2656972901520159
0,86,2,1,0.24702774108322326
0,86,3,2,0.14132231404958678
0,87,0,3,0.5984990619136961
0,87,1,0,0.2656972901520159
0,87,2,2,0.2468563864990073
0,87,3,1,0.14273927392739275
0,88,1,3,0.2822260079500284
0,88,3,1,0.27285714285714285
0,88,2,0,0.22243966079582517
0,88,0,2,0.1811272957568081
0,89,0,2,0.592797783933518
0,89,1,3,0.3199195171026157
0,89,2,1,0.26920315865039485
0,89,3,0,0.13524264120922833
0,90,0,3,0.589041095890411
0,90,1,2,0.25475285171102663
0,90,2,1,0.24183460736622656
0,90,3,0,0.15952980688497062
0,91,1,0,0.2787377911344853
0,91,2,2,0.22376237623762377
0,91,0,1,0.19729206963249515
0,91,3,3,0.141640866873065
0,92,1,2,0.2787377911344853
0,92,2,1,0.22405816259087905
0,92,0,3,0.1979301423027167
0,92,3,0,0.14087759815242495
0,93,0,0,0.6164510166358595
0,93,2,3,0.35770609318996416
0,93,1,2,0.2898089171974522
0,93,3,1,0.06836108676599474
0,94,0,2,0.6155268022181146
0,94,2,3,0.35770609318996416
0,94,1,0,0.29044585987261146
0,94,3,1,0.06836108676599474
0,95,0,2,0.6268221574344023
0,95,1,3,0.31807909604519774
0,95,2,1,0.27685325264750377
0,95,3,0,0.08553230209281165
0,96,0,0,0.5937211449676824
0,96,1,1,0.32126089872568747
0,96,2,2,0.2699210337401292
0,96,3,3,0.13476874003189793
0,97,0,2,0.5872727272727273
0,97,2,1,0.2960426179604262
0,97,1,3,0.2746972594008923
0,97,3,0,0.17565359477124182
0,98,0,3,0.5975286849073257
0,98,1,2,0.33377049180327867
0,98,2,1,0.23160173160173161
0,98,3,0,0.16362053959965187
0,99,0,3,0.5909510618651893
0,99,1,0,0.32083054253181514
0,99,2,1,0.2697274031563845
0,99,3,2,0.13476874003189793
0,100,0,3,0.5909510618651893
0,100,1,0,0.32083054253181514
0,100,2,2,0.26939655172413796
0,100,3,1,0.13535031847133758
0,101,0,3,0.5909510618651893
0,101,1,1,0.3201607501674481
0,101,2,0,0.26953405017921145
0,101,3,2,0.13476874003189793
0,102,1,3,0.2768999247554552
0,102,2,0,0.22442244224422442
0,102,0,2,0.19806451612903225
0,102,3,1,0.1412037037037037
0,103,1,0,0.2787377911344853
0,103,2,1,0.22442244224422442
0,103,0,3,0.1979301423027167
0,103,3,2,0.1412037037037037
0,104,0,1,0.5867393278837421
0,104,2,2,0.2952815829528158
0,104,1,3,0.2746972594008923
0,104,3,0,0.17565359477124182
0,105,0,3,0.5863636363636363
0,105,2,1,0.2960426179604262
0,105,1,2,0.27452229299363057
0,105,3,0,0.17565359477124182
0,106,0,2,0.5858310626702997
0,106,2,3,0.2955064737242955
0,106,1,1,0.2743475493316359
0,106,3,0,0.17565359477124182
0,107,1,1,0.23348783314020857
0,107,2,0,0.21182586094866795
0,107,0,2,0.15295629820051415
0,107,3,3,0.07737512242899118
0,108,1,3,0.23403019744483158
0,108,2,1,0.21182586094866795
0,108,0,2,0.15186615186615188
0,108,3,0,0.07992202729044834
0,109,0,1,0.5867393278837421
0,109,2,3,0.2955064737242955
0,109,1,2,0.27452229299363057
0,109,3,0,0.17565359477124182
0,110,0,2,0.5899543378995433
0,110,1,3,0.2549143944197844
0,110,2,1,0.24183460736622656
0,110,3,0,0.15952980688497062
0,111,0,1,0.592797783933518
0,111,1,2,0.3205902079141516
0,111,2,0,0.26953405017921145
0,111,3,3,0.13476874003189793
0,112,0,3,0.6389124893797791
0,112,2,2,0.3079416531604538
0,112,1,1,0.25703794369645044
0,112,3,0,0.0940677966101695
0,113,0,3,0.5984990619136961
0,113,1,1,0.26538716082064856
0,113,2,2,0.2468563864990073
0,113,3,0,0.14332784184514002
0,114,0,2,0.6146025878003697
0,114,2,1,0.35719398711524697
0,114,1,0,0.29044585987261146
0,114,3,3,0.06842105263157895
0,115,0,1,0.592797783933518
0,115,1,3,0.3199195171026157
0,115,2,0,0.26953405017921145
0,115,3,2,0.1346613545816733
0,116,1,0,0.35095874491574663
0,116,3,2,0.0018484288354898336
0,116,2,1,0.0
1,2,0,3,0.8218243819266837
1,2,1,0,0.708171206225681
1,2,2,2,0.6134913400182316
1,2,3,1,0.13847583643122677
1,3,0,2,0.6949685534591195
1,3,1,0,0.6567877629063098
1,3,2,1,0.4710344827586207
1,3,3,3,0.19448275862068964
1,4,0,2,0.5785007072135785
1,4,1,3,0.22022955523672882
1,4,2,0,0.20263705759888967
1,4,3,1,0.1650763358778626
1,5,0,2,0.5047970479704798
1,5,1,0,0.3059105431309904
1,5,2,3,0.20857699805068225
1,5,3,1,0.17857142857142858
1,6,0,3,0.5047479912344777
1,6,2,2,0.3387372013651877
1,6,1,1,0.32061579651941097
1,6,3,0,0.08340353833192923
1,7,0,3,0.7886728655959425
1,7,1,0,0.6193737769080235
1,7,2,1,0.5967885816235504
1,7,3,2,0.10033167495854063
1,8,0,0,0.7267716535433071
1,8,1,2,0.6285452881976212
1,8,2,3,0.3848122866894198
1,8,3,1,0.13732394366197184
1,9,0,1,0.727344365642238
1,9,1,2,0.6288848263254113
1,9,2,0,0.3853367433930094
1,9,3,3,0.13668430335097
1,10,0,1,0.8219761499148212
1,10,1,0,0.708171206225681
1,10,2,3,0.6140510948905109
1,10,3,2,0.137546468401487
1,11,0,1,0.4946164199192463
1,11,1,2,0.2662440570522979
1,11,3,0,0.23431372549019608
1,11,2,3,0.2339699863574352
1,12,0,0,0.5517492711370262
1,12,1,1,0.272948822095857
1,12,3,3,0.23605947955390336
1,12,2,2,0.23000660938532716
1,13,0,0,0.4063342318059299
1,13,1,2,0.2315035799522673
1,13,2,1,0.21437994722955145
1,13,3,3,0.09126063418406806
1,14,0,1,0.8064791133844842
1,14,1,0,0.7162426614481409
1,14,2,2,0.4746588693957115
1,14,3,3,0.17619420516836334
1,15,0,0,0.8994932432432432
1,15,2,1,0.7835144927536232
1,15,1,2,0.7420948616600791
1,15,3,3,0.19185282522996058
1,16,0,2,0.5514223194748359
1,16,1,3,0.2731707317073171
1,16,3,0,0.23654916512059368
1,16,2,1,0.23000660938532716
1,17,0,2,0.7686440677966102
1,17,1,0,0.6552734375
1,17,2,1,0.6223214285714286
1,17,3,3,0.10548885077186965
1,18,0,3,0.7650551314673452
1,18,1,0,0.6397205588822356
1,18,2,1,0.5883424408014571
1,18,3,2,0.134185303514377
1,19,0,1,0.7694915254237288
1,19,1,0,0.6552734375
1,19,2,2,0.6228775692582663
1,19,3,3,0.10548885077186965
1,20,0,3,0.3467966573816156
1,20,1,2,0.23974082073434125
1,20,2,1,0.23684210526315788
1,20,3,0,0.2204155374887082
1,21,0,3,0.36995654872749845
1,21,2,2,0.202113606340819
1,21,3,1,0.16489361702127658
1,21,1,0,0.1615326821938392
1,22,0,3,0.7769347496206374
1,22,1,1,0.6584289496910856
1,22,2,0,0.5102040816326531
1,22,3,2,0.20024875621890548
1,23,2,3,0.9978213507625272
1,23,0,1,0.9973214285714286
1,23,1,0,0.9964705882352941
1,23,3,2,0.9964349376114082
1,24,0,3,0.49934036939313986
1,24,1,0,0.2822966507177033
1,24,2,1,0.24456958970233306
1,24,3,2,0.11629686304514154
1,25,0,2,0.4652974504249292
1,25,1,0,0.25115562403698
1,25,3,1,0.23800738007380073
1,25,2,3,0.21842105263157896
1,26,0,3,0.4917817225509533
1,26,2,2,0.3459915611814346
1,26,1,0,0.3102362204724409
1,26,3,1,0.11668036154478226
1,27,0,1,0.7319182389937107
1,27,1,2,0.651252408477842
1,27,2,3,0.3921146953405018
1,27,3,0,0.16402714932126697
1,28,0,0,0.3649870801033592
1,28,2,1,0.21049304677623262
1,28,3,3,0.16129032258064516
1,28,1,2,0.14757709251101322
1,29,0,1,0.44216290212183434
1,29,1,2,0.28263988522238165
1,29,3,3,0.21073558648111332
1,29,2,0,0.18741633199464525
1,30,0,1,0.5064345193035579
1,30,1,0,0.4380305602716469
1,30,2,3,0.31958762886597936
1,30,3,2,0.1039426523297491
1,31,0,1,0.5936532507739938
1,31,1,3,0.5305164319248826
1,31,2,0,0.32928802588996764
1,31,3,2,0.10511363636363637
1,32,0,2,0.3210425937698665
1,32,1,1,0.20739064856711917
1,32,2,3,0.2028811524609844
1,32,3,0,0.19681908548707752
1,33,1,1,0.23789473684210527
1,33,2,2,0.20152574698029244
1,33,0,0,0.17667044167610418
1,33,3,3,0.04619565217391304
1,34,0,3,0.5681650700073692
1,34,2,2,0.3431034482758621
1,34,1,1,0.3328700486448923
1,34,3,0,0.08445945945945946
1,35,0,0,0.5380635624538064
1,35,1,2,0.46835443037974683
1,35,2,3,0.36829463570856685
1,35,3,1,0.1251035625517813
1,36,0,2,0.35858234885337037
1,36,2,0,0.22778143515470706
1,36,3,3,0.21341463414634146
1,36,1,1,0.21128798842257598
1,37,0,3,0.8984771573604061
1,37,2,2,0.7835144927536232
1,37,1,0,0.741871921182266
1,37,3,1,0.19185282522996058
1,38,0,3,0.8960817717206133
1,38,1,2,0.7822177822177823
1,38,2,1,0.725897920604915
1,38,3,0,0.2583732057416268
1,39,0,3,0.27918424753867793
1,39,2,2,0.21524663677130046
1,39,1,0,0.18097941802696949
1,39,3,1,0.17459080280592362
1,40,0,1,0.4541095890410959
1,40,1,0,0.30384336475707036
1,40,2,2,0.25663716814159293
1,40,3,3,0.09945184025058731
1,41,0,2,0.8960817717206133
1,41,1,0,0.7826520438683948
1,41,2,1,0.7317535545023697
1,41,3,3,0.25841346153846156
1,42,0,2,0.39576213260423787
1,42,1,1,0.26307320997586486
1,42,2,3,0.21312540610786224
1,42,3,0,0.1
1,43,0,2,0.35858234885337037
1,43,2,1,0.22778143515470706
1,43,3,0,0.21322889469103568
1,43,1,3,0.2114409847936278
1,44,0,0,0.4537987679671458
1,44,1,1,0.30311820159535896
1,44,2,3,0.25663716814159293
1,44,3,2,0.09945184025058731
1,45,0,2,0.506208911614317
1,45,2,0,0.33844842284739984
1,45,1,3,0.3210455764075067
1,45,3,1,0.08256107834877843
1,46,0,0,0.44284736481861736
1,46,1,1,0.28407460545193686
1,46,3,3,0.21073558648111332
1,46,2,2,0.18779342723004694
1,47,0,0,0.36926889714993805
1,47,2,2,0.201980198019802
1,47,3,3,0.16429840142095914
1,47,1,1,0.16078136739293764
1,48,0,2,0.3639301874595992
1,48,2,0,0.2111251580278129
1,48,3,3,0.16129032258064516
1,48,1,1,0.14736070381231672
1,49,1,1,0.2309278350515464
1,49,3,2,0.21597892888498682
1,49,2,0,0.20248447204968945
1,49,0,3,0.17783676177836763
1,50,0,2,0.6944226237234878
1,50,1,0,0.6567877629063098
1,50,2,3,0.47066942719116633
1,50,3,1,0.19421487603305784
1,51,0,1,0.7035603715170279
1,51,1,0,0.6450704225352113
1,51,2,2,0.43113342898134865
1,51,3,3,0.1691542288557214
1,52,0,1,0.6436363636363637
1,52,1,0,0.5541284403669725
1,52,2,2,0.34551495016611294
1,52,3,3,0.099581589958159
1,53,0,2,0.6466108149276466
1,53,1,1,0.564531104921077
1,53,2,3,0.37795918367346937
1,53,3,0,0.12562396006655574
1,54,0,0,0.39617486338797814
1,54,1,2,0.2632850241545894
1,54,2,1,0.21312540610786224
1,54,3,3,0.10007818608287725
1,55,0,0,0.5931941221964424
1,55,1,3,0.5305164319248826
1,55,2,2,0.3276699029126214
1,55,3,1,0.1050390347764372
1,56,0,0,0.5040530582166544
1,56,1,1,0.30431309904153353
1,56,2,2,0.2092267706302794
1,56,3,3,0.17872711421098517
1,57,0,2,0.4878223495702006
1,57,1,3,0.27611940298507465
1,57,2,1,0.21763085399449036
1,57,3,0,0.09839167455061495
1,58,0,2,0.5068181818181818
1,58,1,0,0.4380305602716469
1,58,2,1,0.32117367168913563
1,58,3,3,0.10401721664275466
1,59,0,2,0.3228454172366621
1,59,1,1,0.2238574748257165
1,59,2,3,0.20893643801132789
1,59,3,0,0.08845577211394302
1,60,0,2,0.6773688332028192
1,60,1,0,0.5740236148955495
1,60,2,1,0.42735768903993204
1,60,3,3,0.1136173767752715
1,61,0,1,0.7675996607294318
1,61,1,2,0.6386386386386387
1,61,2,3,0.585232452142206
1,61,3,0,0.13423351866560762
1,62,0,3,0.6530448717948718
1,62,2,1,0.5179924242424242
1,62,1,2,0.348014440433213
1,62,3,0,0.09274193548387097
1,63,0,2,0.6438953488372093
1,63,1,3,0.5548387096774193
1,63,2,0,0.3443708609271523
1,63,3,1,0.09949832775919733
1,64,0,2,0.4980744544287548
1,64,2,0,0.3289930555555556
1,64,3,1,0.2345132743362832
1,64,1,3,0.16368834882058614
1,65,0,3,0.5400593471810089
1,65,1,1,0.4708860759493671
1,65,2,0,0.36930455635491605
1,65,3,2,0.12437810945273632
1,66,0,3,0.6530448717948718
1,66,2,2,0.5180265654648957
1,66,1,1,0.3482335976928623
1,66,3,0,0.09274193548387097
1,67,0,1,0.5003295978905735
1,67,1,0,0.2822966507177033
1,67,2,3,0.24296057924376507
1,67,3,2,0.11638591117917305
1,68,0,2,0.4930966469428008
1,68,2,0,0.34654300168634067
1,68,1,1,0.31048069345941687
1,68,3,3,0.11604938271604938
1,69,0,3,0.496790757381258
1,69,2,2,0.32927888792354476
1,69,3,1,0.2345132743362832
1,69,1,0,0.16333808844507847
1,70,0,3,0.49326145552560646
1,70,1,0,0.2669826224328594
1,70,2,1,0.23433242506811988
1,70,3,2,0.23280943025540274
1,71,0,2,0.7317073170731707
1,71,1,3,0.6502890173410405
1,71,2,0,0.3927038626609442
1,71,3,1,0.16439909297052155
1,72,0,0,0.7675996607294318
1,72,1,1,0.641
1,72,2,2,0.5888787602552416
1,72,3,3,0.134185303514377
1,73,0,2,0.7263406940063092
1,73,1,1,0.6268248175182481
1,73,2,3,0.3848122866894198
1,73,3,0,0.1382042253521127
1,74,1,1,0.2309278350515464
1,74,3,3,0.21616871704745166
1,74,2,0,0.20248447204968945
1,74,0,2,0.17771883289124668
1,75,0,2,0.7317073170731707
1,75,1,3,0.6502890173410405
1,75,2,1,0.39226914817465997
1,75,3,0,0.16402714932126697
1,76,0,3,0.5400593471810089
1,76,1,1,0.468407750631845
1,76,2,2,0.36909527622097676
1,76,3,0,0.125
1,77,0,3,0.496790757381258
1,77,2,1,0.3289930555555556
1,77,3,0,0.2345132743362832
1,77,1,2,0.16345467523197715
1,78,0,3,0.8960817717206133
1,78,1,0,0.7826520438683948
1,78,2,2,0.7286527514231499
1,78,3,1,0.2583732057416268
1,79,0,1,0.8969335604770017
1,79,1,0,0.7826520438683948
1,79,2,2,0.7324478178368121
1,79,3,3,0.25841346153846156
1,80,0,2,0.5396590066716086
1,80,1,1,0.468407750631845
1,80,2,3,0.36829463570856685
1,80,3,0,0.125
1,81,0,3,0.5400593471810089
1,81,1,2,0.46919831223628694
1,81,2,0,0.36930455635491605
1,81,3,1,0.12417218543046357
1,82,0,1,0.4930966469428008
1,82,2,2,0.3456998313659359
1,82,1,0,0.3102362204724409
1,82,3,3,0.11604938271604938
1,83,0,3,0.4917817225509533
1,83,2,0,0.34654300168634067
1,83,1,1,0.31048069345941687
1,83,3,2,0.11585866885784717
1,84,0,0,0.5054704595185996
1,84,2,3,0.3378839590443686
1,84,1,2,0.3210455764075067
1,84,3,1,0.08347386172006746
1,85,0,0,0.647640791476408
1,85,1,3,0.5666356011183598
1,85,2,1,0.37846655791190864
1,85,3,2,0.12479201331114809
1,86,0,1,0.6446220930232558
1,86,1,2,0.5548387096774193
1,86,2,0,0.3443708609271523
1,86,3,3,0.099581589958159
1,87,0,2,0.6441048034934498
1,87,1,1,0.5528007346189164
1,87,2,0,0.3443708609271523
1,87,3,3,0.099581589958159
1,88,0,0,0.8994932432432432
1,88,2,3,0.7849364791288567
1,88,1,2,0.7420948616600791
1,88,3,1,0.1913499344692005
1,89,0,1,0.6768388106416275
1,89,1,0,0.5740236148955495
1,89,2,3,0.42480883602378927
1,89,3,2,0.1134278565471226
1,90,0,1,0.6466108149276466
1,90,1,0,0.5663881151346333
1,90,2,2,0.37765089722675366
1,90,3,3,0.125
1,91,0,2,0.8970212765957447
1,91,1,3,0.7845691382765531
1,91,2,1,0.725897920604915
1,91,3,0,0.2583732057416268
1,92,0,1,0.8969335604770017
