"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133"
"11",16,21,8,7,12,7,11,20,7,9,0,8,8,7,14,19,18,15,20,16,18,17,18,18,15,21,19,19,16,3,14,15,15,14,12,13,15,13,15,13,8,13,14,13,11,10,3,2,14,15,14,14,17,7,10,4,15,16,12,15,10,14,6,16,2,2,2,2,2,2,2,1,2,2,2,0,2,4,3,2,2,2,2,2,12,0,1,2,5,2,2,2,2,2,2,1,2,2,3,2,3,2,4,2,7,3,13,7,6,2,2,3,3,2,3,1,2,2,2,2,2,2,1,2,3,2,2,0,1,2,2,2,2
"12",5,9,19,15,13,20,19,14,16,16,8,0,19,2,3,6,4,10,4,7,5,6,4,5,6,4,6,10,7,1,5,3,3,2,1,4,2,2,0,2,1,2,1,2,1,4,1,1,1,2,3,5,5,1,1,2,2,2,4,2,4,3,1,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,0,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,6,5,1,0,1,2,1,8,2,1,1,1,1,1,1,2,2,6,2,3,1,0,1,1,1,1
"13",5,9,24,20,12,17,14,8,22,9,8,19,0,1,4,3,3,3,3,4,4,3,3,4,2,4,3,4,2,1,0,1,1,1,1,0,1,1,2,1,1,1,1,1,0,5,1,1,1,1,0,1,3,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,3,1,1,0,1,1,14,0,1,1,1,1,1,2,0,0,0,0,5,0,1,1,1,1,1
"14",13,4,2,4,7,3,7,5,2,9,7,2,1,0,15,9,7,6,8,4,7,7,9,7,5,8,8,5,5,12,5,6,6,4,11,4,9,13,6,13,9,13,12,9,7,11,11,11,10,7,5,9,4,13,5,8,11,9,11,11,8,12,13,8,10,10,10,10,10,10,10,9,10,10,10,8,10,3,9,10,10,10,10,10,4,8,9,4,7,10,10,10,10,10,10,8,10,10,9,10,16,13,17,11,17,18,15,9,10,13,14,15,10,10,7,9,10,10,10,10,10,12,9,11,3,9,7,8,9,10,10,10,10
"15",10,13,4,2,6,2,4,12,3,3,14,3,4,15,0,17,15,9,16,10,15,15,16,15,13,16,16,13,13,9,12,13,13,11,19,12,17,18,12,18,15,18,16,16,15,11,9,8,17,14,12,12,11,13,11,7,16,14,10,16,6,15,12,13,8,8,8,8,8,8,8,7,8,8,8,6,8,8,7,8,8,8,8,8,10,6,7,3,5,8,8,8,8,8,8,7,8,8,7,8,8,7,9,8,12,8,10,4,3,8,7,6,8,8,3,7,8,8,8,8,8,5,7,7,1,6,1,6,7,8,8,8,8
"16",10,16,3,2,6,4,6,16,2,6,19,6,3,9,17,0,21,16,23,15,23,24,21,23,22,22,25,21,22,4,20,19,19,18,15,19,18,16,16,16,8,16,17,16,14,9,3,2,17,18,18,20,17,10,11,5,18,18,18,18,13,17,9,20,2,2,2,2,2,2,2,1,2,2,2,0,2,5,3,2,2,2,2,2,12,0,1,1,5,2,2,2,2,2,2,1,2,2,3,2,2,1,3,2,6,2,12,7,6,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,6,1,0,0,1,2,2,2,2
"17",12,19,4,4,11,4,6,16,4,4,18,4,3,7,15,21,0,14,24,13,20,19,24,20,19,21,20,19,18,2,16,15,15,18,12,16,15,13,17,13,6,13,14,13,13,8,1,0,14,15,15,15,13,7,9,2,15,16,13,15,10,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,4,12,9,8,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0
"18",12,15,4,3,7,8,8,18,3,14,15,10,3,6,9,16,14,0,14,19,17,18,14,17,18,13,16,20,19,5,19,16,16,16,10,18,14,14,13,13,7,13,16,13,12,6,4,3,13,15,16,21,18,8,10,4,15,16,15,15,13,16,7,18,3,3,3,3,3,3,3,2,3,3,3,2,3,5,3,3,3,3,3,3,10,2,2,1,5,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,4,2,7,6,4,4,2,3,6,3,2,4,3,3,3,3,3,3,4,4,11,4,2,2,2,3,3,3,3
"19",10,19,3,4,9,3,6,16,4,4,20,4,3,8,16,23,24,14,0,13,22,21,24,22,20,23,22,19,20,3,18,17,17,19,14,17,17,15,17,15,7,15,16,15,14,8,2,1,16,17,17,17,15,9,10,4,17,18,15,17,12,16,8,19,1,1,1,1,1,1,1,0,1,1,1,0,1,4,2,1,1,1,1,1,11,0,0,0,4,1,1,1,1,1,1,0,1,1,2,1,1,0,2,1,5,3,12,7,6,2,0,3,3,1,0,1,1,1,1,1,1,0,1,1,4,1,0,0,0,1,1,1,1
"20",11,15,5,3,6,5,5,14,3,8,16,7,4,4,10,15,13,19,13,0,17,17,13,17,15,15,15,17,16,5,18,21,21,17,12,15,16,13,17,12,8,12,15,18,15,11,4,3,15,20,20,16,23,6,15,5,14,16,12,14,11,13,7,16,3,3,3,3,3,3,3,2,3,3,3,1,3,9,3,3,3,3,3,3,13,1,2,2,5,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,0,6,1,1,4,2,1,6,3,1,2,3,3,3,3,3,3,2,2,7,2,1,1,2,3,3,3,3
"21",8,15,4,3,5,3,3,13,3,5,18,5,4,7,15,23,20,17,22,17,0,25,20,26,23,21,22,18,23,4,21,21,21,21,15,20,19,17,19,16,8,16,19,18,16,7,3,2,18,20,20,21,19,10,13,5,18,20,17,18,14,17,9,22,2,2,2,2,2,2,2,1,2,2,2,0,2,5,3,2,2,2,2,2,12,0,1,1,5,2,2,2,2,2,2,1,2,2,3,2,2,1,1,2,4,0,10,4,3,3,1,0,4,2,1,1,2,2,2,2,2,1,1,1,6,1,0,0,1,2,2,2,2
"22",8,14,3,2,4,4,4,14,2,6,17,6,3,7,15,24,19,18,21,17,25,0,19,25,24,20,23,19,24,4,22,21,21,20,15,21,19,17,18,16,8,16,19,18,16,7,3,2,18,20,20,22,19,10,13,5,18,19,18,18,13,17,9,21,2,2,2,2,2,2,2,1,2,2,2,0,2,5,3,2,2,2,2,2,12,0,1,1,5,2,2,2,2,2,2,1,2,2,3,2,2,1,1,2,4,0,10,5,4,3,1,0,4,2,1,1,2,2,2,2,2,1,1,1,7,1,0,0,1,2,2,2,2
"23",12,20,4,5,11,3,8,16,4,4,18,4,3,9,16,21,24,14,24,13,20,19,0,20,18,21,20,19,18,3,16,15,15,17,13,15,15,13,17,13,7,13,16,13,12,8,2,1,16,15,15,15,13,8,8,2,15,16,13,15,10,14,7,17,1,1,1,1,1,1,1,0,1,1,1,0,1,4,1,1,1,1,1,1,9,0,0,0,3,1,1,1,1,1,1,0,1,1,1,1,2,0,3,1,6,4,12,9,8,2,0,4,4,1,0,1,1,1,1,1,1,1,1,1,4,1,0,0,0,1,1,1,1
"24",8,15,4,3,5,3,3,13,3,5,18,5,4,7,15,23,20,17,22,17,26,25,20,0,23,21,22,18,23,4,21,21,21,21,15,20,19,17,19,16,8,16,19,18,16,7,3,2,18,20,20,21,19,10,13,5,18,20,17,18,14,17,9,22,2,2,2,2,2,2,2,1,2,2,2,0,2,5,3,2,2,2,2,2,12,0,1,1,5,2,2,2,2,2,2,1,2,2,3,2,2,1,1,2,4,0,10,4,3,3,1,0,4,2,1,1,2,2,2,2,2,1,1,1,6,1,0,0,1,2,2,2,2
"25",7,13,2,2,4,5,4,14,2,6,15,6,2,5,13,22,19,18,20,15,23,24,18,23,0,18,21,19,24,2,22,19,19,21,13,23,17,15,17,14,6,14,17,16,17,6,1,0,16,18,19,20,17,8,13,3,16,17,16,16,11,15,7,19,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,0,0,10,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,9,6,5,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,7,1,1,1,1,0,0,0,0
"26",11,18,4,3,8,3,6,16,3,4,21,4,4,9,17,23,22,13,24,15,22,21,22,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",10,16,3,2,6,4,6,16,2,6,19,6,3,9,17,26,21,16,23,15,23,24,21,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",13,20,6,5,10,9,11,21,5,11,20,11,5,5,13,21,19,21,19,18,18,19,19,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",7,14,2,2,4,5,5,15,2,7,16,7,2,6,14,23,19,19,21,16,24,25,19,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",5,2,1,0,0,0,1,1,0,4,3,1,1,12,9,4,2,5,3,5,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",7,12,0,0,2,3,3,13,0,7,14,5,0,6,13,21,17,19,19,18,22,23,17,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",8,12,1,0,2,1,1,11,0,5,15,3,1,7,14,20,16,16,18,21,22,22,16,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",8,12,1,0,2,1,1,11,0,5,15,3,1,7,14,20,16,16,18,21,22,22,16,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",7,13,1,2,4,1,0,10,2,4,14,2,1,5,12,19,19,16,20,17,22,21,18,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",8,10,1,0,2,0,1,8,0,4,12,1,1,12,20,16,13,10,15,12,16,16,14,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",7,11,0,0,2,3,2,12,0,6,13,4,0,5,13,20,17,18,18,15,21,22,16,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",9,12,1,0,2,1,1,11,0,4,15,2,1,10,18,19,16,14,18,16,20,20,16,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",10,10,1,0,2,1,1,9,0,6,13,2,1,14,19,17,14,14,16,13,18,18,14,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",11,13,2,2,6,0,2,10,1,2,15,0,2,7,13,17,18,13,18,17,20,19,18,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",10,10,1,0,2,1,1,9,0,7,13,2,1,14,19,17,14,13,16,12,17,17,14,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",6,6,1,0,0,0,1,6,0,3,8,1,1,9,15,8,6,7,7,8,8,8,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",10,10,1,0,2,1,1,9,0,7,13,2,1,14,19,17,14,13,16,12,17,17,14,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",12,12,1,1,3,0,2,10,0,5,14,1,1,13,17,18,15,16,17,15,20,20,17,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",7,10,1,0,2,1,1,9,0,4,13,2,1,10,17,17,14,13,16,18,19,19,14,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",6,9,0,0,2,1,0,8,0,3,11,1,0,8,16,15,14,12,15,15,17,17,13,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",15,9,7,9,7,4,9,7,4,6,11,5,6,11,11,9,8,7,8,12,7,7,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",5,1,1,0,0,0,1,1,0,4,3,1,1,11,9,3,1,4,2,4,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",4,1,1,0,0,0,1,1,0,4,2,1,1,11,8,2,0,3,1,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",10,12,1,1,3,0,2,10,0,3,14,1,1,11,18,18,15,13,17,15,19,19,17,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",8,12,1,0,2,1,1,11,0,4,15,2,1,8,15,19,16,15,18,20,21,21,16,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
