Solution 1,Solution 2,Cluster 1,Cluster 2,Jaccard Similarity,Wang Similarity
1,24,2,2,0.975609756097561,0.14148222467576974
1,24,3,3,0.76,0.24583368786649337
1,24,1,1,0.6944444444444444,0.17779118643965122
1,25,0,1,0.5,0.11705906140799394
1,25,2,0,0.3252032520325203,0.1440025664690148
1,25,3,2,0.0,0.18123793201606225
2,3,0,3,0.6513761467889908,0.18578791271859355
2,3,3,2,0.24324324324324326,0.11260168612083508
2,3,2,0,0.14285714285714285,0.18367031412082116
2,3,1,1,0.0,0.06837054890661948
2,4,0,1,0.4953271028037383,0.19191853210673304
2,4,3,0,0.125,0.14475966882268057
2,4,1,3,0.125,0.11518068852771852
2,4,2,2,0.04,0.15009383164432472
2,5,0,2,0.6666666666666666,0.183333870348054
2,5,3,1,0.25,0.1105246836926142
2,5,2,0,0.15384615384615385,0.16762666258776626
2,5,1,3,0.05,0.10399614175521321
2,6,0,3,0.6542056074766355,0.18990394402820365
2,6,3,1,0.2727272727272727,0.126865645662736
2,6,2,0,0.17647058823529413,0.17110589437553544
2,6,1,2,0.17391304347826086,0.10892438228210244
2,7,0,1,0.6851851851851852,0.18772736600633774
2,7,3,3,0.56,0.15080932157281582
2,7,1,2,0.4,0.10769417762024767
2,7,2,0,0.21428571428571427,0.20556418380323122
2,8,0,1,0.45714285714285713,0.1914535626022842
2,8,3,2,0.21212121212121213,0.1440502311543102
2,8,1,3,0.1875,0.13045197218261873
2,8,2,0,0.038461538461538464,0.15355303147522728
2,9,0,2,0.7129629629629629,0.18403721298587689
2,9,1,1,0.2631578947368421,0.09605206009424529
2,9,3,0,0.25,0.1433169173685368
2,9,2,3,0.0,0.13030329198431995
2,10,0,0,0.6698113207547169,0.18829165581697085
2,10,1,1,0.2692307692307692,0.11952135837132381
2,10,3,2,0.16666666666666666,0.13103209676740132
2,10,2,3,0.0,0.11820347549342568
2,11,0,1,0.5185185185185185,0.19094190197405983
2,11,3,0,0.20754716981132076,0.14169792738712586
2,11,1,2,0.17391304347826086,0.09670343166109983
2,11,2,3,0.0,0.13405001634101674
2,12,0,1,0.49056603773584906,0.1924353893358835
2,12,1,2,0.15384615384615385,0.14075663083896273
2,12,3,3,0.13513513513513514,0.12029897799144364
2,12,2,0,0.0625,0.16116706013069484
2,13,0,0,0.5370370370370371,0.18743043112625024
2,13,1,3,0.3076923076923077,0.1661075025255607
2,13,3,1,0.125,0.0803622940113971
2,13,2,2,0.05660377358490566,0.15601706685476777
2,14,0,3,0.6055045871559633,0.19368746525687372
2,14,3,0,0.21739130434782608,0.07103668062095737
2,14,1,1,0.10869565217391304,0.10351537776270572
2,14,2,2,0.0,0.16033896383239435
2,15,0,0,0.6146788990825688,0.1865004628687441
2,15,1,1,0.2692307692307692,0.11952135837132381
2,15,3,2,0.12195121951219512,0.12824711578310197
2,15,2,3,0.0,0.1267598465473657
2,16,0,1,0.5363636363636364,0.1886927134203949
2,16,3,2,0.28,0.1667616907580826
2,16,1,0,0.14285714285714285,0.08851246151925836
2,16,2,3,0.0425531914893617,0.14644320903709984
2,17,0,1,0.4411764705882353,0.19865556542617044
2,17,3,2,0.21621621621621623,0.15220720600787438
2,17,1,0,0.125,0.11259520117230884
2,17,2,3,0.037037037037037035,0.14435579199478416
2,18,0,1,0.42857142857142855,0.18878994178111844
2,18,1,0,0.25,0.10196001449839885
2,18,3,3,0.18181818181818182,0.1663019953994569
2,18,2,2,0.03636363636363636,0.15500876209581252
2,19,0,1,0.49056603773584906,0.1924353893358835
2,19,1,0,0.125,0.10836009827639743
2,19,3,2,0.11864406779661017,0.13333896208912596
2,19,2,3,0.0,0.12074246784001338
2,20,0,3,0.6074766355140186,0.19511681734899572
2,20,3,2,0.25,0.153824200247529
2,20,1,1,0.10869565217391304,0.10266875670362585
2,20,2,0,0.0,0.0958814474184373
2,21,0,2,0.46153846153846156,0.1955050720285211
2,21,1,1,0.1875,0.09909472149436493
2,21,3,3,0.1388888888888889,0.14257777265813215
2,21,2,0,0.058823529411764705,0.15678116786468435
2,22,0,3,0.48598130841121495,0.1972667074418776
2,22,3,2,0.3333333333333333,0.11256743779914878
2,22,1,0,0.14285714285714285,0.11525148951121182
2,22,2,1,0.04081632653061224,0.1559261029832803
2,23,0,0,0.5370370370370371,0.18972029650307012
2,23,1,3,0.3076923076923077,0.1661075025255607
2,23,3,2,0.14516129032258066,0.12850915910102922
2,23,2,1,0.0,0.09106954311028133
2,24,0,3,0.4411764705882353,0.19865556542617044
2,24,3,0,0.22580645161290322,0.1303303089272531
2,24,1,2,0.0851063829787234,0.10586211544567276
2,24,2,1,0.0,0.1468270335279192
2,25,0,0,0.753968253968254,0.17037707675669206
2,25,1,1,0.1875,0.09909472149436493
2,25,2,2,0.0,0.1392064410033393
3,4,3,1,0.6,0.2095363113072328
3,4,2,2,0.30357142857142855,0.10853809299747569
3,4,1,3,0.045454545454545456,0.09494829362705041
3,4,0,0,0.0,0.11438190596780032
3,5,2,1,0.9615384615384616,0.11998951978370274
3,5,3,2,0.9425287356321839,0.20044767491356258
3,5,0,3,0.5789473684210527,0.17398038602224378
3,5,1,0,0.06666666666666667,0.12042049902822519
3,6,3,3,0.7888888888888889,0.2075811197666573
3,6,0,0,0.6190476190476191,0.1542080629814879
3,6,2,1,0.37142857142857144,0.11016306098621392
3,6,1,2,0.09523809523809523,0.09405748908065423
3,7,3,1,0.8043478260869565,0.2047028665126577
3,7,0,0,0.631578947368421,0.18054421793065475
3,7,2,2,0.41935483870967744,0.09753351872332208
3,7,1,3,0.041666666666666664,0.08610117882881531
3,8,3,1,0.5568181818181818,0.20908807092573464
3,8,2,3,0.34615384615384615,0.12457269844370682
3,8,0,0,0.3076923076923077,0.14870042019233423
3,8,1,2,0.04,0.1030780988904232
3,9,3,2,0.7422680412371134,0.2001553535533831
3,9,2,1,0.3793103448275862,0.09117336893399972
3,9,0,0,0.2222222222222222,0.1447471279743763
3,9,1,3,0.08333333333333333,0.10158714765531787
3,10,3,0,0.75,0.20486949746797584
3,10,2,1,0.4411764705882353,0.11482538282026891
3,10,0,2,0.41379310344827586,0.14786060676953305
3,10,1,3,0.07142857142857142,0.09232742293315412
3,11,3,1,0.6629213483146067,0.20862159396500413
3,11,2,0,0.2727272727272727,0.11326670936873585
3,11,0,2,0.09090909090909091,0.10752172349338925
3,11,1,3,0.0,0.09933616929211694
3,12,3,1,0.6511627906976745,0.21042525708780258
3,12,0,0,0.3829787234042553,0.15065642256710776
3,12,2,2,0.19230769230769232,0.12116850729886872
3,12,1,3,0.037037037037037035,0.0920613575867885
3,13,3,0,0.7045454545454546,0.20461495743401525
3,13,0,2,0.37254901960784315,0.1488979197708098
3,13,2,1,0.17857142857142858,0.07512088278270826
3,13,1,3,0.0,0.08395775536581514
3,14,3,3,0.7096774193548387,0.2113073135976021
3,14,2,1,0.28846153846153844,0.10379206493305974
3,14,1,2,0.08333333333333333,0.12244110978776071
3,14,0,0,0.0,0.04766347198948218
3,15,3,0,0.7582417582417582,0.20333337965428164
3,15,0,2,0.45161290322580644,0.150567460204444
3,15,2,1,0.4411764705882353,0.11482538282026891
3,15,1,3,0.0,0.08144113719050289
3,16,3,1,0.7,0.20612421258827124
3,16,0,3,0.3404255319148936,0.1413084387205336
3,16,2,2,0.1875,0.1160909822476004
3,16,1,0,0.0,0.06234397438161162
3,17,3,1,0.47191011235955055,0.21627157430257432
3,17,2,3,0.2833333333333333,0.1051953252151447
3,17,1,2,0.06896551724137931,0.12738680668951483
3,17,0,0,0.038461538461538464,0.10991562042133614
3,18,3,1,0.5402298850574713,0.20592345973537962
3,18,0,2,0.33962264150943394,0.14964351975572512
3,18,2,0,0.3333333333333333,0.10281495303986318
3,18,1,3,0.041666666666666664,0.1322260793228722
3,19,3,1,0.6511627906976745,0.21042525708780258
3,19,0,2,0.3829787234042553,0.15065642256710776
3,19,2,0,0.25925925925925924,0.10585328864436597
3,19,1,3,0.041666666666666664,0.09716799782195464
3,20,3,3,0.6774193548387096,0.21234393321830716
3,20,2,1,0.28846153846153844,0.10324277975254754
3,20,1,0,0.07692307692307693,0.07480973729428955
3,20,0,2,0.0,0.11882856069057585
3,21,3,2,0.6,0.213781434820916
3,21,0,0,0.3877551020408163,0.14874425241856706
3,21,2,1,0.2962962962962963,0.09204780309103944
3,21,1,3,0.08,0.12061013163302135
3,22,3,3,0.6436781609195402,0.21629874634837692
3,22,2,2,0.35294117647058826,0.09387221106812427
3,22,0,1,0.32653061224489793,0.1512505930207716
3,22,1,0,0.2,0.13458431448564323
3,23,3,0,0.6853932584269663,0.20693509273087435
3,23,0,2,0.2962962962962963,0.14270431381976936
3,23,2,1,0.17857142857142858,0.09048350330494985
3,23,1,3,0.0,0.08395775536581514
3,24,3,3,0.47191011235955055,0.21627157430257432
3,24,2,0,0.375,0.11288280688109054
3,24,0,2,0.25,0.1431403427665116
3,24,1,1,0.06896551724137931,0.12738680668951483
3,25,3,0,0.6532258064516129,0.18366882635836926
3,25,2,1,0.2962962962962963,0.09204780309103944
3,25,0,2,0.05263157894736842,0.18554641032884603
4,5,1,2,0.6373626373626373,0.2069098161411561
4,5,2,1,0.2857142857142857,0.10665904428872956
4,5,3,0,0.038461538461538464,0.11435180361809366
4,5,0,3,0.0,0.12247312036087836
4,6,1,3,0.6785714285714286,0.21501485183289568
4,6,0,2,0.4117647058823529,0.1441327240513205
4,6,2,1,0.35294117647058826,0.12234482917505796
4,6,3,0,0.03225806451612903,0.10538851258354437
4,7,1,1,0.6590909090909091,0.21176821353247363
4,7,2,2,0.27450980392156865,0.09831045739898316
4,7,0,3,0.13043478260869565,0.12352754176222587
4,7,3,0,0.03571428571428571,0.1245087102327318
4,8,1,1,0.8870967741935484,0.22138291787819378
4,8,2,0,0.8113207547169812,0.1411849071362282
4,8,3,2,0.6086956521739131,0.15005832384656773
4,8,0,3,0.45454545454545453,0.18740974028547222
4,9,1,2,0.6741573033707865,0.20742832975672176
4,9,0,3,0.5555555555555556,0.19239993790416005
4,9,2,0,0.38461538461538464,0.13863054474489067
4,9,3,1,0.14814814814814814,0.08440614189233422
4,10,1,0,0.7407407407407407,0.21339742377221682
4,10,0,3,0.6,0.18296025218511358
4,10,2,2,0.40816326530612246,0.13369948063480616
4,10,3,1,0.3333333333333333,0.12152059737171113
4,11,1,1,0.8285714285714286,0.21872447015612217
4,11,2,0,0.6545454545454545,0.1407875207940553
4,11,3,2,0.4782608695652174,0.11410000317193207
4,11,0,3,0.4444444444444444,0.17380406592575973
4,12,1,1,0.8484848484848485,0.22171617838680913
4,12,2,0,0.8235294117647058,0.14433416443145283
4,12,3,3,0.7727272727272727,0.14023293019768812
4,12,0,2,0.5,0.22629120579785283
4,13,1,0,0.8055555555555556,0.2146336207543018
4,13,2,2,0.75,0.14112874428168493
4,13,0,1,0.5555555555555556,0.14586971045740701
4,13,3,3,0.2,0.15296807906379795
4,14,0,2,0.75,0.23919828897663667
4,14,1,3,0.7160493827160493,0.22038961335450555
4,14,2,1,0.6923076923076923,0.12910846728967726
4,14,3,0,0.3157894736842105,0.08605516614449536
4,15,1,0,0.7721518987341772,0.21189642361537797
4,15,0,3,0.625,0.22514005619180763
4,15,2,2,0.5208333333333334,0.13629964654682494
4,15,3,1,0.3333333333333333,0.12152059737171113
4,16,1,1,0.8472222222222222,0.2163617746433962
4,16,2,3,0.7169811320754716,0.13467235282674525
4,16,0,0,0.4444444444444444,0.15175055480409455
4,16,3,2,0.11538461538461539,0.12421261248253115
4,17,2,3,0.8846153846153846,0.13540894745285423
4,17,1,1,0.7619047619047619,0.22910228541902872
4,17,0,0,0.6666666666666666,0.19994508920426574
4,17,3,2,0.2727272727272727,0.14521545644538109
4,18,1,1,0.8387096774193549,0.21777420946316117
4,18,2,2,0.7678571428571429,0.14034414755854063
4,18,3,3,0.44,0.16689767626588542
4,18,0,0,0.4166666666666667,0.140041753333593
4,19,3,3,0.8947368421052632,0.15209440247533937
4,19,0,0,0.875,0.20804390169808745
4,19,1,1,0.8484848484848485,0.22171617838680913
4,19,2,2,0.8235294117647058,0.14433416443145283
4,20,1,3,0.7215189873417721,0.2219639769165139
4,20,2,1,0.6923076923076923,0.12812563480727382
4,20,0,0,0.5,0.1467477406638437
4,20,3,2,0.22727272727272727,0.13785679463945588
4,21,1,2,0.7846153846153846,0.2254283076153852
4,21,2,0,0.7777777777777778,0.14139948440151695
4,21,0,1,0.6,0.1659663866675543
4,21,3,3,0.46153846153846156,0.14909766136633376
4,22,1,3,0.782608695652174,0.2273259245686024
4,22,2,1,0.6607142857142857,0.14172947348993958
4,22,0,0,0.3,0.16152686195172516
4,22,3,2,0.1935483870967742,0.10131155362565243
4,23,1,0,0.8309859154929577,0.21771647872308225
4,23,2,2,0.75,0.13713550239713673
4,23,0,1,0.5555555555555556,0.16099302954685518
4,23,3,3,0.2,0.15296807906379795
4,24,1,3,0.7619047619047619,0.22910228541902872
4,24,2,2,0.76,0.13818928651210727
4,24,0,0,0.3157894736842105,0.14064382095265168
4,24,3,1,0.2727272727272727,0.14521545644538109
4,25,0,1,0.6,0.1659663866675543
4,25,1,0,0.5040650406504065,0.18941103552325264
4,25,3,2,0.058823529411764705,0.19362156750055912
5,6,2,3,0.8043478260869565,0.20459336419075363
5,6,3,0,0.5294117647058824,0.1567603862685504
5,6,1,1,0.38235294117647056,0.10939720901941352
5,6,0,2,0.0,0.09856417226608467
5,7,2,1,0.8586956521739131,0.20202061003171162
5,7,3,0,0.5333333333333333,0.18103956406826055
5,7,1,2,0.43333333333333335,0.09775249262312967
5,7,0,3,0.03571428571428571,0.11465933819706887
5,8,2,1,0.5777777777777777,0.20630431679553393
5,8,1,3,0.3076923076923077,0.12102092755444242
5,8,3,0,0.22448979591836735,0.14302492853479284
5,8,0,2,0.0,0.11439592866296713
5,9,2,2,0.7755102040816326,0.1974388552320917
5,9,1,1,0.39285714285714285,0.09236813524720826
5,9,3,0,0.2413793103448276,0.147422338976257
5,9,0,3,0.0,0.10476465801964814
5,10,2,0,0.7849462365591398,0.20212278629796077
5,10,3,2,0.5,0.15440825940905775
5,10,1,1,0.4117647058823529,0.11416372980411171
5,10,0,3,0.0,0.09421830352671415
5,11,2,1,0.7,0.20602495111053365
5,11,1,0,0.2777777777777778,0.11187232492862911
5,11,0,2,0.08,0.10514440409127308
5,11,3,3,0.0,0.11476830887943791
5,12,2,1,0.6896551724137931,0.20786311681560682
5,12,1,0,0.26785714285714285,0.11232582824770285
5,12,0,3,0.03225806451612903,0.10752128910031444
5,12,3,2,0.0,0.1274748281525316
5,13,2,0,0.7613636363636364,0.202306800495803
5,13,1,2,0.2459016393442623,0.10927105892661663
5,13,3,3,0.0,0.13398807975336513
5,13,0,1,0.0,0.05902555115109581
5,14,2,3,0.7263157894736842,0.2084780106502982
5,14,1,1,0.29411764705882354,0.10298281610341063
5,14,3,0,0.0,0.042922447010530176
5,14,0,2,0.0,0.12473885847574306
5,15,2,0,0.8131868131868132,0.20073908893728346
5,15,3,2,0.4230769230769231,0.15049630757920002
5,15,1,1,0.4117647058823529,0.11416372980411171
5,15,0,3,0.0,0.09478394098693665
5,16,2,1,0.7555555555555555,0.20364311705254995
5,16,1,3,0.2545454545454545,0.10379577610718964
5,16,3,0,0.0,0.0840426240438985
5,16,0,2,0.0,0.11630937712583443
5,17,2,1,0.4945054945054945,0.21320418444991465
5,17,1,0,0.2692307692307692,0.11203344966996323
5,17,3,3,0.19230769230769232,0.13413201179371753
5,17,0,2,0.0,0.13115342295785878
5,18,2,1,0.5795454545454546,0.2033532669217782
5,18,1,0,0.34615384615384615,0.10392647525002705
5,18,3,2,0.21153846153846154,0.1427892509417846
5,18,0,3,0.0,0.13932985868308576
5,19,2,1,0.6896551724137931,0.20786311681560682
5,19,1,0,0.2692307692307692,0.10570716491818918
5,19,3,2,0.2391304347826087,0.14226776297457577
5,19,0,3,0.03571428571428571,0.11230569539137644
5,20,2,3,0.6947368421052632,0.2095746271297931
5,20,1,1,0.29411764705882354,0.10246101211413139
5,20,3,0,0.0,0.08211851507820495
5,20,0,2,0.0,0.09935130677454809
5,21,2,2,0.6206896551724138,0.21101245816677297
5,21,1,1,0.3076923076923077,0.09245248287793102
5,21,3,0,0.22448979591836735,0.13939908987633354
5,21,0,3,0.0,0.1228977674589836
5,22,2,3,0.6444444444444445,0.21334153967991873
5,22,1,2,0.36363636363636365,0.09317166898326394
5,22,3,1,0.2127659574468085,0.14454566547405534
5,22,0,0,0.0,0.12115348964182597
5,23,2,0,0.7415730337078652,0.2046604721323719
5,23,1,2,0.26666666666666666,0.10660549498717581
5,23,0,1,0.0625,0.09008769216709599
5,23,3,3,0.0,0.13398807975336513
5,24,2,3,0.4945054945054945,0.21320418444991465
5,24,1,0,0.3870967741935484,0.11190488210218086
5,24,3,2,0.18181818181818182,0.13936967931098723
5,24,0,1,0.0,0.13115342295785878
5,25,2,0,0.6935483870967742,0.1812581979344073
5,25,1,1,0.3076923076923077,0.09245248287793102
5,25,0,2,0.1,0.2174349871120012
6,7,3,1,0.9404761904761905,0.2101020583018463
6,7,0,0,0.8,0.17561544327308007
6,7,1,3,0.5185185185185185,0.12537379641303684
6,7,2,2,0.25,0.09398545576897539
6,8,3,1,0.6144578313253012,0.21454691125710046
6,8,2,3,0.4444444444444444,0.1436359377455967
6,8,1,0,0.36538461538461536,0.12445687523105216
6,8,0,2,0.0,0.10732060685251417
6,9,3,2,0.9080459770114943,0.2055499439575458
6,9,1,0,0.5666666666666667,0.13424239342129887
6,9,2,3,0.4117647058823529,0.1439310999695214
6,9,0,1,0.07407407407407407,0.0784398500315157
6,10,3,0,0.8372093023255814,0.21014723383202788
6,10,2,3,0.5294117647058824,0.13839143321954078
6,10,0,2,0.37037037037037035,0.12793346011724135
6,10,1,1,0.21621621621621623,0.11243418847077456
6,11,3,1,0.7682926829268293,0.2140839838537881
6,11,1,0,0.40425531914893614,0.12767521437387971
6,11,2,3,0.2777777777777778,0.135545284867147
6,11,0,2,0.06666666666666667,0.09212134000051525
6,12,3,1,0.6951219512195121,0.21547401407340436
6,12,1,0,0.3333333333333333,0.12715490098850446
6,12,2,2,0.29411764705882354,0.14823208996732054
6,12,0,3,0.027777777777777776,0.10044202476293325
6,13,3,0,0.75,0.20954281455507068
6,13,2,1,0.4117647058823529,0.10407205571584305
6,13,1,2,0.32727272727272727,0.12533873197804715
6,13,0,3,0.0,0.09286686570693661
